row_index,reason,raw_apn,value
23364,noncanonical_category_2023,090-272-023,Correction Based on County Data
23385,noncanonical_category_2023,090-291-006,Vacant Parcel
23386,noncanonical_category_2023,090-291-007,Over-Correction
23390,noncanonical_category_2023,090-292-003,Over-Correction
23417,noncanonical_category_2023,090-303-007,Over-Correction
23428,noncanonical_category_2023,090-305-003,Corrections - Units Removed Based on County Data
23451,noncanonical_category_2023,090-315-027,Over-Correction
23462,noncanonical_category_2023,090-323-001,Corrections - Units Removed Based on County Data
23536,noncanonical_category_2023,090-400-004,Corrections - Units Removed Based on County Data
23537,noncanonical_category_2023,090-400-005,Corrections - Units Removed Based on County Data
23538,noncanonical_category_2023,090-400-006,Corrections - Units Removed Based on County Data
23539,noncanonical_category_2023,090-400-007,Corrections - Units Removed Based on County Data
23541,noncanonical_category_2023,090-400-009,Corrections - Units Removed Based on County Data
23542,noncanonical_category_2023,090-400-010,Corrections - Units Removed Based on County Data
23543,noncanonical_category_2023,090-400-011,Corrections - Units Removed Based on County Data
23544,noncanonical_category_2023,090-400-012,Corrections - Units Removed Based on County Data
23546,noncanonical_category_2023,090-400-014,Corrections - Units Removed Based on County Data
23547,noncanonical_category_2023,090-400-015,Corrections - Units Removed Based on County Data
23548,noncanonical_category_2023,090-400-016,Corrections - Units Removed Based on County Data
23549,noncanonical_category_2023,090-400-017,Corrections - Units Removed Based on County Data
23551,noncanonical_category_2023,090-400-019,Corrections - Units Removed Based on County Data
23552,noncanonical_category_2023,090-400-020,Corrections - Units Removed Based on County Data
23553,noncanonical_category_2023,090-400-021,Corrections - Units Removed Based on County Data
23554,noncanonical_category_2023,090-400-022,Corrections - Units Removed Based on County Data
23556,noncanonical_category_2023,090-400-024,Corrections - Units Removed Based on County Data
23557,noncanonical_category_2023,090-400-025,Corrections - Units Removed Based on County Data
23558,noncanonical_category_2023,090-400-026,Corrections - Units Removed Based on County Data
23559,noncanonical_category_2023,090-400-027,Corrections - Units Removed Based on County Data
23561,noncanonical_category_2023,090-400-029,Corrections - Units Removed Based on County Data
23562,noncanonical_category_2023,090-400-030,Corrections - Units Removed Based on County Data
23563,noncanonical_category_2023,090-400-031,Corrections - Units Removed Based on County Data
23564,noncanonical_category_2023,090-400-032,Corrections - Units Removed Based on County Data
23583,noncanonical_category_2023,091-140-010,Corrections - Units Removed Based on County Data
23584,noncanonical_category_2023,091-140-011,Corrections - Units Removed Based on County Data
23604,noncanonical_category_2023,091-161-001,Corrections - Units Removed Based on County Data
23620,noncanonical_category_2023,091-163-013,Corrections - Units Removed Based on County Data
23795,noncanonical_category_2023,091-220-007,Vacant Parcel
23814,noncanonical_category_2023,091-230-002,Correction Based on County Data
23829,noncanonical_category_2023,091-230-021,Correction Based on County Data
23924,noncanonical_category_2023,092-040-010,Correction Based on County Data
23925,noncanonical_category_2023,092-040-016,Correction Based on County Data
23937,noncanonical_category_2023,092-052-005,Corrections - Units Removed Based on County Data
24032,noncanonical_category_2023,092-083-019,Vacant Parcel
24044,noncanonical_category_2023,092-085-003,Over-Correction
24048,noncanonical_category_2023,092-085-007,Corrections - Units Removed Based on County Data
24080,noncanonical_category_2023,092-090-047,Correction Based on County Data
24087,noncanonical_category_2023,092-090-061,Correction Based on County Data
24090,noncanonical_category_2023,092-100-004,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
24101,noncanonical_category_2023,092-100-022,Corrections - Units Removed Based on County Data
24104,noncanonical_category_2023,092-100-025,Correction Based on County Data
24105,noncanonical_category_2023,092-100-029,Correction Based on County Data
24121,noncanonical_category_2023,092-110-028,Over-Correction
24126,noncanonical_category_2023,092-110-033,Corrections - Units Removed Based on County Data
24127,noncanonical_category_2023,092-110-034,Over-Correction
24155,noncanonical_category_2023,092-120-032,Over-Correction
24156,noncanonical_category_2023,092-120-033,Corrections - Units Removed Based on County Data
24167,noncanonical_category_2023,092-120-052,Corrections - Units Removed Based on County Data
24169,noncanonical_category_2023,092-120-054,Corrections - Units Removed Based on County Data
24184,noncanonical_category_2023,092-141-008,Over-Correction
24200,noncanonical_category_2023,092-142-010,Corrections - Units Removed Based on County Data
24261,noncanonical_category_2023,092-154-029,Correction Based on County Data
24271,noncanonical_category_2023,092-154-044,Correction Based on County Data
24296,noncanonical_category_2023,092-160-020,Correction Based on County Data
24297,noncanonical_category_2023,092-160-021,Correction Based on County Data
24302,noncanonical_category_2023,092-160-032,Correction Based on County Data
24303,noncanonical_category_2023,092-160-033,Correction Based on County Data
24368,noncanonical_category_2023,092-180-058,Corrections - Units Removed Based on County Data
24401,noncanonical_category_2023,092-190-052,Over-Correction
24402,noncanonical_category_2023,092-190-053,Corrections - Units Removed Based on County Data
24414,noncanonical_category_2023,092-200-005,Correction Based on County Data
24429,noncanonical_category_2023,092-200-027,Correction Based on County Data
24485,noncanonical_category_2023,092-221-005,Corrections - Units Removed Based on County Data
24552,noncanonical_category_2023,093-031-007,Corrections - Units Removed Based on County Data
24556,noncanonical_category_2023,093-031-015,Corrections - Units Removed Based on County Data
24567,noncanonical_category_2023,093-032-006,Corrections - Units Removed Based on County Data
24572,noncanonical_category_2023,093-032-013,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
24603,noncanonical_category_2023,093-041-002,Correction Based on County Data
24605,noncanonical_category_2023,093-041-006,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
24607,noncanonical_category_2023,093-042-008,Correction Based on County Data
24608,noncanonical_category_2023,093-042-009,Correction Based on County Data
24609,noncanonical_category_2023,093-042-014,Correction Based on County Data
24613,noncanonical_category_2023,093-042-029,Correction Based on County Data
24614,noncanonical_category_2023,093-042-032,Corrections - Units Removed Based on County Data
24615,noncanonical_category_2023,093-042-037,Correction Based on County Data
24616,noncanonical_category_2023,093-042-038,Correction Based on County Data
24618,noncanonical_category_2023,093-051-002,Corrections - Units Removed Based on County Data
24622,noncanonical_category_2023,093-060-021,Correction Based on County Data
24623,noncanonical_category_2023,093-060-022,Correction Based on County Data
24624,noncanonical_category_2023,093-060-023,Corrections - Units Removed Based on County Data
24655,noncanonical_category_2023,093-072-043,Corrections - Units Removed Based on County Data
24663,noncanonical_category_2023,093-073-006,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
24678,noncanonical_category_2023,093-083-008,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
24679,noncanonical_category_2023,093-083-009,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
24680,noncanonical_category_2023,093-083-010,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
24681,noncanonical_category_2023,093-083-011,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
24682,noncanonical_category_2023,093-083-012,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
24683,noncanonical_category_2023,093-083-014,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
24684,noncanonical_category_2023,093-083-015,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
24790,noncanonical_category_2023,093-112-001,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
24842,noncanonical_category_2023,093-130-007,Corrections - Units Removed Based on County Data
24892,noncanonical_category_2023,093-160-016,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
24895,noncanonical_category_2023,093-160-045,Corrections based on County Data
24931,noncanonical_category_2023,093-180-004,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
24980,noncanonical_category_2023,093-194-007,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
24981,noncanonical_category_2023,093-194-012,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
25153,noncanonical_category_2023,093-241-002,Corrections - Units Removed Based on County Data
25229,noncanonical_category_2023,093-271-002,Corrections - Units Removed Based on County Data
25258,noncanonical_category_2023,093-280-012,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
25270,noncanonical_category_2023,093-300-005,Corrections - Units Removed Based on County Data
25462,noncanonical_category_2023,093-360-027,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
25491,noncanonical_category_2023,093-380-004,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
26186,noncanonical_category_2023,093-600-015,Corrections - Units Removed Based on County Data
26208,noncanonical_category_2023,093-620-035,Corrections - Units Removed Based on County Data
26209,noncanonical_category_2023,093-620-036,Corrections - Units Removed Based on County Data
26210,noncanonical_category_2023,093-620-037,Corrections - Units Removed Based on County Data
26211,noncanonical_category_2023,093-620-038,Corrections - Units Removed Based on County Data
26216,noncanonical_category_2023,093-620-043,Corrections - Units Removed Based on County Data
26217,noncanonical_category_2023,093-620-044,Corrections - Units Removed Based on County Data
26218,noncanonical_category_2023,093-620-045,Corrections - Units Removed Based on County Data
26219,noncanonical_category_2023,093-620-046,Corrections - Units Removed Based on County Data
26263,noncanonical_category_2023,094-031-002,Corrections - Units Removed Based on County Data
26273,noncanonical_category_2023,094-031-019,Corrections - Units Removed Based on County Data
26333,noncanonical_category_2023,094-060-008,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
26339,noncanonical_category_2023,094-070-006,Corrections - Units Removed Based on County Data
26345,noncanonical_category_2023,094-090-052,Corrections - Units Removed Based on County Data
26351,noncanonical_category_2023,094-102-006,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
26358,noncanonical_category_2023,094-102-021,Correction Based on County Data
26361,noncanonical_category_2023,094-102-024,Correction Based on County Data
26363,noncanonical_category_2023,094-110-003,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
26371,noncanonical_category_2023,094-110-026,Over-Correction
26383,noncanonical_category_2023,094-121-015,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
26407,noncanonical_category_2023,094-122-028,Correction Based on County Data
26415,noncanonical_category_2023,094-122-043,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
26416,noncanonical_category_2023,094-122-045,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
26422,noncanonical_category_2023,094-122-056,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
26424,noncanonical_category_2023,094-122-058,Correction Based on County Data
26427,noncanonical_category_2023,094-123-003,Corrections based on County Data
26433,noncanonical_category_2023,094-123-010,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
26441,noncanonical_category_2023,094-124-004,Corrections - Units Removed Based on County Data
26469,noncanonical_category_2023,094-140-067,Corrections - Units Removed Based on County Data
26470,noncanonical_category_2023,094-150-002,Corrections - Units Removed Based on County Data
26471,noncanonical_category_2023,094-150-004,Corrections - Units Removed Based on County Data
26496,noncanonical_category_2023,094-160-015,Correction Based on County Data
26503,noncanonical_category_2023,094-160-023,Correction Based on County Data
26506,noncanonical_category_2023,094-171-007,Correction Based on County Data
26507,noncanonical_category_2023,094-171-010,Correction Based on County Data
26508,noncanonical_category_2023,094-171-011,Correction Based on County Data
26515,noncanonical_category_2023,094-173-002,Corrections - Units Removed Based on County Data
26537,noncanonical_category_2023,094-175-005,Corrections - Units Removed Based on County Data
26546,noncanonical_category_2023,094-200-002,Corrections - Units Removed Based on County Data
26551,noncanonical_category_2023,094-200-018,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
26651,noncanonical_category_2023,094-233-005,Correction Based on County Data
26652,noncanonical_category_2023,094-233-006,Correction Based on County Data
26657,noncanonical_category_2023,094-233-015,Correction Based on County Data
26658,noncanonical_category_2023,094-233-016,Correction Based on County Data
26665,noncanonical_category_2023,094-234-008,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
26682,noncanonical_category_2023,094-240-008,Corrections - Units Removed Based on County Data
26887,noncanonical_category_2023,094-300-014,Corrections - Units Removed Based on County Data
27000,noncanonical_category_2023,094-350-021,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
27016,noncanonical_category_2023,094-350-037,Corrections - Units Removed Based on County Data
27253,noncanonical_category_2023,094-500-004,Corrections - Units Removed Based on County Data
27256,noncanonical_category_2023,094-500-007,Corrections - Units Removed Based on County Data
27258,noncanonical_category_2023,094-500-009,Corrections - Units Removed Based on County Data
27265,noncanonical_category_2023,094-500-016,Corrections - Units Removed Based on County Data
27270,noncanonical_category_2023,094-500-021,Corrections - Units Removed Based on County Data
27273,noncanonical_category_2023,094-500-024,Corrections - Units Removed Based on County Data
27313,noncanonical_category_2023,095-130-007,Corrections - Units Removed Based on County Data
27316,noncanonical_category_2023,095-300-041,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
27318,noncanonical_category_2023,095-400-001,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
27319,noncanonical_category_2023,095-400-052,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
27320,noncanonical_category_2023,095-410-001,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
27321,noncanonical_category_2023,095-410-002,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
27361,noncanonical_category_2023,095-490-041,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
27371,noncanonical_category_2023,095-510-007,Corrections - Units Removed Based on County Data
27372,noncanonical_category_2023,095-510-008,Corrections - Units Removed Based on County Data
27373,noncanonical_category_2023,095-510-009,Corrections - Units Removed Based on County Data
27374,noncanonical_category_2023,095-510-010,Corrections - Units Removed Based on County Data
27375,noncanonical_category_2023,095-510-011,Corrections - Units Removed Based on County Data
27376,noncanonical_category_2023,095-510-012,Corrections - Units Removed Based on County Data
27377,noncanonical_category_2023,095-510-013,Corrections - Units Removed Based on County Data
27378,noncanonical_category_2023,095-510-014,Corrections - Units Removed Based on County Data
27379,noncanonical_category_2023,095-510-015,Corrections - Units Removed Based on County Data
27380,noncanonical_category_2023,095-510-016,Corrections - Units Removed Based on County Data
27381,noncanonical_category_2023,095-510-017,Corrections - Units Removed Based on County Data
27382,noncanonical_category_2023,095-510-018,Corrections - Units Removed Based on County Data
27383,noncanonical_category_2023,095-510-019,Corrections - Units Removed Based on County Data
27384,noncanonical_category_2023,095-510-020,Corrections - Units Removed Based on County Data
27387,noncanonical_category_2023,095-510-023,Corrections - Units Removed Based on County Data
27388,noncanonical_category_2023,095-510-024,Corrections - Units Removed Based on County Data
27389,noncanonical_category_2023,095-510-025,Corrections - Units Removed Based on County Data
27390,noncanonical_category_2023,095-510-026,Corrections - Units Removed Based on County Data
27391,noncanonical_category_2023,095-510-027,Corrections - Units Removed Based on County Data
27392,noncanonical_category_2023,095-510-028,Corrections - Units Removed Based on County Data
27393,noncanonical_category_2023,095-510-029,Corrections - Units Removed Based on County Data
27394,noncanonical_category_2023,095-510-030,Corrections - Units Removed Based on County Data
27395,noncanonical_category_2023,095-510-031,Corrections - Units Removed Based on County Data
27396,noncanonical_category_2023,095-510-032,Corrections - Units Removed Based on County Data
27399,noncanonical_category_2023,095-510-035,Corrections - Units Removed Based on County Data
27400,noncanonical_category_2023,095-510-036,Corrections - Units Removed Based on County Data
27401,noncanonical_category_2023,095-510-037,Corrections - Units Removed Based on County Data
27402,noncanonical_category_2023,095-510-038,Corrections - Units Removed Based on County Data
27403,noncanonical_category_2023,095-510-039,Corrections - Units Removed Based on County Data
27404,noncanonical_category_2023,095-510-040,Corrections - Units Removed Based on County Data
27405,noncanonical_category_2023,095-510-041,Corrections - Units Removed Based on County Data
27406,noncanonical_category_2023,095-510-042,Corrections - Units Removed Based on County Data
27407,noncanonical_category_2023,095-510-043,Corrections - Units Removed Based on County Data
27420,noncanonical_category_2023,097-072-010,Corrections - Units Removed Based on County Data
27431,noncanonical_category_2023,097-073-040,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
27456,noncanonical_category_2023,097-082-012,Correction Based on County Data
27457,noncanonical_category_2023,097-082-013,Correction Based on County Data
27458,noncanonical_category_2023,097-082-019,Correction Based on County Data
27459,noncanonical_category_2023,097-082-020,Corrections - Units Removed Based on County Data
27467,noncanonical_category_2023,097-084-014,Correction Based on County Data
27475,noncanonical_category_2023,097-084-025,Correction Based on County Data
27481,noncanonical_category_2023,097-092-003,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
27490,noncanonical_category_2023,097-100-016,Correction Based on County Data
27492,noncanonical_category_2023,097-100-020,Corrections based on County Data
27494,noncanonical_category_2023,097-100-022,Corrections - Units Removed Based on County Data
27496,noncanonical_category_2023,097-100-040,Correction Based on County Data
27497,noncanonical_category_2023,097-100-041,Correction Based on County Data
27498,noncanonical_category_2023,097-100-045,Correction Based on County Data
27499,noncanonical_category_2023,097-111-002,Correction Based on County Data
27505,noncanonical_category_2023,097-111-028,Correction Based on County Data
27509,noncanonical_category_2023,097-112-006,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
27520,noncanonical_category_2023,097-122-002,Vacant Parcel
27522,noncanonical_category_2023,097-122-013,Corrections - Units Removed Based on County Data
27524,noncanonical_category_2023,097-122-015,Vacant Parcel
27525,noncanonical_category_2023,097-122-016,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
27528,noncanonical_category_2023,097-122-023,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
27532,noncanonical_category_2023,097-122-028,Corrections - Units Removed Based on County Data
27533,noncanonical_category_2023,097-130-001,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
27534,noncanonical_category_2023,097-130-002,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
27538,noncanonical_category_2023,097-130-029,Over-Correction
27539,noncanonical_category_2023,097-130-030,"TAU, Not Residential"
27552,noncanonical_category_2023,097-140-027,Corrections based on County Data
27564,noncanonical_category_2023,097-151-005,Corrections based on County Data
27586,noncanonical_category_2023,097-164-006,Over-Correction
27600,noncanonical_category_2023,097-181-005,Correction Based on County Data
27604,noncanonical_category_2023,097-181-009,Correction Based on County Data
27612,noncanonical_category_2023,097-182-008,Corrections - Units Removed Based on County Data
27616,noncanonical_category_2023,097-192-001,Over-Correction
27627,noncanonical_category_2023,097-193-009,Correction Based on County Data
27629,noncanonical_category_2023,097-193-013,Correction Based on County Data
27741,noncanonical_category_2023,098-010-034,Correction Based on County Data
27742,noncanonical_category_2023,098-010-035,Correction Based on County Data
27744,noncanonical_category_2023,098-010-037,Corrections - Units Removed Based on County Data
27745,noncanonical_category_2023,098-010-038,Correction Based on County Data
27746,noncanonical_category_2023,098-010-040,Correction Based on County Data
27788,noncanonical_category_2023,098-033-003,Corrections - Units Removed Based on County Data
27830,noncanonical_category_2023,098-052-004,Correction Based on County Data
27831,noncanonical_category_2023,098-052-005,Correction Based on County Data
27840,noncanonical_category_2023,098-052-018,Correction Based on County Data
27841,noncanonical_category_2023,098-052-019,Correction Based on County Data
27878,noncanonical_category_2023,098-060-034,Corrections - Units Removed Based on County Data
28038,noncanonical_category_2023,098-114-010,Corrections - Units Removed Based on County Data
28060,noncanonical_category_2023,098-161-009,Corrections - Units Removed Based on County Data
28061,noncanonical_category_2023,098-161-016,Corrections - Units Removed Based on County Data
28073,noncanonical_category_2023,098-163-014,Corrections - Units Removed Based on County Data
28076,noncanonical_category_2023,098-164-009,Over-Correction
28091,noncanonical_category_2023,098-167-015,Corrections - Units Removed Based on County Data
28093,noncanonical_category_2023,098-168-001,Corrections - Units Removed Based on County Data
28112,noncanonical_category_2023,098-169-004,Corrections - Units Removed Based on County Data
28115,noncanonical_category_2023,098-169-007,Corrections - Units Removed Based on County Data
28118,noncanonical_category_2023,098-169-010,Corrections - Units Removed Based on County Data
28119,noncanonical_category_2023,098-169-013,Vacant Parcel
28120,noncanonical_category_2023,098-169-015,Corrections - Units Removed Based on County Data
28123,noncanonical_category_2023,098-170-003,Corrections - Units Removed Based on County Data
28137,noncanonical_category_2023,098-173-008,Corrections - Units Removed Based on County Data
28144,noncanonical_category_2023,098-174-018,Over-Correction
28145,noncanonical_category_2023,098-175-003,Corrections - Units Removed Based on County Data
28149,noncanonical_category_2023,098-175-014,Corrections - Units Removed Based on County Data
28155,noncanonical_category_2023,098-176-007,Corrections - Units Removed Based on County Data
28157,noncanonical_category_2023,098-176-012,Over-Correction
28176,noncanonical_category_2023,098-180-016,Corrections - Units Removed Based on County Data
28177,noncanonical_category_2023,098-180-017,Corrections - Units Removed Based on County Data
28178,noncanonical_category_2023,098-180-019,Over-Correction
28196,noncanonical_category_2023,098-191-020,Over-Correction
28202,noncanonical_category_2023,098-191-028,Over-Correction
28229,noncanonical_category_2023,098-200-029,Corrections - Units Removed Based on County Data
28237,noncanonical_category_2023,098-210-008,Correction Based on County Data
28241,noncanonical_category_2023,098-210-016,Correction Based on County Data
28250,noncanonical_category_2023,098-210-030,Vacant Parcel
28251,noncanonical_category_2023,098-210-034,Correction Based on County Data
28252,noncanonical_category_2023,098-210-039,Correction Based on County Data
28259,noncanonical_category_2023,098-231-011,Over-Correction
28277,noncanonical_category_2023,098-232-004,Corrections - Units Removed Based on County Data
28297,noncanonical_category_2023,098-235-004,Over-Correction
28305,noncanonical_category_2023,098-235-012,Corrections - Units Removed Based on County Data
28309,noncanonical_category_2023,098-240-008,Corrections - Units Removed Based on County Data
28339,noncanonical_category_2023,098-271-015,Over-Correction
28342,noncanonical_category_2023,098-272-004,Corrections - Units Removed Based on County Data
28445,noncanonical_category_2023,098-300-013,Corrections - Units Removed Based on County Data
28549,noncanonical_category_2023,111-070-020,Corrections - Units Removed Based on County Data
28550,noncanonical_category_2023,111-070-021,Corrections - Units Removed Based on County Data
28551,noncanonical_category_2023,111-070-022,Corrections - Units Removed Based on County Data
28552,noncanonical_category_2023,111-070-023,Corrections - Units Removed Based on County Data
28553,noncanonical_category_2023,111-070-024,Corrections - Units Removed Based on County Data
28554,noncanonical_category_2023,111-070-025,Corrections - Units Removed Based on County Data
28555,noncanonical_category_2023,111-070-026,Corrections - Units Removed Based on County Data
28556,noncanonical_category_2023,111-070-027,Corrections - Units Removed Based on County Data
28557,noncanonical_category_2023,111-070-028,Corrections - Units Removed Based on County Data
28558,noncanonical_category_2023,111-070-029,Corrections - Units Removed Based on County Data
28559,noncanonical_category_2023,111-070-030,Corrections - Units Removed Based on County Data
28560,noncanonical_category_2023,111-070-031,Corrections - Units Removed Based on County Data
28561,noncanonical_category_2023,111-070-032,Corrections - Units Removed Based on County Data
28562,noncanonical_category_2023,111-070-033,Corrections - Units Removed Based on County Data
28563,noncanonical_category_2023,111-070-034,Corrections - Units Removed Based on County Data
28564,noncanonical_category_2023,111-070-035,Corrections - Units Removed Based on County Data
28565,noncanonical_category_2023,111-070-036,Corrections - Units Removed Based on County Data
28566,noncanonical_category_2023,111-070-037,Corrections - Units Removed Based on County Data
28572,noncanonical_category_2023,111-080-003,Corrections - Units Removed Based on County Data
28573,noncanonical_category_2023,111-080-004,Corrections - Units Removed Based on County Data
28574,noncanonical_category_2023,111-080-005,Corrections - Units Removed Based on County Data
28575,noncanonical_category_2023,111-080-006,Corrections - Units Removed Based on County Data
28576,noncanonical_category_2023,111-080-007,Corrections - Units Removed Based on County Data
28577,noncanonical_category_2023,111-080-008,Corrections - Units Removed Based on County Data
28578,noncanonical_category_2023,111-080-009,Corrections - Units Removed Based on County Data
28579,noncanonical_category_2023,111-080-010,Corrections - Units Removed Based on County Data
28580,noncanonical_category_2023,111-080-011,Corrections - Units Removed Based on County Data
28581,noncanonical_category_2023,111-080-012,Corrections - Units Removed Based on County Data
28582,noncanonical_category_2023,111-080-013,Corrections - Units Removed Based on County Data
28583,noncanonical_category_2023,111-080-014,Corrections - Units Removed Based on County Data
28584,noncanonical_category_2023,111-080-015,Corrections - Units Removed Based on County Data
28585,noncanonical_category_2023,111-080-016,Corrections - Units Removed Based on County Data
28586,noncanonical_category_2023,111-080-017,Corrections - Units Removed Based on County Data
28587,noncanonical_category_2023,111-080-018,Corrections - Units Removed Based on County Data
28588,noncanonical_category_2023,111-080-019,Corrections - Units Removed Based on County Data
28589,noncanonical_category_2023,111-080-020,Corrections - Units Removed Based on County Data
28590,noncanonical_category_2023,111-080-021,Corrections - Units Removed Based on County Data
28591,noncanonical_category_2023,111-080-022,Corrections - Units Removed Based on County Data
28616,noncanonical_category_2023,111-100-008,Corrections - Units Removed Based on County Data
28681,noncanonical_category_2023,111-120-001,Corrections - Units Removed Based on County Data
28702,noncanonical_category_2023,111-120-031,Corrections - Units Removed Based on County Data
28746,noncanonical_category_2023,111-140-024,Corrections - Units Removed Based on County Data
28777,noncanonical_category_2023,111-160-001,Corrections - Units Removed Based on County Data
28787,noncanonical_category_2023,111-160-012,Corrections - Units Removed Based on County Data
28821,noncanonical_category_2023,111-180-009,Corrections - Units Removed Based on County Data
29150,noncanonical_category_2023,111-270-030,Corrections - Units Removed Based on County Data
29222,noncanonical_category_2023,112-060-007,Corrections - Units Removed Based on County Data
29232,noncanonical_category_2023,112-060-017,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
29233,noncanonical_category_2023,112-060-018,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
29237,noncanonical_category_2023,112-060-023,Corrections - Units Removed Based on County Data
29238,noncanonical_category_2023,112-060-024,Corrections - Units Removed Based on County Data
29239,noncanonical_category_2023,112-060-025,Corrections - Units Removed Based on County Data
29240,noncanonical_category_2023,112-060-026,Corrections - Units Removed Based on County Data
29241,noncanonical_category_2023,112-060-027,Corrections - Units Removed Based on County Data
29242,noncanonical_category_2023,112-060-028,Corrections - Units Removed Based on County Data
29243,noncanonical_category_2023,112-060-029,Corrections - Units Removed Based on County Data
29294,noncanonical_category_2023,112-090-011,Corrections - Units Removed Based on County Data
29358,noncanonical_category_2023,112-171-023,Corrections - Units Removed Based on County Data
29375,noncanonical_category_2023,112-180-009,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
29384,noncanonical_category_2023,112-180-024,Correction Based on County Data
29395,noncanonical_category_2023,112-180-038,Correction Based on County Data
29410,noncanonical_category_2023,112-180-072,Corrections - Units Removed Based on County Data
29414,noncanonical_category_2023,112-180-076,Correction Based on County Data
29415,noncanonical_category_2023,112-180-077,Unit(s) Added Based on GIS (Errors)
29416,noncanonical_category_2023,112-180-078,Correction Based on County Data
29429,noncanonical_category_2023,112-190-015,Corrections - Units Removed Based on County Data
29452,noncanonical_category_2023,112-190-038,Correction Based on County Data
29453,noncanonical_category_2023,112-190-039,Correction Based on County Data
29454,noncanonical_category_2023,112-190-040,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
29455,noncanonical_category_2023,112-190-042,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
29459,noncanonical_category_2023,112-190-047,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
29468,noncanonical_category_2023,112-190-063,Correction Based on County Data
29469,noncanonical_category_2023,112-190-065,Correction Based on County Data
29470,noncanonical_category_2023,112-190-066,Corrections - Units Removed Based on County Data
29486,noncanonical_category_2023,112-220-029,Correction Based on County Data
29505,noncanonical_category_2023,112-220-065,Correction Based on County Data
29508,noncanonical_category_2023,112-230-005,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
29511,noncanonical_category_2023,112-230-008,Corrections - Units Removed Based on County Data
29512,noncanonical_category_2023,112-230-009,Correction Based on County Data
29513,noncanonical_category_2023,112-230-011,Correction Based on County Data
29524,noncanonical_category_2023,112-230-028,Correction Based on County Data
29525,noncanonical_category_2023,112-230-029,Correction Based on County Data
29533,noncanonical_category_2023,112-240-011,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
29536,noncanonical_category_2023,112-240-014,Corrections - Units Removed Based on County Data
29568,noncanonical_category_2023,112-250-012,Corrections - Units Removed Based on County Data
29578,noncanonical_category_2023,112-250-034,Corrections - Units Removed Based on County Data
29601,noncanonical_category_2023,112-260-011,Corrections - Units Removed Based on County Data
29602,noncanonical_category_2023,112-260-013,Corrections - Units Removed Based on County Data
29607,noncanonical_category_2023,112-260-021,Corrections - Units Removed Based on County Data
29660,noncanonical_category_2023,112-270-047,Corrections - Units Removed Based on County Data
29663,noncanonical_category_2023,112-270-058,Corrections - Units Removed Based on County Data
