row_index,reason,raw_apn,value
8218,noncanonical_category_2023,025-911-16,Vacant Parcel
8219,noncanonical_category_2023,025-911-17,Vacant Parcel
8221,noncanonical_category_2023,025-920-01,Mobile Home Park Corrections
8222,noncanonical_category_2023,025-920-02,Mobile Home Park Corrections
8223,noncanonical_category_2023,025-920-03,Mobile Home Park Corrections
8224,noncanonical_category_2023,025-920-04,Mobile Home Park Corrections
8225,noncanonical_category_2023,025-920-05,Mobile Home Park Corrections
8226,noncanonical_category_2023,025-920-06,Mobile Home Park Corrections
8227,noncanonical_category_2023,025-920-07,Mobile Home Park Corrections
8228,noncanonical_category_2023,025-920-08,Mobile Home Park Corrections
8229,noncanonical_category_2023,025-920-09,Mobile Home Park Corrections
8230,noncanonical_category_2023,025-920-10,Mobile Home Park Corrections
8231,noncanonical_category_2023,025-920-11,Mobile Home Park Corrections
8232,noncanonical_category_2023,025-920-12,Mobile Home Park Corrections
8233,noncanonical_category_2023,025-920-13,Mobile Home Park Corrections
8234,noncanonical_category_2023,025-920-14,Mobile Home Park Corrections
8235,noncanonical_category_2023,025-920-15,Mobile Home Park Corrections
8236,noncanonical_category_2023,025-920-16,Mobile Home Park Corrections
8237,noncanonical_category_2023,025-920-17,Mobile Home Park Corrections
8238,noncanonical_category_2023,025-920-18,Mobile Home Park Corrections
8239,noncanonical_category_2023,025-920-19,Mobile Home Park Corrections
8240,noncanonical_category_2023,025-920-20,Mobile Home Park Corrections
8241,noncanonical_category_2023,025-920-21,Mobile Home Park Corrections
8242,noncanonical_category_2023,025-920-22,Mobile Home Park Corrections
8243,noncanonical_category_2023,025-920-23,Mobile Home Park Corrections
8244,noncanonical_category_2023,025-920-24,Mobile Home Park Corrections
8245,noncanonical_category_2023,025-920-25,Mobile Home Park Corrections
8246,noncanonical_category_2023,025-920-26,Mobile Home Park Corrections
8247,noncanonical_category_2023,025-920-27,Mobile Home Park Corrections
8248,noncanonical_category_2023,025-920-28,Mobile Home Park Corrections
8249,noncanonical_category_2023,025-920-30,Mobile Home Park Corrections
8250,noncanonical_category_2023,025-920-31,Mobile Home Park Corrections
8251,noncanonical_category_2023,025-920-32,Mobile Home Park Corrections
8252,noncanonical_category_2023,025-920-33,Mobile Home Park Corrections
8253,noncanonical_category_2023,025-920-34,Mobile Home Park Corrections
8254,noncanonical_category_2023,025-920-35,Mobile Home Park Corrections
8255,noncanonical_category_2023,025-920-36,Mobile Home Park Corrections
8256,noncanonical_category_2023,025-920-37,Mobile Home Park Corrections
8257,noncanonical_category_2023,025-920-38,Mobile Home Park Corrections
8258,noncanonical_category_2023,025-920-39,Mobile Home Park Corrections
8259,noncanonical_category_2023,025-920-40,Mobile Home Park Corrections
8260,noncanonical_category_2023,025-920-41,Mobile Home Park Corrections
8261,noncanonical_category_2023,025-920-42,Mobile Home Park Corrections
8262,noncanonical_category_2023,025-920-43,Mobile Home Park Corrections
8263,noncanonical_category_2023,025-920-44,Mobile Home Park Corrections
8264,noncanonical_category_2023,025-920-45,Mobile Home Park Corrections
8265,noncanonical_category_2023,025-920-46,Mobile Home Park Corrections
8266,noncanonical_category_2023,025-920-47,Mobile Home Park Corrections
8267,noncanonical_category_2023,025-920-49,Mobile Home Park Corrections
8268,noncanonical_category_2023,025-920-50,Mobile Home Park Corrections
8269,noncanonical_category_2023,025-920-51,Mobile Home Park Corrections
8270,noncanonical_category_2023,025-920-52,Mobile Home Park Corrections
8271,noncanonical_category_2023,025-920-53,Mobile Home Park Corrections
8272,noncanonical_category_2023,025-920-54,Mobile Home Park Corrections
8273,noncanonical_category_2023,025-920-55,Mobile Home Park Corrections
8274,noncanonical_category_2023,025-920-56,Mobile Home Park Corrections
8275,noncanonical_category_2023,025-920-57,Mobile Home Park Corrections
8276,noncanonical_category_2023,025-920-58,Mobile Home Park Corrections
8277,noncanonical_category_2023,025-920-59,Mobile Home Park Corrections
8278,noncanonical_category_2023,025-920-61,Mobile Home Park Corrections
8279,noncanonical_category_2023,025-920-63,Mobile Home Park Corrections
8280,noncanonical_category_2023,025-920-64,Mobile Home Park Corrections
8281,noncanonical_category_2023,025-920-65,Mobile Home Park Corrections
8282,noncanonical_category_2023,025-920-66,Mobile Home Park Corrections
8283,noncanonical_category_2023,025-920-68,Mobile Home Park Corrections
8337,noncanonical_category_2023,026-023-17,Corrections based on County Data
8375,noncanonical_category_2023,026-026-22,Over-Correction
8380,noncanonical_category_2023,026-031-03,Correction Based on County Data
8383,noncanonical_category_2023,026-031-08,Vacant Parcel
8386,noncanonical_category_2023,026-031-11,Vacant Parcel
8387,noncanonical_category_2023,026-031-13,Correction Based on County Data
8389,noncanonical_category_2023,026-032-11,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
8392,noncanonical_category_2023,026-032-14,Corrections - Units Removed Based on County Data
8397,noncanonical_category_2023,026-033-09,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
8407,noncanonical_category_2023,026-034-08,Over-Correction
8420,noncanonical_category_2023,026-035-04,Corrections based on County Data
8431,noncanonical_category_2023,026-036-04,HOA/Common Area Corrections
8447,noncanonical_category_2023,026-037-15,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
8462,noncanonical_category_2023,026-038-25,Correction Based on County Data
8463,noncanonical_category_2023,026-038-26,Correction Based on County Data
8464,noncanonical_category_2023,026-038-28,Correction Based on County Data
8465,noncanonical_category_2023,026-038-29,Correction Based on County Data
8470,noncanonical_category_2023,026-039-09,Over-Correction
8475,noncanonical_category_2023,026-039-16,Over-Correction
8476,noncanonical_category_2023,026-039-17,Over-Correction
8493,noncanonical_category_2023,026-043-06,Vacant Parcel
8494,noncanonical_category_2023,026-043-07,Vacant Parcel
8495,noncanonical_category_2023,026-043-09,Corrections - Units Removed Based on County Data
8512,noncanonical_category_2023,026-045-07,Over-Correction
8619,noncanonical_category_2023,026-067-11,Over-Correction
8628,noncanonical_category_2023,026-068-05,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
8667,noncanonical_category_2023,026-073-16,Over-Correction
8687,noncanonical_category_2023,026-074-23,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
8688,noncanonical_category_2023,026-074-24,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
8698,noncanonical_category_2023,026-075-19,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
8753,noncanonical_category_2023,026-081-23,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
8757,noncanonical_category_2023,026-082-06,Corrections based on County Data
8765,noncanonical_category_2023,026-082-17,Vacant Parcel
8816,noncanonical_category_2023,026-088-23,Corrections - Units Removed Based on County Data
8821,noncanonical_category_2023,026-091-05,Correction Based on County Data
8822,noncanonical_category_2023,026-091-06,Correction Based on County Data
8832,noncanonical_category_2023,026-091-22,Correction Based on County Data
8833,noncanonical_category_2023,026-091-23,Correction Based on County Data
8844,noncanonical_category_2023,026-092-15,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
8854,noncanonical_category_2023,026-092-26,Over-Correction
8870,noncanonical_category_2023,026-093-15,Over-Correction
8908,noncanonical_category_2023,026-095-10,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
8922,noncanonical_category_2023,026-097-03,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
8929,noncanonical_category_2023,026-097-12,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
8949,noncanonical_category_2023,026-098-21,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
8950,noncanonical_category_2023,026-099-04,Correction Based on County Data
8951,noncanonical_category_2023,026-099-05,Correction Based on County Data
8952,noncanonical_category_2023,026-099-08,Correction Based on County Data
8975,noncanonical_category_2023,026-102-27,Over-Correction
8976,noncanonical_category_2023,026-102-28,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
8988,noncanonical_category_2023,026-103-22,Over-Correction
8997,noncanonical_category_2023,026-104-09,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
9006,noncanonical_category_2023,026-105-06,Over-Correction
9016,noncanonical_category_2023,026-105-21,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
9017,noncanonical_category_2023,026-105-22,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
9117,noncanonical_category_2023,026-114-28,Over-Correction
9119,noncanonical_category_2023,026-114-30,Corrections - Units Removed Based on County Data
9125,noncanonical_category_2023,026-121-11,Correction Based on County Data
9126,noncanonical_category_2023,026-121-12,Correction Based on County Data
9127,noncanonical_category_2023,026-121-13,Correction Based on County Data
9135,noncanonical_category_2023,026-122-33,Over-Correction
9219,noncanonical_category_2023,026-134-17,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
9265,noncanonical_category_2023,026-138-10,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
9275,noncanonical_category_2023,026-139-08,Vacant Parcel
9380,noncanonical_category_2023,026-154-12,Corrections - Units Removed Based on County Data
9521,noncanonical_category_2023,026-262-10,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
9568,noncanonical_category_2023,026-290-02,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
9569,noncanonical_category_2023,026-290-03,Vacant Parcel
9570,noncanonical_category_2023,026-300-01,Correction Based on County Data
9571,noncanonical_category_2023,027-053-09,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
9572,noncanonical_category_2023,027-053-11,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
9579,noncanonical_category_2023,027-073-06,Vacant Parcel
9580,noncanonical_category_2023,027-073-19,Vacant Parcel
9587,noncanonical_category_2023,027-074-18,Corrections - Units Removed Based on County Data
9593,noncanonical_category_2023,027-075-03,Corrections - Units Removed Based on County Data
9596,noncanonical_category_2023,027-075-06,Over-Correction
9597,noncanonical_category_2023,027-075-07,Corrections - Units Removed Based on County Data
9614,noncanonical_category_2023,027-076-12,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
9630,noncanonical_category_2023,027-082-02,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
9642,noncanonical_category_2023,027-082-28,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
9651,noncanonical_category_2023,027-084-03,Corrections - Units Removed Based on County Data
9658,noncanonical_category_2023,027-084-14,Corrections - Units Removed Based on County Data
9680,noncanonical_category_2023,027-101-13,Vacant Parcel
