APN,COUNTY,Years_Lost,Num_Years_Lost,Total_Units_CSV,Years_In_FC,Issue_Category,Suggested_Action
029-630-04,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-05,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-06,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-07,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-08,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-09,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-10,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-11,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-12,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-13,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-14,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-15,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-16,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-17,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-18,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-19,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-20,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-21,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-22,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-23,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-24,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-25,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-26,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-27,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-28,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
033-561-005,,"[2024, 2025]",2,2,"[2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
035-301-01,,"[2016, 2017]",2,2,"[2012, 2013, 2014, 2015]",PARCEL_SPLIT,"APN present in FC through 2015, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
036-530-27,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
080-082-018,,"[2024, 2025]",2,2,"[2018, 2019, 2020, 2021, 2022, 2023]",PARCEL_SPLIT,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
083-151-030,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
084-151-029,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
084-151-030,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
090-074-027,,[2013],1,2,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
090-222-060,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
090-321-006,,[2025],1,2,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",PARCEL_SPLIT,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
093-042-029,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
093-042-032,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
093-042-037,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
093-042-038,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
094-102-024,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
094-122-058,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
094-140-067,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
094-171-011,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
094-200-049,,"[2024, 2025]",2,2,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]",PARCEL_SPLIT,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
094-233-015,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
094-233-016,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
097-050-043,,"[2024, 2025]",2,2,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]",PARCEL_SPLIT,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
097-100-045,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
098-010-038,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
098-010-040,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
098-210-039,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
112-180-078,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
112-190-066,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
115-050-052,,[2018],1,2,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2018]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
116-220-062,,[2013],1,2,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
117-120-041,,"[2015, 2016]",2,2,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2015, 2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
123-071-35,,"[2024, 2025]",2,2,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]",PARCEL_SPLIT,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
125-141-30,,"[2024, 2025]",2,2,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]",PARCEL_SPLIT,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
125-172-33,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
125-172-34,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
125-232-29,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
130-241-62,,[2013],1,2,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
130-312-13,,"[2024, 2025]",2,2,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]",PARCEL_SPLIT,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-03-111-014,,"[2024, 2025]",2,2,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]",PARCEL_SPLIT,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-03-111-015,,"[2024, 2025]",2,2,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]",PARCEL_SPLIT,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-10-310-002,,"[2024, 2025]",2,2,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]",PARCEL_SPLIT,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-10-310-004,,"[2024, 2025]",2,2,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]",PARCEL_SPLIT,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-10-310-005,,"[2024, 2025]",2,2,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]",PARCEL_SPLIT,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-10-310-009,,"[2024, 2025]",2,2,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]",PARCEL_SPLIT,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-10-417-005,,"[2024, 2025]",2,2,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]",PARCEL_SPLIT,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-15-410-006,,"[2024, 2025]",2,2,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",PARCEL_SPLIT,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-15-711-030,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
1318-15-711-031,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
1318-16-810-012,,"[2024, 2025]",2,2,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]",PARCEL_SPLIT,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1418-10-702-008,,[2013],1,2,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
1418-27-601-008,,[2013],1,2,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
1418-34-210-011,,"[2024, 2025]",2,2,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]",PARCEL_SPLIT,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
015-322-28,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
016-081-42,,[2017],1,1,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
016-081-43,,[2017],1,1,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
016-091-065,,[2017],1,1,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2017]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
016-211-16,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
016-211-17,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
016-300-63,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
016-332-42,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
016-544-20,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
017-021-18,,[2017],1,1,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
017-021-20,,[2017],1,1,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
017-021-31,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
018-090-79,,[2017],1,1,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
018-300-23,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
018-320-13,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
021-241-07,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
021-321-09,,[2017],1,1,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
022-331-26,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
023-341-20,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
023-904-018,,[2023],1,1,"[2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2023]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
023-960-002,,[2022],1,1,"[2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2022]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
023-960-003,,[2022],1,1,"[2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2022]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
023-960-004,,[2022],1,1,"[2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2022]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
023-960-005,,[2022],1,1,"[2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2022]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
023-960-006,,[2022],1,1,"[2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2022]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
023-960-007,,[2022],1,1,"[2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2022]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
025-225-14,,[2017],1,1,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
025-451-17,,[2017],1,1,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
026-034-08,,[2017],1,1,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
026-061-30,,[2016],1,1,[2017],PARCEL_SPLIT,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
027-313-02,,[2017],1,1,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
028-221-024,,[2025],1,1,"[2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
029-095-30,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
030-421-02,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
031-084-17,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
031-201-011,,[2025],1,1,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",PARCEL_SPLIT,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
033-574-06,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
034-284-28,,[2017],1,1,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
034-591-019,,[2018],1,1,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2018]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
034-691-20,,[2017],1,1,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
034-722-44,,[2013],1,1,"[2012, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
