APN,COUNTY,Years_Lost,Num_Years_Lost,Total_Units_CSV,Years_In_FC,Issue_Category,Suggested_Action
015-370-022,,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,7,[2018],PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
016-101-014,,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,7,[2018],PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
083-074-003,,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,7,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
090-030-044,,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,7,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
090-231-036,,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,7,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
090-262-013,,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,7,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
092-190-052,,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,7,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
092-190-065,,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,7,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
098-164-009,,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,7,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
115-030-035,,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,7,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
117-150-040,,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,7,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-03-110-005,,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,7,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-25-110-010,,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",7,7,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1319-30-610-002,,"[2014, 2015, 2016, 2017, 2018, 2019, 2020]",7,7,[2013],PARCEL_SPLIT,"APN present in FC through 2013, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
026-105-006,,"[2020, 2021, 2022, 2023, 2024, 2025]",6,6,"[2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
026-122-033,,"[2020, 2021, 2022, 2023, 2024, 2025]",6,6,"[2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
031-043-005,,"[2020, 2021, 2022, 2023, 2024, 2025]",6,6,"[2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
033-441-029,,"[2016, 2017, 2018, 2019, 2020, 2021]",6,6,"[2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2016, 2017, 2018, 2019, 2020, 2021]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
083-202-012,,"[2020, 2021, 2022, 2023, 2024, 2025]",6,6,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
090-162-016,,"[2020, 2021, 2022, 2023, 2024, 2025]",6,6,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
093-083-008,,"[2020, 2021, 2022, 2023, 2024, 2025]",6,6,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
093-083-009,,"[2020, 2021, 2022, 2023, 2024, 2025]",6,6,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
093-083-010,,"[2020, 2021, 2022, 2023, 2024, 2025]",6,6,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
093-083-011,,"[2020, 2021, 2022, 2023, 2024, 2025]",6,6,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
093-083-012,,"[2020, 2021, 2022, 2023, 2024, 2025]",6,6,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
093-083-014,,"[2020, 2021, 2022, 2023, 2024, 2025]",6,6,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
093-083-015,,"[2020, 2021, 2022, 2023, 2024, 2025]",6,6,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
094-350-021,,"[2017, 2018, 2019, 2020, 2021, 2022]",6,6,"[2012, 2013, 2014, 2015, 2016, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2017, 2018, 2019, 2020, 2021, 2022]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
098-010-036,,"[2020, 2021, 2022, 2023, 2024, 2025]",6,6,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
098-192-002,,"[2020, 2021, 2022, 2023, 2024, 2025]",6,6,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
098-231-024,,"[2020, 2021, 2022, 2023, 2024, 2025]",6,6,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
117-100-004,,"[2021, 2022, 2023, 2024, 2025]",5,6,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
122-181-24,,"[2020, 2021, 2022, 2023, 2024, 2025]",6,6,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
122-530-25,,"[2020, 2021, 2022, 2023, 2024, 2025]",6,6,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
122-530-26,,"[2020, 2021, 2022, 2023, 2024, 2025]",6,6,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
123-032-26,,"[2020, 2021, 2022, 2023, 2024, 2025]",6,6,"[2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
126-082-49,,"[2020, 2021, 2022, 2023, 2024, 2025]",6,6,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-09-810-095,,"[2023, 2024, 2025]",3,6,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",PARCEL_SPLIT,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-09-810-103,,"[2020, 2021, 2022, 2023, 2024, 2025]",6,6,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1418-27-210-031,,"[2021, 2022, 2023, 2024, 2025]",5,6,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1418-27-403-003,,"[2023, 2024, 2025]",3,6,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",PARCEL_SPLIT,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1418-34-211-046,,"[2013, 2021, 2022, 2023, 2024, 2025]",6,6,"[2012, 2014, 2015]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2021, 2022, 2023, 2024, 2025]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
015-370-011,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2018, 2019, 2020]",PARCEL_SPLIT,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
015-370-023,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2018],PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
025-735-005,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2018],PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
025-735-006,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2018],PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
025-754-002,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2018, 2019, 2020]",PARCEL_SPLIT,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
033-661-014,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
033-661-026,,"[2015, 2016, 2017, 2018, 2019]",5,5,"[2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2015, 2016, 2017, 2018, 2019]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
034-591-015,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2018],PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
034-591-016,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2018],PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
035-283-018,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2018],PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
035-283-022,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2018],PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
080-162-017,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2018],PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
080-192-033,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
083-032-031,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
083-032-032,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
083-033-014,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
083-061-026,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
083-063-015,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",PARCEL_SPLIT,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
083-151-005,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015]",PARCEL_SPLIT,"APN present in FC through 2015, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
083-390-046,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
084-052-010,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
084-092-008,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
084-092-009,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
084-092-016,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
084-151-004,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2013, 2014]",PARCEL_SPLIT,"APN present in FC through 2014, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
084-151-017,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2013, 2014]",PARCEL_SPLIT,"APN present in FC through 2014, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
084-211-004,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",PARCEL_SPLIT,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
085-141-006,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
085-180-014,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2013],PARCEL_SPLIT,"APN present in FC through 2013, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
090-073-019,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
090-074-010,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2013],PARCEL_SPLIT,"APN present in FC through 2013, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
090-102-010,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",PARCEL_SPLIT,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
090-134-039,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
090-152-046,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
090-222-008,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2013, 2014]",PARCEL_SPLIT,"APN present in FC through 2014, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
090-223-008,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
090-224-012,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
090-232-026,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
090-271-015,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
090-292-003,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
092-120-042,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",PARCEL_SPLIT,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
092-120-050,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",PARCEL_SPLIT,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
092-142-010,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
092-142-020,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
092-152-015,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
092-234-012,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
093-042-015,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2013, 2014]",PARCEL_SPLIT,"APN present in FC through 2014, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
093-042-020,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
093-042-021,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
093-160-016,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
093-194-007,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
093-194-012,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
094-102-019,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015]",PARCEL_SPLIT,"APN present in FC through 2015, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
094-122-019,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
094-140-063,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2013, 2014]",PARCEL_SPLIT,"APN present in FC through 2014, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
094-150-007,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
095-110-006,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",PARCEL_SPLIT,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
095-110-009,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",PARCEL_SPLIT,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
095-390-025,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2013],PARCEL_SPLIT,"APN present in FC through 2013, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
097-084-014,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2013],PARCEL_SPLIT,"APN present in FC through 2013, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
097-164-006,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
097-192-001,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
098-010-034,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2013, 2014]",PARCEL_SPLIT,"APN present in FC through 2014, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
098-010-035,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2013, 2014]",PARCEL_SPLIT,"APN present in FC through 2014, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
098-010-037,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
098-210-007,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2013, 2014]",PARCEL_SPLIT,"APN present in FC through 2014, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
098-210-030,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
110-620-024,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2013],PARCEL_SPLIT,"APN present in FC through 2013, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
112-190-044,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",PARCEL_SPLIT,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
115-030-096,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2014],PARCEL_SPLIT,"APN present in FC through 2014, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
115-040-075,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
115-060-010,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
