APN,YL,Units_CSV,Year,APN_fixed,FC_Units,COUNTY
036-543-11,2015 Final,1.0,2015,036-543-11,,
092-190-053,2015 Final,1.0,2015,092-190-053,,
097-122-002,2015 Final,1.0,2015,097-122-002,,
097-122-015,2015 Final,1.0,2015,097-122-015,,
097-130-029,2015 Final,1.0,2015,097-130-029,,
112-180-009,2015 Final,1.0,2015,112-180-009,,
112-190-040,2015 Final,1.0,2015,112-190-040,,
117-020-009,2015 Final,1.0,2015,117-020-009,,
117-071-025,2015 Final,1.0,2015,117-071-025,,
122-181-37,2015 Final,1.0,2015,122-181-37,,
123-021-04,2015 Final,1.0,2015,123-021-04,,
123-032-01,2015 Final,4.0,2015,123-032-01,,
126-080-25,2015 Final,1.0,2015,126-080-25,,
1319-30-514-002,2015 Final,1.0,2015,1319-30-514-002,,
1319-30-514-003,2015 Final,1.0,2015,1319-30-514-003,,
1319-30-514-004,2015 Final,1.0,2015,1319-30-514-004,,
1319-30-514-005,2015 Final,1.0,2015,1319-30-514-005,,
1319-30-514-007,2015 Final,1.0,2015,1319-30-514-007,,
1319-30-514-008,2015 Final,1.0,2015,1319-30-514-008,,
1319-30-514-009,2015 Final,1.0,2015,1319-30-514-009,,
1319-30-514-011,2015 Final,1.0,2015,1319-30-514-011,,
1319-30-514-012,2015 Final,1.0,2015,1319-30-514-012,,
1319-30-514-014,2015 Final,1.0,2015,1319-30-514-014,,
1319-30-514-015,2015 Final,1.0,2015,1319-30-514-015,,
1319-30-514-017,2015 Final,1.0,2015,1319-30-514-017,,
1319-30-514-018,2015 Final,1.0,2015,1319-30-514-018,,
1319-30-514-019,2015 Final,1.0,2015,1319-30-514-019,,
1319-30-514-020,2015 Final,1.0,2015,1319-30-514-020,,
1319-30-514-021,2015 Final,1.0,2015,1319-30-514-021,,
1319-30-514-022,2015 Final,1.0,2015,1319-30-514-022,,
1319-30-514-024,2015 Final,1.0,2015,1319-30-514-024,,
1319-30-515-001,2015 Final,1.0,2015,1319-30-515-001,,
1319-30-515-002,2015 Final,1.0,2015,1319-30-515-002,,
1319-30-515-003,2015 Final,1.0,2015,1319-30-515-003,,
1319-30-515-004,2015 Final,1.0,2015,1319-30-515-004,,
1319-30-519-004,2015 Final,1.0,2015,1319-30-519-004,,
1319-30-519-005,2015 Final,1.0,2015,1319-30-519-005,,
1319-30-519-007,2015 Final,1.0,2015,1319-30-519-007,,
1319-30-519-013,2015 Final,1.0,2015,1319-30-519-013,,
1319-30-520-001,2015 Final,1.0,2015,1319-30-520-001,,
1319-30-520-002,2015 Final,1.0,2015,1319-30-520-002,,
1319-30-520-006,2015 Final,1.0,2015,1319-30-520-006,,
1319-30-520-007,2015 Final,1.0,2015,1319-30-520-007,,
1319-30-520-008,2015 Final,1.0,2015,1319-30-520-008,,
1319-30-520-009,2015 Final,1.0,2015,1319-30-520-009,,
1319-30-520-010,2015 Final,1.0,2015,1319-30-520-010,,
1319-30-520-013,2015 Final,1.0,2015,1319-30-520-013,,
1319-30-520-014,2015 Final,1.0,2015,1319-30-520-014,,
1319-30-520-015,2015 Final,1.0,2015,1319-30-520-015,,
1319-30-520-019,2015 Final,1.0,2015,1319-30-520-019,,
1319-30-520-020,2015 Final,1.0,2015,1319-30-520-020,,
1319-30-520-021,2015 Final,1.0,2015,1319-30-520-021,,
1319-30-520-023,2015 Final,1.0,2015,1319-30-520-023,,
1319-30-520-025,2015 Final,1.0,2015,1319-30-520-025,,
1319-30-520-026,2015 Final,1.0,2015,1319-30-520-026,,
1319-30-520-030,2015 Final,1.0,2015,1319-30-520-030,,
1319-30-611-001,2015 Final,1.0,2015,1319-30-611-001,,
1319-30-611-002,2015 Final,1.0,2015,1319-30-611-002,,
1319-30-611-003,2015 Final,1.0,2015,1319-30-611-003,,
1319-30-611-004,2015 Final,1.0,2015,1319-30-611-004,,
1319-30-611-005,2015 Final,1.0,2015,1319-30-611-005,,
1319-30-611-006,2015 Final,1.0,2015,1319-30-611-006,,
1319-30-611-007,2015 Final,1.0,2015,1319-30-611-007,,
1319-30-611-008,2015 Final,1.0,2015,1319-30-611-008,,
1319-30-612-001,2015 Final,1.0,2015,1319-30-612-001,,
1319-30-612-002,2015 Final,1.0,2015,1319-30-612-002,,
1319-30-612-003,2015 Final,1.0,2015,1319-30-612-003,,
1319-30-612-004,2015 Final,1.0,2015,1319-30-612-004,,
1319-30-612-005,2015 Final,1.0,2015,1319-30-612-005,,
1319-30-612-007,2015 Final,1.0,2015,1319-30-612-007,,
1319-30-612-008,2015 Final,1.0,2015,1319-30-612-008,,
1319-30-612-009,2015 Final,1.0,2015,1319-30-612-009,,
1319-30-612-010,2015 Final,1.0,2015,1319-30-612-010,,
1319-30-612-011,2015 Final,1.0,2015,1319-30-612-011,,
1319-30-612-012,2015 Final,1.0,2015,1319-30-612-012,,
1319-30-614-004,2015 Final,1.0,2015,1319-30-614-004,,
1319-30-614-006,2015 Final,1.0,2015,1319-30-614-006,,
1319-30-614-007,2015 Final,1.0,2015,1319-30-614-007,,
1319-30-614-008,2015 Final,1.0,2015,1319-30-614-008,,
1319-30-615-001,2015 Final,1.0,2015,1319-30-615-001,,
1319-30-615-002,2015 Final,1.0,2015,1319-30-615-002,,
1319-30-615-003,2015 Final,1.0,2015,1319-30-615-003,,
1319-30-615-004,2015 Final,1.0,2015,1319-30-615-004,,
1319-30-615-005,2015 Final,1.0,2015,1319-30-615-005,,
1319-30-615-006,2015 Final,1.0,2015,1319-30-615-006,,
1319-30-617-001,2015 Final,1.0,2015,1319-30-617-001,,
1319-30-617-002,2015 Final,1.0,2015,1319-30-617-002,,
1319-30-617-003,2015 Final,1.0,2015,1319-30-617-003,,
1319-30-617-007,2015 Final,1.0,2015,1319-30-617-007,,
1319-30-617-009,2015 Final,1.0,2015,1319-30-617-009,,
1319-30-621-006,2015 Final,1.0,2015,1319-30-621-006,,
1319-30-622-006,2015 Final,1.0,2015,1319-30-622-006,,
1319-30-622-009,2015 Final,1.0,2015,1319-30-622-009,,
1319-30-622-010,2015 Final,1.0,2015,1319-30-622-010,,
1319-30-623-001,2015 Final,1.0,2015,1319-30-623-001,,
1319-30-624-001,2015 Final,1.0,2015,1319-30-624-001,,
1319-30-624-002,2015 Final,1.0,2015,1319-30-624-002,,
1319-30-624-003,2015 Final,1.0,2015,1319-30-624-003,,
1319-30-624-004,2015 Final,1.0,2015,1319-30-624-004,,
1319-30-625-001,2015 Final,1.0,2015,1319-30-625-001,,
1319-30-625-002,2015 Final,1.0,2015,1319-30-625-002,,
1319-30-625-003,2015 Final,1.0,2015,1319-30-625-003,,
1319-30-625-004,2015 Final,1.0,2015,1319-30-625-004,,
1319-30-626-001,2015 Final,1.0,2015,1319-30-626-001,,
1319-30-626-002,2015 Final,1.0,2015,1319-30-626-002,,
1319-30-626-003,2015 Final,1.0,2015,1319-30-626-003,,
1319-30-626-004,2015 Final,1.0,2015,1319-30-626-004,,
1319-30-710-001,2015 Final,1.0,2015,1319-30-710-001,,
1418-34-110-039,2015 Final,1.0,2015,1418-34-110-039,,
1418-34-401-027,2015 Final,1.0,2015,1418-34-401-027,,
117-110-072,2015 Final,1.0,2015,117-110-072,,
130-312-30,2015 Final,1.0,2015,130-312-30,,
027-313-16,2015 Final,2.0,2015,027-313-16,,
094-110-007,2015 Final,1.0,2015,094-110-007,,
027-323-10,2015 Final,48.0,2015,027-323-10,,
117-120-041,2015 Final,1.0,2015,117-120-041,,
033-661-026,2015 Final,1.0,2015,033-661-026,,
015-264-17,2016 Final,1.0,2016,015-264-17,,
015-304-31,2016 Final,2.0,2016,015-304-31,,
016-091-42,2016 Final,1.0,2016,016-091-42,,
016-300-57,2016 Final,1.0,2016,016-300-57,,
027-621-15,2016 Final,1.0,2016,027-621-15,,
029-381-50,2016 Final,20.0,2016,029-381-50,,
033-255-06,2016 Final,1.0,2016,033-255-06,,
033-255-08,2016 Final,1.0,2016,033-255-08,,
035-301-01,2016 Final,1.0,2016,035-301-01,,
036-350-08,2016 Final,1.0,2016,036-350-08,,
036-543-11,2016 Final,1.0,2016,036-543-11,,
090-172-004,2016 Final,1.0,2016,090-172-004,,
092-190-053,2016 Final,1.0,2016,092-190-053,,
097-122-002,2016 Final,1.0,2016,097-122-002,,
097-122-015,2016 Final,1.0,2016,097-122-015,,
097-130-029,2016 Final,1.0,2016,097-130-029,,
112-180-009,2016 Final,1.0,2016,112-180-009,,
112-190-040,2016 Final,1.0,2016,112-190-040,,
117-020-009,2016 Final,1.0,2016,117-020-009,,
117-071-025,2016 Final,1.0,2016,117-071-025,,
122-181-37,2016 Final,1.0,2016,122-181-37,,
123-021-04,2016 Final,1.0,2016,123-021-04,,
123-032-01,2016 Final,4.0,2016,123-032-01,,
126-080-25,2016 Final,1.0,2016,126-080-25,,
1318-09-810-035,2016 Final,1.0,2016,1318-09-810-035,,
1318-10-310-015,2016 Final,1.0,2016,1318-10-310-015,,
1318-23-212-005,2016 Final,1.0,2016,1318-23-212-005,,
1318-23-212-006,2016 Final,1.0,2016,1318-23-212-006,,
1318-23-710-003,2016 Final,1.0,2016,1318-23-710-003,,
1318-24-701-008,2016 Final,1.0,2016,1318-24-701-008,,
1318-26-101-029,2016 Final,2.0,2016,1318-26-101-029,,
1318-26-601-006,2016 Final,1.0,2016,1318-26-601-006,,
1318-27-001-002,2016 Final,1.0,2016,1318-27-001-002,,
1318-27-001-003,2016 Final,1.0,2016,1318-27-001-003,,
1319-19-710-001,2016 Final,1.0,2016,1319-19-710-001,,
1319-30-514-002,2016 Final,1.0,2016,1319-30-514-002,,
1319-30-514-003,2016 Final,1.0,2016,1319-30-514-003,,
1319-30-514-004,2016 Final,1.0,2016,1319-30-514-004,,
1319-30-514-005,2016 Final,1.0,2016,1319-30-514-005,,
1319-30-514-007,2016 Final,1.0,2016,1319-30-514-007,,
1319-30-514-008,2016 Final,1.0,2016,1319-30-514-008,,
1319-30-514-009,2016 Final,1.0,2016,1319-30-514-009,,
1319-30-514-011,2016 Final,1.0,2016,1319-30-514-011,,
1319-30-514-012,2016 Final,1.0,2016,1319-30-514-012,,
1319-30-514-014,2016 Final,1.0,2016,1319-30-514-014,,
1319-30-514-015,2016 Final,1.0,2016,1319-30-514-015,,
1319-30-514-017,2016 Final,1.0,2016,1319-30-514-017,,
1319-30-514-018,2016 Final,1.0,2016,1319-30-514-018,,
1319-30-514-019,2016 Final,1.0,2016,1319-30-514-019,,
1319-30-514-020,2016 Final,1.0,2016,1319-30-514-020,,
1319-30-514-021,2016 Final,1.0,2016,1319-30-514-021,,
1319-30-514-022,2016 Final,1.0,2016,1319-30-514-022,,
1319-30-514-024,2016 Final,1.0,2016,1319-30-514-024,,
1319-30-515-001,2016 Final,1.0,2016,1319-30-515-001,,
1319-30-519-004,2016 Final,1.0,2016,1319-30-519-004,,
1319-30-519-005,2016 Final,1.0,2016,1319-30-519-005,,
1319-30-519-007,2016 Final,1.0,2016,1319-30-519-007,,
1319-30-519-013,2016 Final,1.0,2016,1319-30-519-013,,
1319-30-520-001,2016 Final,1.0,2016,1319-30-520-001,,
1319-30-520-002,2016 Final,1.0,2016,1319-30-520-002,,
1319-30-520-006,2016 Final,1.0,2016,1319-30-520-006,,
1319-30-520-007,2016 Final,1.0,2016,1319-30-520-007,,
1319-30-520-008,2016 Final,1.0,2016,1319-30-520-008,,
1319-30-520-009,2016 Final,1.0,2016,1319-30-520-009,,
1319-30-520-010,2016 Final,1.0,2016,1319-30-520-010,,
1319-30-520-013,2016 Final,1.0,2016,1319-30-520-013,,
1319-30-520-014,2016 Final,1.0,2016,1319-30-520-014,,
1319-30-520-015,2016 Final,1.0,2016,1319-30-520-015,,
1319-30-520-019,2016 Final,1.0,2016,1319-30-520-019,,
1319-30-520-020,2016 Final,1.0,2016,1319-30-520-020,,
1319-30-520-021,2016 Final,1.0,2016,1319-30-520-021,,
1319-30-520-023,2016 Final,1.0,2016,1319-30-520-023,,
1319-30-520-025,2016 Final,1.0,2016,1319-30-520-025,,
1319-30-520-026,2016 Final,1.0,2016,1319-30-520-026,,
1319-30-520-030,2016 Final,1.0,2016,1319-30-520-030,,
1319-30-611-001,2016 Final,1.0,2016,1319-30-611-001,,
1319-30-611-002,2016 Final,1.0,2016,1319-30-611-002,,
1319-30-611-003,2016 Final,1.0,2016,1319-30-611-003,,
1319-30-611-004,2016 Final,1.0,2016,1319-30-611-004,,
1319-30-611-005,2016 Final,1.0,2016,1319-30-611-005,,
1319-30-611-006,2016 Final,1.0,2016,1319-30-611-006,,
1319-30-611-007,2016 Final,1.0,2016,1319-30-611-007,,
1319-30-611-008,2016 Final,1.0,2016,1319-30-611-008,,
1319-30-612-001,2016 Final,1.0,2016,1319-30-612-001,,
1319-30-612-002,2016 Final,1.0,2016,1319-30-612-002,,
1319-30-612-003,2016 Final,1.0,2016,1319-30-612-003,,
1319-30-612-004,2016 Final,1.0,2016,1319-30-612-004,,
1319-30-612-005,2016 Final,1.0,2016,1319-30-612-005,,
1319-30-612-007,2016 Final,1.0,2016,1319-30-612-007,,
1319-30-612-008,2016 Final,1.0,2016,1319-30-612-008,,
1319-30-612-009,2016 Final,1.0,2016,1319-30-612-009,,
1319-30-612-010,2016 Final,1.0,2016,1319-30-612-010,,
1319-30-612-011,2016 Final,1.0,2016,1319-30-612-011,,
1319-30-612-012,2016 Final,1.0,2016,1319-30-612-012,,
1319-30-614-004,2016 Final,1.0,2016,1319-30-614-004,,
1319-30-614-006,2016 Final,1.0,2016,1319-30-614-006,,
1319-30-614-007,2016 Final,1.0,2016,1319-30-614-007,,
1319-30-614-008,2016 Final,1.0,2016,1319-30-614-008,,
1319-30-615-001,2016 Final,1.0,2016,1319-30-615-001,,
1319-30-615-002,2016 Final,1.0,2016,1319-30-615-002,,
1319-30-615-003,2016 Final,1.0,2016,1319-30-615-003,,
1319-30-615-004,2016 Final,1.0,2016,1319-30-615-004,,
1319-30-615-005,2016 Final,1.0,2016,1319-30-615-005,,
1319-30-615-006,2016 Final,1.0,2016,1319-30-615-006,,
1319-30-617-001,2016 Final,1.0,2016,1319-30-617-001,,
1319-30-617-002,2016 Final,1.0,2016,1319-30-617-002,,
1319-30-617-003,2016 Final,1.0,2016,1319-30-617-003,,
1319-30-617-007,2016 Final,1.0,2016,1319-30-617-007,,
1319-30-617-009,2016 Final,1.0,2016,1319-30-617-009,,
1319-30-621-006,2016 Final,1.0,2016,1319-30-621-006,,
1319-30-622-006,2016 Final,1.0,2016,1319-30-622-006,,
1319-30-622-009,2016 Final,1.0,2016,1319-30-622-009,,
1319-30-622-010,2016 Final,1.0,2016,1319-30-622-010,,
1319-30-623-001,2016 Final,1.0,2016,1319-30-623-001,,
1319-30-624-001,2016 Final,1.0,2016,1319-30-624-001,,
1319-30-624-002,2016 Final,1.0,2016,1319-30-624-002,,
1319-30-624-003,2016 Final,1.0,2016,1319-30-624-003,,
1319-30-624-004,2016 Final,1.0,2016,1319-30-624-004,,
1319-30-625-001,2016 Final,1.0,2016,1319-30-625-001,,
1319-30-625-002,2016 Final,1.0,2016,1319-30-625-002,,
1319-30-625-003,2016 Final,1.0,2016,1319-30-625-003,,
1319-30-625-004,2016 Final,1.0,2016,1319-30-625-004,,
1319-30-626-001,2016 Final,1.0,2016,1319-30-626-001,,
1319-30-626-002,2016 Final,1.0,2016,1319-30-626-002,,
1319-30-626-003,2016 Final,1.0,2016,1319-30-626-003,,
1319-30-626-004,2016 Final,1.0,2016,1319-30-626-004,,
1319-30-710-001,2016 Final,1.0,2016,1319-30-710-001,,
1418-03-301-002,2016 Final,1.0,2016,1418-03-301-002,,
1418-10-501-001,2016 Final,2.0,2016,1418-10-501-001,,
1418-15-201-001,2016 Final,2.0,2016,1418-15-201-001,,
1418-27-210-015,2016 Final,1.0,2016,1418-27-210-015,,
1418-34-101-001,2016 Final,20.0,2016,1418-34-101-001,,
1418-34-110-020,2016 Final,1.0,2016,1418-34-110-020,,
1418-34-110-024,2016 Final,1.0,2016,1418-34-110-024,,
1418-34-110-039,2016 Final,1.0,2016,1418-34-110-039,,
1418-34-201-004,2016 Final,1.0,2016,1418-34-201-004,,
1418-34-211-026,2016 Final,1.0,2016,1418-34-211-026,,
1418-34-211-046,2016 Final,1.0,2016,1418-34-211-046,,
117-110-072,2016 Final,1.0,2016,117-110-072,,
130-312-30,2016 Final,1.0,2016,130-312-30,,
027-313-16,2016 Final,2.0,2016,027-313-16,,
094-110-007,2016 Final,1.0,2016,094-110-007,,
027-323-10,2016 Final,48.0,2016,027-323-10,,
117-120-041,2016 Final,1.0,2016,117-120-041,,
033-661-026,2016 Final,1.0,2016,033-661-026,,
090-072-040,2016 Final,1.0,2016,090-072-040,,
090-072-031,2016 Final,1.0,2016,090-072-031,,
090-072-032,2016 Final,1.0,2016,090-072-032,,
090-072-033,2016 Final,1.0,2016,090-072-033,,
090-072-034,2016 Final,1.0,2016,090-072-034,,
090-072-035,2016 Final,1.0,2016,090-072-035,,
090-072-036,2016 Final,1.0,2016,090-072-036,,
090-072-037,2016 Final,1.0,2016,090-072-037,,
090-072-038,2016 Final,1.0,2016,090-072-038,,
090-072-039,2016 Final,1.0,2016,090-072-039,,
026-061-30,2016 Final,1.0,2016,026-061-30,,
015-264-17,2017 Final,1.0,2017,015-264-17,,
015-304-31,2017 Final,2.0,2017,015-304-31,,
016-081-42,2017 Final,1.0,2017,016-081-42,,
016-081-43,2017 Final,1.0,2017,016-081-43,,
016-091-42,2017 Final,1.0,2017,016-091-42,,
016-300-57,2017 Final,1.0,2017,016-300-57,,
017-021-18,2017 Final,1.0,2017,017-021-18,,
017-021-20,2017 Final,1.0,2017,017-021-20,,
018-090-79,2017 Final,1.0,2017,018-090-79,,
021-321-09,2017 Final,1.0,2017,021-321-09,,
025-225-14,2017 Final,1.0,2017,025-225-14,,
025-451-17,2017 Final,1.0,2017,025-451-17,,
026-034-08,2017 Final,1.0,2017,026-034-08,,
027-313-02,2017 Final,1.0,2017,027-313-02,,
027-621-15,2017 Final,1.0,2017,027-621-15,,
029-010-02,2017 Final,2.0,2017,029-010-02,,
029-381-50,2017 Final,20.0,2017,029-381-50,,
033-255-06,2017 Final,1.0,2017,033-255-06,,
033-255-08,2017 Final,1.0,2017,033-255-08,,
034-284-28,2017 Final,1.0,2017,034-284-28,,
034-691-20,2017 Final,1.0,2017,034-691-20,,
034-734-26,2017 Final,1.0,2017,034-734-26,,
035-293-17,2017 Final,1.0,2017,035-293-17,,
035-301-01,2017 Final,1.0,2017,035-301-01,,
036-350-08,2017 Final,1.0,2017,036-350-08,,
036-543-11,2017 Final,1.0,2017,036-543-11,,
083-032-031,2017 Final,1.0,2017,083-032-031,,
083-032-032,2017 Final,1.0,2017,083-032-032,,
083-033-014,2017 Final,1.0,2017,083-033-014,,
083-061-026,2017 Final,1.0,2017,083-061-026,,
083-390-023,2017 Final,1.0,2017,083-390-023,,
084-092-009,2017 Final,1.0,2017,084-092-009,,
084-092-016,2017 Final,1.0,2017,084-092-016,,
084-110-011,2017 Final,1.0,2017,084-110-011,,
084-110-014,2017 Final,2.0,2017,084-110-014,,
084-110-017,2017 Final,1.0,2017,084-110-017,,
084-172-005,2017 Final,2.0,2017,084-172-005,,
090-071-034,2017 Final,2.0,2017,090-071-034,,
092-142-010,2017 Final,1.0,2017,092-142-010,,
092-142-020,2017 Final,1.0,2017,092-142-020,,
092-190-053,2017 Final,1.0,2017,092-190-053,,
093-194-007,2017 Final,1.0,2017,093-194-007,,
093-194-012,2017 Final,1.0,2017,093-194-012,,
094-122-019,2017 Final,1.0,2017,094-122-019,,
094-300-011,2017 Final,1.0,2017,094-300-011,,
094-350-021,2017 Final,1.0,2017,094-350-021,,
097-092-003,2017 Final,1.0,2017,097-092-003,,
097-122-002,2017 Final,1.0,2017,097-122-002,,
097-122-015,2017 Final,1.0,2017,097-122-015,,
097-130-029,2017 Final,1.0,2017,097-130-029,,
097-164-006,2017 Final,1.0,2017,097-164-006,,
112-060-017,2017 Final,2.0,2017,112-060-017,,
112-180-009,2017 Final,1.0,2017,112-180-009,,
112-190-040,2017 Final,1.0,2017,112-190-040,,
115-060-010,2017 Final,1.0,2017,115-060-010,,
117-020-009,2017 Final,1.0,2017,117-020-009,,
117-071-025,2017 Final,1.0,2017,117-071-025,,
117-110-008,2017 Final,1.0,2017,117-110-008,,
117-120-031,2017 Final,1.0,2017,117-120-031,,
122-100-04,2017 Final,1.0,2017,122-100-04,,
122-100-23,2017 Final,1.0,2017,122-100-23,,
122-100-24,2017 Final,1.0,2017,122-100-24,,
122-181-37,2017 Final,1.0,2017,122-181-37,,
123-021-04,2017 Final,1.0,2017,123-021-04,,
123-032-01,2017 Final,4.0,2017,123-032-01,,
123-032-11,2017 Final,1.0,2017,123-032-11,,
123-032-12,2017 Final,1.0,2017,123-032-12,,
123-032-13,2017 Final,3.0,2017,123-032-13,,
125-382-19,2017 Final,1.0,2017,125-382-19,,
126-080-25,2017 Final,1.0,2017,126-080-25,,
126-560-37,2017 Final,1.0,2017,126-560-37,,
129-280-12,2017 Final,4.0,2017,129-280-12,,
129-280-13,2017 Final,4.0,2017,129-280-13,,
129-280-14,2017 Final,1.0,2017,129-280-14,,
129-280-15,2017 Final,1.0,2017,129-280-15,,
129-280-16,2017 Final,1.0,2017,129-280-16,,
129-280-17,2017 Final,1.0,2017,129-280-17,,
129-280-18,2017 Final,1.0,2017,129-280-18,,
129-280-19,2017 Final,1.0,2017,129-280-19,,
129-291-03,2017 Final,1.0,2017,129-291-03,,
129-291-13,2017 Final,1.0,2017,129-291-13,,
129-291-17,2017 Final,1.0,2017,129-291-17,,
129-291-20,2017 Final,1.0,2017,129-291-20,,
129-292-01,2017 Final,1.0,2017,129-292-01,,
129-292-02,2017 Final,1.0,2017,129-292-02,,
129-292-03,2017 Final,1.0,2017,129-292-03,,
129-292-06,2017 Final,1.0,2017,129-292-06,,
129-292-07,2017 Final,1.0,2017,129-292-07,,
129-292-10,2017 Final,1.0,2017,129-292-10,,
129-292-12,2017 Final,1.0,2017,129-292-12,,
129-292-14,2017 Final,1.0,2017,129-292-14,,
129-292-17,2017 Final,1.0,2017,129-292-17,,
129-292-18,2017 Final,1.0,2017,129-292-18,,
129-292-19,2017 Final,1.0,2017,129-292-19,,
129-292-20,2017 Final,1.0,2017,129-292-20,,
129-292-22,2017 Final,1.0,2017,129-292-22,,
129-292-26,2017 Final,1.0,2017,129-292-26,,
130-312-04,2017 Final,1.0,2017,130-312-04,,
130-312-27,2017 Final,1.0,2017,130-312-27,,
1318-09-810-035,2017 Final,1.0,2017,1318-09-810-035,,
1318-10-310-015,2017 Final,1.0,2017,1318-10-310-015,,
1318-10-310-033,2017 Final,1.0,2017,1318-10-310-033,,
1318-15-601-003,2017 Final,1.0,2017,1318-15-601-003,,
1318-23-212-005,2017 Final,1.0,2017,1318-23-212-005,,
1318-23-212-006,2017 Final,1.0,2017,1318-23-212-006,,
1318-23-710-003,2017 Final,1.0,2017,1318-23-710-003,,
1318-24-701-008,2017 Final,1.0,2017,1318-24-701-008,,
1318-26-101-029,2017 Final,2.0,2017,1318-26-101-029,,
1318-26-601-006,2017 Final,1.0,2017,1318-26-601-006,,
1318-27-001-002,2017 Final,1.0,2017,1318-27-001-002,,
1318-27-001-003,2017 Final,1.0,2017,1318-27-001-003,,
1319-19-212-078,2017 Final,2.0,2017,1319-19-212-078,,
1319-30-617-001,2017 Final,1.0,2017,1319-30-617-001,,
1319-30-617-002,2017 Final,1.0,2017,1319-30-617-002,,
1319-30-617-003,2017 Final,1.0,2017,1319-30-617-003,,
1319-30-617-007,2017 Final,1.0,2017,1319-30-617-007,,
1319-30-617-009,2017 Final,1.0,2017,1319-30-617-009,,
1319-30-621-006,2017 Final,1.0,2017,1319-30-621-006,,
1319-30-710-001,2017 Final,1.0,2017,1319-30-710-001,,
1418-03-301-002,2017 Final,1.0,2017,1418-03-301-002,,
1418-10-501-001,2017 Final,2.0,2017,1418-10-501-001,,
1418-10-702-006,2017 Final,1.0,2017,1418-10-702-006,,
1418-10-802-008,2017 Final,8.0,2017,1418-10-802-008,,
1418-15-201-001,2017 Final,2.0,2017,1418-15-201-001,,
1418-15-201-003,2017 Final,1.0,2017,1418-15-201-003,,
1418-15-601-001,2017 Final,1.0,2017,1418-15-601-001,,
1418-15-801-005,2017 Final,1.0,2017,1418-15-801-005,,
1418-27-210-015,2017 Final,1.0,2017,1418-27-210-015,,
1418-27-210-029,2017 Final,1.0,2017,1418-27-210-029,,
1418-34-101-001,2017 Final,20.0,2017,1418-34-101-001,,
1418-34-110-003,2017 Final,1.0,2017,1418-34-110-003,,
1418-34-110-010,2017 Final,1.0,2017,1418-34-110-010,,
1418-34-110-020,2017 Final,1.0,2017,1418-34-110-020,,
1418-34-110-024,2017 Final,1.0,2017,1418-34-110-024,,
1418-34-110-039,2017 Final,1.0,2017,1418-34-110-039,,
1418-34-201-004,2017 Final,1.0,2017,1418-34-201-004,,
1418-34-211-026,2017 Final,1.0,2017,1418-34-211-026,,
1418-34-211-046,2017 Final,1.0,2017,1418-34-211-046,,
1418-34-401-009,2017 Final,2.0,2017,1418-34-401-009,,
1418-34-401-010,2017 Final,1.0,2017,1418-34-401-010,,
1418-34-401-011,2017 Final,1.0,2017,1418-34-401-011,,
094-110-007,2017 Final,1.0,2017,094-110-007,,
027-323-10,2017 Final,48.0,2017,027-323-10,,
033-661-026,2017 Final,1.0,2017,033-661-026,,
016-091-42,2018 Final,1.0,2018,016-091-42,,
016-300-57,2018 Final,1.0,2018,016-300-57,,
027-621-015,2018 Final,1.0,2018,027-621-015,,
033-255-06,2018 Final,1.0,2018,033-255-06,,
033-255-08,2018 Final,1.0,2018,033-255-08,,
034-734-026,2018 Final,1.0,2018,034-734-026,,
083-032-031,2018 Final,1.0,2018,083-032-031,,
083-032-032,2018 Final,1.0,2018,083-032-032,,
083-033-014,2018 Final,1.0,2018,083-033-014,,
083-061-026,2018 Final,1.0,2018,083-061-026,,
083-390-023,2018 Final,1.0,2018,083-390-023,,
084-092-009,2018 Final,1.0,2018,084-092-009,,
084-092-016,2018 Final,1.0,2018,084-092-016,,
084-110-011,2018 Final,1.0,2018,084-110-011,,
084-110-014,2018 Final,2.0,2018,084-110-014,,
084-110-017,2018 Final,1.0,2018,084-110-017,,
084-172-005,2018 Final,2.0,2018,084-172-005,,
090-071-034,2018 Final,2.0,2018,090-071-034,,
090-124-018,2018 Final,6.0,2018,090-124-018,,
090-134-046,2018 Final,4.0,2018,090-134-046,,
090-231-036,2018 Final,1.0,2018,090-231-036,,
090-292-003,2018 Final,1.0,2018,090-292-003,,
092-142-010,2018 Final,1.0,2018,092-142-010,,
092-142-020,2018 Final,1.0,2018,092-142-020,,
092-190-052,2018 Final,1.0,2018,092-190-052,,
092-190-053,2018 Final,1.0,2018,092-190-053,,
093-042-021,2018 Final,1.0,2018,093-042-021,,
