APN,YL,Units_CSV,Year,APN_fixed,FC_Units,COUNTY
112-060-018,2024 Final,1.0,2024,112-060-018,,
112-070-002,2024 Final,1.0,2024,112-070-002,,
112-180-009,2024 Final,1.0,2024,112-180-009,,
112-190-040,2024 Final,1.0,2024,112-190-040,,
112-190-042,2024 Final,1.0,2024,112-190-042,,
112-190-044,2024 Final,1.0,2024,112-190-044,,
112-270-004,2024 Final,1.0,2024,112-270-004,,
115-030-035,2024 Final,1.0,2024,115-030-035,,
115-030-073,2024 Final,1.0,2024,115-030-073,,
115-040-075,2024 Final,1.0,2024,115-040-075,,
115-040-079,2024 Final,1.0,2024,115-040-079,,
115-050-039,2024 Final,2.0,2024,115-050-039,,
115-060-010,2024 Final,1.0,2024,115-060-010,,
115-060-018,2024 Final,1.0,2024,115-060-018,,
117-020-009,2024 Final,1.0,2024,117-020-009,,
117-071-015,2024 Final,3.0,2024,117-071-015,,
117-071-025,2024 Final,1.0,2024,117-071-025,,
117-100-004,2024 Final,1.0,2024,117-100-004,,
117-100-014,2024 Final,1.0,2024,117-100-014,,
117-100-015,2024 Final,1.0,2024,117-100-015,,
117-100-016,2024 Final,1.0,2024,117-100-016,,
117-100-017,2024 Final,1.0,2024,117-100-017,,
117-110-008,2024 Final,1.0,2024,117-110-008,,
117-110-023,2024 Final,1.0,2024,117-110-023,,
117-120-031,2024 Final,1.0,2024,117-120-031,,
117-160-013,2024 Final,1.0,2024,117-160-013,,
117-180-037,2024 Final,1.0,2024,117-180-037,,
117-180-038,2024 Final,2.0,2024,117-180-038,,
122-100-04,2024 Final,1.0,2024,122-100-04,,
122-100-23,2024 Final,1.0,2024,122-100-23,,
122-100-24,2024 Final,1.0,2024,122-100-24,,
122-181-24,2024 Final,1.0,2024,122-181-24,,
122-181-37,2024 Final,1.0,2024,122-181-37,,
122-181-64,2024 Final,1.0,2024,122-181-64,,
122-181-65,2024 Final,1.0,2024,122-181-65,,
122-530-25,2024 Final,1.0,2024,122-530-25,,
122-530-26,2024 Final,1.0,2024,122-530-26,,
123-021-04,2024 Final,1.0,2024,123-021-04,,
123-032-01,2024 Final,4.0,2024,123-032-01,,
123-032-11,2024 Final,1.0,2024,123-032-11,,
123-032-12,2024 Final,1.0,2024,123-032-12,,
123-032-13,2024 Final,3.0,2024,123-032-13,,
123-041-05,2024 Final,1.0,2024,123-041-05,,
123-041-19,2024 Final,1.0,2024,123-041-19,,
123-071-35,2024 Final,1.0,2024,123-071-35,,
123-131-02,2024 Final,1.0,2024,123-131-02,,
123-131-05,2024 Final,1.0,2024,123-131-05,,
123-143-11,2024 Final,1.0,2024,123-143-11,,
125-141-30,2024 Final,1.0,2024,125-141-30,,
125-141-31,2024 Final,1.0,2024,125-141-31,,
125-142-01,2024 Final,1.0,2024,125-142-01,,
125-142-02,2024 Final,1.0,2024,125-142-02,,
125-142-03,2024 Final,1.0,2024,125-142-03,,
125-382-19,2024 Final,1.0,2024,125-382-19,,
125-462-08,2024 Final,1.0,2024,125-462-08,,
126-080-25,2024 Final,1.0,2024,126-080-25,,
126-082-49,2024 Final,1.0,2024,126-082-49,,
126-560-28,2024 Final,1.0,2024,126-560-28,,
126-560-37,2024 Final,1.0,2024,126-560-37,,
126-570-16,2024 Final,1.0,2024,126-570-16,,
129-022-07,2024 Final,4.0,2024,129-022-07,,
129-280-12,2024 Final,4.0,2024,129-280-12,,
129-280-13,2024 Final,4.0,2024,129-280-13,,
129-280-14,2024 Final,1.0,2024,129-280-14,,
129-280-15,2024 Final,1.0,2024,129-280-15,,
129-280-16,2024 Final,1.0,2024,129-280-16,,
129-280-17,2024 Final,1.0,2024,129-280-17,,
129-280-18,2024 Final,1.0,2024,129-280-18,,
129-280-19,2024 Final,1.0,2024,129-280-19,,
129-291-03,2024 Final,1.0,2024,129-291-03,,
129-291-13,2024 Final,1.0,2024,129-291-13,,
129-291-17,2024 Final,1.0,2024,129-291-17,,
129-291-20,2024 Final,1.0,2024,129-291-20,,
129-292-01,2024 Final,1.0,2024,129-292-01,,
129-292-02,2024 Final,1.0,2024,129-292-02,,
129-292-03,2024 Final,1.0,2024,129-292-03,,
129-292-06,2024 Final,1.0,2024,129-292-06,,
129-292-07,2024 Final,1.0,2024,129-292-07,,
129-292-10,2024 Final,1.0,2024,129-292-10,,
129-292-12,2024 Final,1.0,2024,129-292-12,,
129-292-14,2024 Final,1.0,2024,129-292-14,,
129-292-17,2024 Final,1.0,2024,129-292-17,,
129-292-18,2024 Final,1.0,2024,129-292-18,,
129-292-19,2024 Final,1.0,2024,129-292-19,,
129-292-20,2024 Final,1.0,2024,129-292-20,,
129-292-22,2024 Final,1.0,2024,129-292-22,,
129-292-26,2024 Final,1.0,2024,129-292-26,,
130-241-45,2024 Final,1.0,2024,130-241-45,,
130-241-46,2024 Final,1.0,2024,130-241-46,,
130-312-04,2024 Final,1.0,2024,130-312-04,,
130-312-13,2024 Final,1.0,2024,130-312-13,,
130-312-27,2024 Final,1.0,2024,130-312-27,,
130-331-05,2024 Final,1.0,2024,130-331-05,,
130-331-08,2024 Final,1.0,2024,130-331-08,,
1318-03-110-005,2024 Final,1.0,2024,1318-03-110-005,,
1318-03-111-014,2024 Final,1.0,2024,1318-03-111-014,,
1318-03-111-015,2024 Final,1.0,2024,1318-03-111-015,,
1318-09-810-035,2024 Final,1.0,2024,1318-09-810-035,,
1318-09-810-095,2024 Final,2.0,2024,1318-09-810-095,,
1318-09-810-103,2024 Final,1.0,2024,1318-09-810-103,,
1318-10-310-002,2024 Final,1.0,2024,1318-10-310-002,,
1318-10-310-004,2024 Final,1.0,2024,1318-10-310-004,,
1318-10-310-005,2024 Final,1.0,2024,1318-10-310-005,,
1318-10-310-009,2024 Final,1.0,2024,1318-10-310-009,,
1318-10-310-010,2024 Final,4.0,2024,1318-10-310-010,,
1318-10-310-012,2024 Final,1.0,2024,1318-10-310-012,,
1318-10-310-015,2024 Final,1.0,2024,1318-10-310-015,,
1318-10-310-033,2024 Final,2.0,2024,1318-10-310-033,,
1318-10-415-062,2024 Final,1.0,2024,1318-10-415-062,,
1318-10-416-039,2024 Final,1.0,2024,1318-10-416-039,,
1318-10-417-005,2024 Final,1.0,2024,1318-10-417-005,,
1318-15-601-003,2024 Final,1.0,2024,1318-15-601-003,,
1318-16-810-012,2024 Final,1.0,2024,1318-16-810-012,,
1318-22-002-002,2024 Final,154.0,2024,1318-22-002-002,,
1318-23-212-005,2024 Final,1.0,2024,1318-23-212-005,,
1318-23-212-006,2024 Final,1.0,2024,1318-23-212-006,,
1318-23-710-003,2024 Final,1.0,2024,1318-23-710-003,,
1318-23-710-038,2024 Final,1.0,2024,1318-23-710-038,,
1318-23-710-039,2024 Final,1.0,2024,1318-23-710-039,,
1318-23-814-004,2024 Final,1.0,2024,1318-23-814-004,,
1318-24-701-008,2024 Final,1.0,2024,1318-24-701-008,,
1318-25-110-009,2024 Final,1.0,2024,1318-25-110-009,,
1318-25-110-010,2024 Final,1.0,2024,1318-25-110-010,,
1318-26-101-029,2024 Final,2.0,2024,1318-26-101-029,,
1318-26-601-006,2024 Final,1.0,2024,1318-26-601-006,,
1318-27-001-002,2024 Final,1.0,2024,1318-27-001-002,,
1318-27-001-003,2024 Final,1.0,2024,1318-27-001-003,,
1319-19-212-078,2024 Final,2.0,2024,1319-19-212-078,,
1319-19-411-016,2024 Final,1.0,2024,1319-19-411-016,,
1319-19-411-024,2024 Final,1.0,2024,1319-19-411-024,,
1319-19-710-027,2024 Final,1.0,2024,1319-19-710-027,,
1319-19-710-031,2024 Final,1.0,2024,1319-19-710-031,,
1319-19-710-032,2024 Final,1.0,2024,1319-19-710-032,,
1418-03-301-002,2024 Final,1.0,2024,1418-03-301-002,,
1418-10-501-001,2024 Final,2.0,2024,1418-10-501-001,,
1418-10-702-006,2024 Final,1.0,2024,1418-10-702-006,,
1418-10-702-007,2024 Final,1.0,2024,1418-10-702-007,,
1418-10-802-008,2024 Final,8.0,2024,1418-10-802-008,,
1418-11-311-004,2024 Final,1.0,2024,1418-11-311-004,,
1418-15-201-001,2024 Final,2.0,2024,1418-15-201-001,,
1418-15-201-003,2024 Final,1.0,2024,1418-15-201-003,,
1418-15-511-002,2024 Final,1.0,2024,1418-15-511-002,,
1418-15-601-001,2024 Final,1.0,2024,1418-15-601-001,,
1418-15-801-005,2024 Final,1.0,2024,1418-15-801-005,,
1418-22-611-027,2024 Final,1.0,2024,1418-22-611-027,,
1418-27-210-015,2024 Final,1.0,2024,1418-27-210-015,,
1418-27-210-029,2024 Final,1.0,2024,1418-27-210-029,,
1418-27-403-003,2024 Final,1.0,2024,1418-27-403-003,,
1418-34-101-001,2024 Final,20.0,2024,1418-34-101-001,,
1418-34-110-003,2024 Final,1.0,2024,1418-34-110-003,,
1418-34-110-010,2024 Final,1.0,2024,1418-34-110-010,,
1418-34-110-020,2024 Final,1.0,2024,1418-34-110-020,,
1418-34-110-024,2024 Final,1.0,2024,1418-34-110-024,,
1418-34-110-039,2024 Final,1.0,2024,1418-34-110-039,,
1418-34-201-001,2024 Final,1.0,2024,1418-34-201-001,,
1418-34-201-004,2024 Final,1.0,2024,1418-34-201-004,,
1418-34-201-005,2024 Final,1.0,2024,1418-34-201-005,,
1418-34-201-006,2024 Final,1.0,2024,1418-34-201-006,,
1418-34-210-007,2024 Final,1.0,2024,1418-34-210-007,,
1418-34-210-011,2024 Final,1.0,2024,1418-34-210-011,,
1418-34-211-026,2024 Final,1.0,2024,1418-34-211-026,,
1418-34-211-046,2024 Final,1.0,2024,1418-34-211-046,,
1418-34-401-009,2024 Final,2.0,2024,1418-34-401-009,,
1418-34-401-010,2024 Final,1.0,2024,1418-34-401-010,,
1418-34-401-011,2024 Final,1.0,2024,1418-34-401-011,,
094-110-007,2024 Final,1.0,2024,094-110-007,,
124-860-01,2024 Final,1.0,2024,124-860-01,,
124-860-02,2024 Final,1.0,2024,124-860-02,,
124-860-03,2024 Final,1.0,2024,124-860-03,,
130-163-36,2024 Final,1.0,2024,130-163-36,,
015-061-013,2025 Final,1.0,2025,015-061-013,,
015-301-002,2025 Final,1.0,2025,015-301-002,,
015-301-003,2025 Final,1.0,2025,015-301-003,,
015-370-011,2025 Final,1.0,2025,015-370-011,,
015-370-023,2025 Final,1.0,2025,015-370-023,,
016-091-42,2025 Final,1.0,2025,016-091-42,,
016-101-014,2025 Final,1.0,2025,016-101-014,,
016-300-57,2025 Final,1.0,2025,016-300-57,,
022-344-012,2025 Final,1.0,2025,022-344-012,,
025-554-013,2025 Final,1.0,2025,025-554-013,,
025-735-006,2025 Final,1.0,2025,025-735-006,,
025-744-011,2025 Final,1.0,2025,025-744-011,,
025-754-002,2025 Final,1.0,2025,025-754-002,,
026-031-013,2025 Final,2.0,2025,026-031-013,,
026-105-006,2025 Final,1.0,2025,026-105-006,,
026-111-021,2025 Final,1.0,2025,026-111-021,,
026-122-031,2025 Final,1.0,2025,026-122-031,,
026-122-033,2025 Final,1.0,2025,026-122-033,,
026-300-001,2025 Final,3.0,2025,026-300-001,,
027-122-004,2025 Final,2.0,2025,027-122-004,,
027-143-013,2025 Final,2.0,2025,027-143-013,,
027-143-022,2025 Final,1.0,2025,027-143-022,,
027-153-003,2025 Final,1.0,2025,027-153-003,,
027-153-007,2025 Final,2.0,2025,027-153-007,,
027-313-013,2025 Final,1.0,2025,027-313-013,,
029-095-030,2025 Final,1.0,2025,029-095-030,,
029-391-033,2025 Final,2.0,2025,029-391-033,,
030-352-027,2025 Final,1.0,2025,030-352-027,,
031-043-005,2025 Final,1.0,2025,031-043-005,,
031-103-027,2025 Final,1.0,2025,031-103-027,,
031-201-011,2025 Final,1.0,2025,031-201-011,,
031-207-005,2025 Final,1.0,2025,031-207-005,,
031-207-006,2025 Final,1.0,2025,031-207-006,,
033-255-06,2025 Final,1.0,2025,033-255-06,,
033-255-08,2025 Final,1.0,2025,033-255-08,,
033-703-014,2025 Final,1.0,2025,033-703-014,,
033-841-031,2025 Final,1.0,2025,033-841-031,,
033-841-033,2025 Final,1.0,2025,033-841-033,,
034-241-002,2025 Final,1.0,2025,034-241-002,,
034-734-026,2025 Final,1.0,2025,034-734-026,,
035-283-018,2025 Final,1.0,2025,035-283-018,,
035-283-022,2025 Final,1.0,2025,035-283-022,,
035-291-005,2025 Final,1.0,2025,035-291-005,,
036-423-018,2025 Final,2.0,2025,036-423-018,,
036-563-014,2025 Final,1.0,2025,036-563-014,,
080-082-018,2025 Final,1.0,2025,080-082-018,,
080-162-017,2025 Final,1.0,2025,080-162-017,,
080-173-013,2025 Final,1.0,2025,080-173-013,,
080-192-033,2025 Final,1.0,2025,080-192-033,,
083-032-031,2025 Final,1.0,2025,083-032-031,,
083-032-032,2025 Final,1.0,2025,083-032-032,,
083-033-014,2025 Final,1.0,2025,083-033-014,,
083-061-026,2025 Final,1.0,2025,083-061-026,,
083-062-038,2025 Final,1.0,2025,083-062-038,,
083-063-007,2025 Final,1.0,2025,083-063-007,,
083-074-003,2025 Final,1.0,2025,083-074-003,,
083-201-002,2025 Final,1.0,2025,083-201-002,,
083-202-012,2025 Final,1.0,2025,083-202-012,,
083-390-023,2025 Final,1.0,2025,083-390-023,,
084-052-010,2025 Final,1.0,2025,084-052-010,,
084-092-009,2025 Final,1.0,2025,084-092-009,,
084-092-016,2025 Final,1.0,2025,084-092-016,,
084-110-011,2025 Final,1.0,2025,084-110-011,,
084-110-014,2025 Final,2.0,2025,084-110-014,,
084-110-017,2025 Final,1.0,2025,084-110-017,,
084-172-005,2025 Final,2.0,2025,084-172-005,,
084-191-001,2025 Final,3.0,2025,084-191-001,,
084-211-004,2025 Final,1.0,2025,084-211-004,,
085-343-024,2025 Final,1.0,2025,085-343-024,,
090-030-035,2025 Final,1.0,2025,090-030-035,,
090-030-044,2025 Final,1.0,2025,090-030-044,,
090-055-012,2025 Final,1.0,2025,090-055-012,,
090-067-020,2025 Final,1.0,2025,090-067-020,,
090-071-034,2025 Final,2.0,2025,090-071-034,,
090-073-019,2025 Final,1.0,2025,090-073-019,,
090-074-012,2025 Final,1.0,2025,090-074-012,,
090-102-010,2025 Final,1.0,2025,090-102-010,,
090-123-006,2025 Final,12.0,2025,090-123-006,,
090-124-018,2025 Final,6.0,2025,090-124-018,,
090-134-046,2025 Final,4.0,2025,090-134-046,,
090-162-016,2025 Final,1.0,2025,090-162-016,,
090-191-022,2025 Final,1.0,2025,090-191-022,,
090-191-023,2025 Final,5.0,2025,090-191-023,,
090-201-008,2025 Final,1.0,2025,090-201-008,,
090-222-060,2025 Final,1.0,2025,090-222-060,,
090-225-002,2025 Final,1.0,2025,090-225-002,,
090-231-036,2025 Final,1.0,2025,090-231-036,,
090-232-026,2025 Final,1.0,2025,090-232-026,,
090-261-019,2025 Final,1.0,2025,090-261-019,,
090-262-013,2025 Final,1.0,2025,090-262-013,,
090-271-015,2025 Final,1.0,2025,090-271-015,,
090-292-003,2025 Final,1.0,2025,090-292-003,,
090-321-006,2025 Final,1.0,2025,090-321-006,,
092-100-016,2025 Final,1.0,2025,092-100-016,,
092-120-007,2025 Final,1.0,2025,092-120-007,,
092-120-042,2025 Final,1.0,2025,092-120-042,,
092-142-010,2025 Final,1.0,2025,092-142-010,,
092-142-020,2025 Final,1.0,2025,092-142-020,,
092-152-015,2025 Final,1.0,2025,092-152-015,,
092-154-009,2025 Final,1.0,2025,092-154-009,,
092-190-052,2025 Final,1.0,2025,092-190-052,,
092-190-053,2025 Final,1.0,2025,092-190-053,,
092-200-009,2025 Final,1.0,2025,092-200-009,,
092-200-022,2025 Final,1.0,2025,092-200-022,,
092-234-012,2025 Final,1.0,2025,092-234-012,,
093-034-004,2025 Final,2.0,2025,093-034-004,,
093-042-021,2025 Final,1.0,2025,093-042-021,,
093-042-022,2025 Final,1.0,2025,093-042-022,,
093-083-008,2025 Final,1.0,2025,093-083-008,,
093-083-009,2025 Final,1.0,2025,093-083-009,,
093-083-010,2025 Final,1.0,2025,093-083-010,,
093-083-011,2025 Final,1.0,2025,093-083-011,,
093-083-012,2025 Final,1.0,2025,093-083-012,,
093-083-014,2025 Final,1.0,2025,093-083-014,,
093-083-015,2025 Final,1.0,2025,093-083-015,,
093-160-016,2025 Final,1.0,2025,093-160-016,,
093-194-007,2025 Final,1.0,2025,093-194-007,,
093-194-012,2025 Final,1.0,2025,093-194-012,,
094-032-004,2025 Final,1.0,2025,094-032-004,,
094-122-001,2025 Final,1.0,2025,094-122-001,,
094-122-019,2025 Final,1.0,2025,094-122-019,,
094-173-005,2025 Final,1.0,2025,094-173-005,,
094-173-021,2025 Final,1.0,2025,094-173-021,,
094-200-049,2025 Final,1.0,2025,094-200-049,,
095-110-006,2025 Final,1.0,2025,095-110-006,,
095-130-007,2025 Final,5.0,2025,095-130-007,,
097-050-043,2025 Final,1.0,2025,097-050-043,,
097-073-032,2025 Final,1.0,2025,097-073-032,,
097-092-003,2025 Final,1.0,2025,097-092-003,,
097-100-022,2025 Final,2.0,2025,097-100-022,,
097-122-002,2025 Final,1.0,2025,097-122-002,,
097-122-013,2025 Final,1.0,2025,097-122-013,,
097-122-015,2025 Final,1.0,2025,097-122-015,,
097-122-028,2025 Final,1.0,2025,097-122-028,,
097-130-029,2025 Final,1.0,2025,097-130-029,,
097-164-006,2025 Final,1.0,2025,097-164-006,,
097-192-001,2025 Final,1.0,2025,097-192-001,,
097-193-004,2025 Final,1.0,2025,097-193-004,,
098-010-036,2025 Final,1.0,2025,098-010-036,,
098-010-037,2025 Final,1.0,2025,098-010-037,,
098-164-009,2025 Final,1.0,2025,098-164-009,,
098-165-002,2025 Final,1.0,2025,098-165-002,,
098-167-006,2025 Final,1.0,2025,098-167-006,,
098-192-002,2025 Final,1.0,2025,098-192-002,,
098-200-025,2025 Final,1.0,2025,098-200-025,,
098-200-026,2025 Final,3.0,2025,098-200-026,,
098-231-024,2025 Final,1.0,2025,098-231-024,,
098-314-014,2025 Final,1.0,2025,098-314-014,,
112-060-017,2025 Final,2.0,2025,112-060-017,,
112-060-018,2025 Final,1.0,2025,112-060-018,,
112-070-002,2025 Final,1.0,2025,112-070-002,,
112-180-009,2025 Final,1.0,2025,112-180-009,,
112-190-040,2025 Final,1.0,2025,112-190-040,,
112-190-042,2025 Final,1.0,2025,112-190-042,,
112-190-044,2025 Final,1.0,2025,112-190-044,,
112-270-004,2025 Final,1.0,2025,112-270-004,,
115-030-035,2025 Final,1.0,2025,115-030-035,,
115-030-073,2025 Final,1.0,2025,115-030-073,,
115-040-075,2025 Final,1.0,2025,115-040-075,,
115-040-079,2025 Final,1.0,2025,115-040-079,,
115-050-039,2025 Final,2.0,2025,115-050-039,,
115-060-010,2025 Final,1.0,2025,115-060-010,,
115-060-018,2025 Final,1.0,2025,115-060-018,,
117-020-009,2025 Final,1.0,2025,117-020-009,,
117-071-015,2025 Final,3.0,2025,117-071-015,,
117-071-025,2025 Final,1.0,2025,117-071-025,,
117-100-004,2025 Final,1.0,2025,117-100-004,,
117-100-014,2025 Final,1.0,2025,117-100-014,,
117-100-015,2025 Final,1.0,2025,117-100-015,,
117-100-016,2025 Final,1.0,2025,117-100-016,,
117-100-017,2025 Final,1.0,2025,117-100-017,,
117-110-008,2025 Final,1.0,2025,117-110-008,,
117-110-023,2025 Final,1.0,2025,117-110-023,,
117-120-031,2025 Final,1.0,2025,117-120-031,,
117-160-013,2025 Final,1.0,2025,117-160-013,,
117-180-037,2025 Final,1.0,2025,117-180-037,,
117-180-038,2025 Final,2.0,2025,117-180-038,,
122-100-04,2025 Final,1.0,2025,122-100-04,,
122-100-15,2025 Final,1.0,2025,122-100-15,,
122-100-23,2025 Final,1.0,2025,122-100-23,,
122-100-24,2025 Final,1.0,2025,122-100-24,,
122-181-24,2025 Final,1.0,2025,122-181-24,,
122-181-37,2025 Final,1.0,2025,122-181-37,,
122-181-64,2025 Final,1.0,2025,122-181-64,,
122-181-65,2025 Final,1.0,2025,122-181-65,,
122-530-25,2025 Final,1.0,2025,122-530-25,,
122-530-26,2025 Final,1.0,2025,122-530-26,,
123-021-04,2025 Final,1.0,2025,123-021-04,,
123-032-01,2025 Final,4.0,2025,123-032-01,,
123-032-11,2025 Final,1.0,2025,123-032-11,,
123-032-12,2025 Final,1.0,2025,123-032-12,,
123-032-13,2025 Final,3.0,2025,123-032-13,,
123-041-05,2025 Final,1.0,2025,123-041-05,,
123-041-19,2025 Final,1.0,2025,123-041-19,,
123-071-35,2025 Final,1.0,2025,123-071-35,,
123-131-02,2025 Final,1.0,2025,123-131-02,,
123-131-05,2025 Final,1.0,2025,123-131-05,,
123-143-11,2025 Final,1.0,2025,123-143-11,,
125-141-30,2025 Final,1.0,2025,125-141-30,,
125-141-31,2025 Final,1.0,2025,125-141-31,,
125-142-01,2025 Final,1.0,2025,125-142-01,,
125-142-02,2025 Final,1.0,2025,125-142-02,,
125-142-03,2025 Final,1.0,2025,125-142-03,,
125-382-19,2025 Final,1.0,2025,125-382-19,,
125-462-08,2025 Final,1.0,2025,125-462-08,,
126-080-25,2025 Final,1.0,2025,126-080-25,,
126-082-49,2025 Final,1.0,2025,126-082-49,,
126-560-28,2025 Final,1.0,2025,126-560-28,,
126-560-37,2025 Final,1.0,2025,126-560-37,,
126-570-16,2025 Final,1.0,2025,126-570-16,,
129-022-07,2025 Final,4.0,2025,129-022-07,,
129-280-12,2025 Final,4.0,2025,129-280-12,,
129-280-13,2025 Final,4.0,2025,129-280-13,,
129-280-14,2025 Final,1.0,2025,129-280-14,,
129-280-15,2025 Final,1.0,2025,129-280-15,,
129-280-16,2025 Final,1.0,2025,129-280-16,,
129-280-17,2025 Final,1.0,2025,129-280-17,,
129-280-18,2025 Final,1.0,2025,129-280-18,,
129-280-19,2025 Final,1.0,2025,129-280-19,,
129-291-03,2025 Final,1.0,2025,129-291-03,,
129-291-13,2025 Final,1.0,2025,129-291-13,,
129-291-17,2025 Final,1.0,2025,129-291-17,,
129-291-20,2025 Final,1.0,2025,129-291-20,,
129-292-01,2025 Final,1.0,2025,129-292-01,,
129-292-02,2025 Final,1.0,2025,129-292-02,,
129-292-03,2025 Final,1.0,2025,129-292-03,,
129-292-06,2025 Final,1.0,2025,129-292-06,,
129-292-07,2025 Final,1.0,2025,129-292-07,,
129-292-10,2025 Final,1.0,2025,129-292-10,,
129-292-12,2025 Final,1.0,2025,129-292-12,,
129-292-14,2025 Final,1.0,2025,129-292-14,,
129-292-17,2025 Final,1.0,2025,129-292-17,,
129-292-18,2025 Final,1.0,2025,129-292-18,,
129-292-19,2025 Final,1.0,2025,129-292-19,,
129-292-20,2025 Final,1.0,2025,129-292-20,,
129-292-22,2025 Final,1.0,2025,129-292-22,,
129-292-26,2025 Final,1.0,2025,129-292-26,,
130-163-26,2025 Final,1.0,2025,130-163-26,,
130-163-27,2025 Final,1.0,2025,130-163-27,,
130-241-45,2025 Final,1.0,2025,130-241-45,,
130-241-46,2025 Final,1.0,2025,130-241-46,,
130-312-04,2025 Final,1.0,2025,130-312-04,,
130-312-13,2025 Final,1.0,2025,130-312-13,,
130-312-27,2025 Final,1.0,2025,130-312-27,,
130-331-05,2025 Final,1.0,2025,130-331-05,,
130-331-08,2025 Final,1.0,2025,130-331-08,,
1318-03-110-005,2025 Final,1.0,2025,1318-03-110-005,,
1318-03-111-014,2025 Final,1.0,2025,1318-03-111-014,,
1318-03-111-015,2025 Final,1.0,2025,1318-03-111-015,,
1318-03-210-022,2025 Final,1.0,2025,1318-03-210-022,,
1318-03-210-023,2025 Final,1.0,2025,1318-03-210-023,,
1318-09-810-035,2025 Final,1.0,2025,1318-09-810-035,,
1318-09-810-095,2025 Final,2.0,2025,1318-09-810-095,,
1318-09-810-103,2025 Final,1.0,2025,1318-09-810-103,,
1318-10-310-002,2025 Final,1.0,2025,1318-10-310-002,,
1318-10-310-004,2025 Final,1.0,2025,1318-10-310-004,,
1318-10-310-005,2025 Final,1.0,2025,1318-10-310-005,,
1318-10-310-009,2025 Final,1.0,2025,1318-10-310-009,,
1318-10-310-010,2025 Final,4.0,2025,1318-10-310-010,,
1318-10-310-012,2025 Final,1.0,2025,1318-10-310-012,,
1318-10-310-015,2025 Final,1.0,2025,1318-10-310-015,,
1318-10-310-033,2025 Final,2.0,2025,1318-10-310-033,,
1318-10-415-062,2025 Final,1.0,2025,1318-10-415-062,,
1318-10-416-039,2025 Final,1.0,2025,1318-10-416-039,,
1318-10-417-005,2025 Final,1.0,2025,1318-10-417-005,,
1318-15-601-003,2025 Final,1.0,2025,1318-15-601-003,,
1318-16-810-012,2025 Final,1.0,2025,1318-16-810-012,,
1318-16-810-038,2025 Final,1.0,2025,1318-16-810-038,,
1318-22-002-002,2025 Final,154.0,2025,1318-22-002-002,,
1318-23-212-005,2025 Final,1.0,2025,1318-23-212-005,,
1318-23-212-006,2025 Final,1.0,2025,1318-23-212-006,,
1318-23-710-003,2025 Final,1.0,2025,1318-23-710-003,,
1318-23-710-038,2025 Final,1.0,2025,1318-23-710-038,,
1318-23-710-039,2025 Final,1.0,2025,1318-23-710-039,,
1318-23-814-004,2025 Final,1.0,2025,1318-23-814-004,,
1318-24-701-008,2025 Final,1.0,2025,1318-24-701-008,,
1318-25-110-009,2025 Final,1.0,2025,1318-25-110-009,,
1318-25-110-010,2025 Final,1.0,2025,1318-25-110-010,,
1318-26-101-029,2025 Final,2.0,2025,1318-26-101-029,,
1318-26-601-006,2025 Final,1.0,2025,1318-26-601-006,,
1318-27-001-002,2025 Final,1.0,2025,1318-27-001-002,,
1318-27-001-003,2025 Final,1.0,2025,1318-27-001-003,,
1319-19-212-078,2025 Final,2.0,2025,1319-19-212-078,,
1319-19-411-016,2025 Final,1.0,2025,1319-19-411-016,,
1319-19-411-024,2025 Final,1.0,2025,1319-19-411-024,,
1319-19-710-027,2025 Final,1.0,2025,1319-19-710-027,,
1319-19-710-031,2025 Final,1.0,2025,1319-19-710-031,,
1319-19-710-032,2025 Final,1.0,2025,1319-19-710-032,,
1418-03-301-002,2025 Final,1.0,2025,1418-03-301-002,,
1418-03-401-012,2025 Final,1.0,2025,1418-03-401-012,,
1418-03-401-014,2025 Final,1.0,2025,1418-03-401-014,,
1418-10-501-001,2025 Final,2.0,2025,1418-10-501-001,,
1418-10-702-006,2025 Final,1.0,2025,1418-10-702-006,,
1418-10-702-007,2025 Final,1.0,2025,1418-10-702-007,,
1418-10-802-008,2025 Final,8.0,2025,1418-10-802-008,,
1418-11-311-004,2025 Final,1.0,2025,1418-11-311-004,,
1418-15-201-001,2025 Final,2.0,2025,1418-15-201-001,,
1418-15-201-003,2025 Final,1.0,2025,1418-15-201-003,,
1418-15-511-002,2025 Final,1.0,2025,1418-15-511-002,,
1418-15-601-001,2025 Final,1.0,2025,1418-15-601-001,,
1418-15-801-005,2025 Final,1.0,2025,1418-15-801-005,,
1418-22-611-027,2025 Final,1.0,2025,1418-22-611-027,,
1418-27-210-015,2025 Final,1.0,2025,1418-27-210-015,,
1418-27-210-029,2025 Final,1.0,2025,1418-27-210-029,,
1418-27-403-003,2025 Final,1.0,2025,1418-27-403-003,,
1418-34-101-001,2025 Final,20.0,2025,1418-34-101-001,,
1418-34-110-003,2025 Final,1.0,2025,1418-34-110-003,,
1418-34-110-010,2025 Final,1.0,2025,1418-34-110-010,,
1418-34-110-020,2025 Final,1.0,2025,1418-34-110-020,,
1418-34-110-024,2025 Final,1.0,2025,1418-34-110-024,,
1418-34-110-039,2025 Final,1.0,2025,1418-34-110-039,,
1418-34-201-001,2025 Final,1.0,2025,1418-34-201-001,,
1418-34-201-004,2025 Final,1.0,2025,1418-34-201-004,,
1418-34-201-005,2025 Final,1.0,2025,1418-34-201-005,,
1418-34-201-006,2025 Final,1.0,2025,1418-34-201-006,,
