EntryID,EventID,EntryDate,Year,JurisdictionAbbrev,CommodityPoolID,CommodityShortName,BucketType,Quantity,MovementType,ParcelNumber,SourceSystem,SourceID,Notes
4151,2652,,,DG,,PRUU,Banked,1.0,Banking,1418-11-311-015,corral_banking,corral_banking:369,
4152,2653,,,WA,,Hard Cover.,Existing,-40.0,Banking,132-240-06,corral_banking,corral_banking:371,
4153,2653,,,WA,,Hard Cover.,Banked,40.0,Banking,132-240-06,corral_banking,corral_banking:371,
4154,2654,,,DG,,Hard Cover.,Existing,-35.0,Banking,1318-23-510-011,corral_banking,corral_banking:373,
4155,2654,,,DG,,Hard Cover.,Banked,35.0,Banking,1318-23-510-011,corral_banking,corral_banking:373,
4156,2655,,,PL,,Hard Cover.,Existing,-55.0,Banking,083-202-013,corral_banking,corral_banking:374,
4157,2655,,,PL,,Hard Cover.,Banked,55.0,Banking,083-202-013,corral_banking,corral_banking:374,
4158,2656,,,DG,,Hard Cover.,Existing,-13.0,Banking,1418-34-113-012,corral_banking,corral_banking:752,
4159,2656,,,DG,,Hard Cover.,Banked,13.0,Banking,1418-34-113-012,corral_banking,corral_banking:752,
4160,2658,,,EL,,Hard Cover.,Existing,-8195.0,Banking,034-300-010,corral_banking,corral_banking:377,
4161,2658,,,EL,,Hard Cover.,Banked,8195.0,Banking,034-300-010,corral_banking,corral_banking:377,
4162,2659,,,EL,,SFRUU,Existing,-3.0,Banking,034-300-010,corral_banking,corral_banking:378,
4163,2659,,,EL,,SFRUU,Banked,3.0,Banking,034-300-010,corral_banking,corral_banking:378,
4164,2664,,,WA,,Hard Cover.,Existing,-11.0,Banking,122-181-61,corral_banking,corral_banking:383,
4165,2664,,,WA,,Hard Cover.,Banked,11.0,Banking,122-181-61,corral_banking,corral_banking:383,
4166,2666,,,PL,,Hard Cover.,Existing,-2.0,Banking,083-300-001,corral_banking,corral_banking:385,
4167,2666,,,PL,,Hard Cover.,Banked,2.0,Banking,083-300-001,corral_banking,corral_banking:385,
4168,2667,,,PL,,Hard Cover.,Existing,-716.0,Banking,098-210-035,corral_banking,corral_banking:386,
4169,2667,,,PL,,Hard Cover.,Banked,716.0,Banking,098-210-035,corral_banking,corral_banking:386,
4170,2668,,,PL,,Hard Cover.,Existing,-119.0,Banking,098-210-035,corral_banking,corral_banking:387,
4171,2668,,,PL,,Hard Cover.,Banked,119.0,Banking,098-210-035,corral_banking,corral_banking:387,
4172,2669,,,PL,,SFRUU,Existing,-1.0,Banking,098-210-035,corral_banking,corral_banking:388,
4173,2669,,,PL,,SFRUU,Banked,1.0,Banking,098-210-035,corral_banking,corral_banking:388,
4174,2670,,,WA,,Hard Cover.,Existing,-159.0,Banking,125-172-33,corral_banking,corral_banking:389,
4175,2670,,,WA,,Hard Cover.,Banked,159.0,Banking,125-172-33,corral_banking,corral_banking:389,
4176,2671,,,WA,,Hard Cover.,Existing,-14.0,Banking,123-163-07,corral_banking,corral_banking:390,
4177,2671,,,WA,,Hard Cover.,Banked,14.0,Banking,123-163-07,corral_banking,corral_banking:390,
4178,2673,,,DG,,Soft Cover.,Existing,-30.0,Banking,1318-23-811-023,corral_banking,corral_banking:393,
4179,2673,,,DG,,Soft Cover.,Banked,30.0,Banking,1318-23-811-023,corral_banking,corral_banking:393,
4180,2676,,,SLT,,Hard Cover.,Existing,-1.0,Banking,023-151-014,corral_banking,corral_banking:616,
4181,2676,,,SLT,,Hard Cover.,Banked,1.0,Banking,023-151-014,corral_banking,corral_banking:616,
4182,2677,,,DG,,Hard Cover.,Existing,-491.0,Banking,1318-23-710-094,corral_banking,corral_banking:397,
4183,2677,,,DG,,Hard Cover.,Banked,491.0,Banking,1318-23-710-094,corral_banking,corral_banking:397,
4184,2678,,,DG,,Hard Cover.,Existing,-11.0,Banking,1418-34-113-003,corral_banking,corral_banking:403,
4185,2678,,,DG,,Hard Cover.,Banked,11.0,Banking,1418-34-113-003,corral_banking,corral_banking:403,
4186,2679,,,DG,,Hard Cover.,Existing,-2.0,Banking,1418-34-113-004,corral_banking,corral_banking:404,
4187,2679,,,DG,,Hard Cover.,Banked,2.0,Banking,1418-34-113-004,corral_banking,corral_banking:404,
4188,2680,,,DG,,Hard Cover.,Existing,-16.0,Banking,1319-19-410-012,corral_banking,corral_banking:405,
4189,2680,,,DG,,Hard Cover.,Banked,16.0,Banking,1319-19-410-012,corral_banking,corral_banking:405,
4190,2685,,,PL,,Hard Cover.,Existing,-15.0,Banking,083-195-006,corral_banking,corral_banking:409,
4191,2685,,,PL,,Hard Cover.,Banked,15.0,Banking,083-195-006,corral_banking,corral_banking:409,
4192,2686,,,PL,,Hard Cover.,Existing,-1.0,Banking,083-195-006,corral_banking,corral_banking:410,
4193,2686,,,PL,,Hard Cover.,Banked,1.0,Banking,083-195-006,corral_banking,corral_banking:410,
4194,2692,,,SLT,,Hard Cover.,Existing,-78.0,Banking,022-061-021,corral_banking,corral_banking:414,
4195,2692,,,SLT,,Hard Cover.,Banked,78.0,Banking,022-061-021,corral_banking,corral_banking:414,
4196,2699,,,DG,,Hard Cover.,Existing,-18.0,Banking,1318-03-110-004,corral_banking,corral_banking:421,
4197,2699,,,DG,,Hard Cover.,Banked,18.0,Banking,1318-03-110-004,corral_banking,corral_banking:421,
4198,2701,,,SLT,,Hard Cover.,Existing,-3749.0,Banking,027-083-008,corral_banking,corral_banking:424,
4199,2701,,,SLT,,Hard Cover.,Banked,3749.0,Banking,027-083-008,corral_banking,corral_banking:424,
4200,2702,,,DG,,Hard Cover.,Existing,-3.0,Banking,1418-03-801-004,corral_banking,corral_banking:425,
4201,2702,,,DG,,Hard Cover.,Banked,3.0,Banking,1418-03-801-004,corral_banking,corral_banking:425,
4202,2703,,,DG,,Hard Cover.,Existing,-550.0,Banking,1418-03-801-004,corral_banking,corral_banking:426,
4203,2703,,,DG,,Hard Cover.,Banked,550.0,Banking,1418-03-801-004,corral_banking,corral_banking:426,
4204,2706,,,SLT,,Hard Cover.,Existing,-287.0,Banking,023-231-025,corral_banking,corral_banking:429,
4205,2706,,,SLT,,Hard Cover.,Banked,287.0,Banking,023-231-025,corral_banking,corral_banking:429,
4206,2707,,,SLT,,Hard Cover.,Existing,-875.0,Banking,032-192-009,corral_banking,corral_banking:430,
4207,2707,,,SLT,,Hard Cover.,Banked,875.0,Banking,032-192-009,corral_banking,corral_banking:430,
4208,2708,,,SLT,,CFA,Existing,-254.0,Banking,032-192-009,corral_banking,corral_banking:431,
4209,2708,,,SLT,,CFA,Banked,254.0,Banking,032-192-009,corral_banking,corral_banking:431,
4210,2711,,,SLT,,Hard Cover.,Existing,-109447.0,Banking,025-010-065,corral_banking,corral_banking:435,
4211,2711,,,SLT,,Hard Cover.,Banked,109447.0,Banking,025-010-065,corral_banking,corral_banking:435,
4212,2715,,,SLT,,Hard Cover.,Existing,-99632.0,Banking,025-010-065,corral_banking,corral_banking:440,
4213,2715,,,SLT,,Hard Cover.,Banked,99632.0,Banking,025-010-065,corral_banking,corral_banking:440,
4214,2716,,,WA,,Hard Cover.,Existing,-49.0,Banking,122-111-02,corral_banking,corral_banking:441,
4215,2716,,,WA,,Hard Cover.,Banked,49.0,Banking,122-111-02,corral_banking,corral_banking:441,
4216,2718,,,WA,,Hard Cover.,Existing,-214.0,Banking,125-172-33,corral_banking,corral_banking:443,
4217,2718,,,WA,,Hard Cover.,Banked,214.0,Banking,125-172-33,corral_banking,corral_banking:443,
4218,2720,,,PL,,Hard Cover.,Existing,-105.0,Banking,097-192-005,corral_banking,corral_banking:445,
4219,2720,,,PL,,Hard Cover.,Banked,105.0,Banking,097-192-005,corral_banking,corral_banking:445,
4220,2721,,,PL,,Hard Cover.,Existing,-25.0,Banking,117-060-017,corral_banking,corral_banking:446,
4221,2721,,,PL,,Hard Cover.,Banked,25.0,Banking,117-060-017,corral_banking,corral_banking:446,
4222,2722,,,EL,,Soft Cover.,Existing,-43.0,Banking,016-300-009,corral_banking,corral_banking:447,
4223,2722,,,EL,,Soft Cover.,Banked,43.0,Banking,016-300-009,corral_banking,corral_banking:447,
4224,2723,,,WA,,Hard Cover.,Existing,-4.0,Banking,122-181-61,corral_banking,corral_banking:448,
4225,2723,,,WA,,Hard Cover.,Banked,4.0,Banking,122-181-61,corral_banking,corral_banking:448,
4226,2727,,,PL,,Hard Cover.,Existing,-66.0,Banking,084-140-024,corral_banking,corral_banking:452,
4227,2727,,,PL,,Hard Cover.,Banked,66.0,Banking,084-140-024,corral_banking,corral_banking:452,
4228,2734,,,WA,,Hard Cover.,Existing,-148.0,Banking,131-121-07,corral_banking,corral_banking:460,
4229,2734,,,WA,,Hard Cover.,Banked,148.0,Banking,131-121-07,corral_banking,corral_banking:460,
4230,2738,,,WA,,Hard Cover.,Existing,-78.0,Banking,125-162-03,corral_banking,corral_banking:464,
4231,2738,,,WA,,Hard Cover.,Banked,78.0,Banking,125-162-03,corral_banking,corral_banking:464,
4232,2739,,,WA,,Hard Cover.,Existing,-483.0,Banking,125-141-08,corral_banking,corral_banking:465,
4233,2739,,,WA,,Hard Cover.,Banked,483.0,Banking,125-141-08,corral_banking,corral_banking:465,
4234,2747,,,PL,,Hard Cover.,Existing,-19.0,Banking,092-190-023,corral_banking,corral_banking:473,
4235,2747,,,PL,,Hard Cover.,Banked,19.0,Banking,092-190-023,corral_banking,corral_banking:473,
4236,2748,,,DG,,Hard Cover.,Existing,-1141.0,Banking,1318-10-417-044,corral_banking,corral_banking:474,
4237,2748,,,DG,,Hard Cover.,Banked,1141.0,Banking,1318-10-417-044,corral_banking,corral_banking:474,
4238,2749,,,DG,,Hard Cover.,Existing,-132.0,Banking,1318-10-417-044,corral_banking,corral_banking:475,
4239,2749,,,DG,,Hard Cover.,Banked,132.0,Banking,1318-10-417-044,corral_banking,corral_banking:475,
4240,2751,,,WA,,Hard Cover.,Existing,-2.0,Banking,122-252-04,corral_banking,corral_banking:477,
4241,2751,,,WA,,Hard Cover.,Banked,2.0,Banking,122-252-04,corral_banking,corral_banking:477,
4242,2756,,,PL,,Hard Cover.,Existing,-2016.0,Banking,115-050-058,corral_banking,corral_banking:482,
4243,2756,,,PL,,Hard Cover.,Banked,2016.0,Banking,115-050-058,corral_banking,corral_banking:482,
4244,2757,,,WA,,Hard Cover.,Existing,-175.0,Banking,125-161-28,corral_banking,corral_banking:483,
4245,2757,,,WA,,Hard Cover.,Banked,175.0,Banking,125-161-28,corral_banking,corral_banking:483,
4246,2763,,,WA,,Soft Cover.,Existing,-360.0,Banking,125-142-15,corral_banking,corral_banking:491,
4247,2763,,,WA,,Soft Cover.,Banked,360.0,Banking,125-142-15,corral_banking,corral_banking:491,
4248,2766,,,DG,,Hard Cover.,Existing,-524.0,Banking,1318-10-317-008,corral_banking,corral_banking:494,
4249,2766,,,DG,,Hard Cover.,Banked,524.0,Banking,1318-10-317-008,corral_banking,corral_banking:494,
4250,2768,,,WA,,Hard Cover.,Existing,-1260.0,Banking,124-031-62,corral_banking,corral_banking:496,
4251,2768,,,WA,,Hard Cover.,Banked,1260.0,Banking,124-031-62,corral_banking,corral_banking:496,
4252,2770,,,WA,,Hard Cover.,Existing,-400.0,Banking,122-111-02,corral_banking,corral_banking:498,
4253,2770,,,WA,,Hard Cover.,Banked,400.0,Banking,122-111-02,corral_banking,corral_banking:498,
4254,2771,,,WA,,Hard Cover.,Existing,-80.0,Banking,125-161-01,corral_banking,corral_banking:499,
4255,2771,,,WA,,Hard Cover.,Banked,80.0,Banking,125-161-01,corral_banking,corral_banking:499,
4256,2773,,,WA,,Hard Cover.,Existing,-312.0,Banking,122-211-13,corral_banking,corral_banking:501,
4257,2773,,,WA,,Hard Cover.,Banked,312.0,Banking,122-211-13,corral_banking,corral_banking:501,
4258,2774,,,DG,,Hard Cover.,Existing,-765.0,Banking,1318-23-610-037,corral_banking,corral_banking:502,
4259,2774,,,DG,,Hard Cover.,Banked,765.0,Banking,1318-23-610-037,corral_banking,corral_banking:502,
4260,2775,,,EL,,Soft Cover.,Existing,-53.0,Banking,016-300-009,corral_banking,corral_banking:503,
4261,2775,,,EL,,Soft Cover.,Banked,53.0,Banking,016-300-009,corral_banking,corral_banking:503,
4262,2777,,,WA,,Hard Cover.,Existing,-179.0,Banking,124-072-06,corral_banking,corral_banking:505,
4263,2777,,,WA,,Hard Cover.,Banked,179.0,Banking,124-072-06,corral_banking,corral_banking:505,
4264,2778,,,EL,,Hard Cover.,Existing,-11.0,Banking,015-370-011,corral_banking,corral_banking:506,
4265,2778,,,EL,,Hard Cover.,Banked,11.0,Banking,015-370-011,corral_banking,corral_banking:506,
4266,2782,,,DG,,Hard Cover.,Existing,-179.0,Banking,1418-34-304-006,corral_banking,corral_banking:510,
4267,2782,,,DG,,Hard Cover.,Banked,179.0,Banking,1418-34-304-006,corral_banking,corral_banking:510,
4268,2784,,,PL,,Hard Cover.,Existing,-227.0,Banking,092-130-007,corral_banking,corral_banking:512,
4269,2784,,,PL,,Hard Cover.,Banked,227.0,Banking,092-130-007,corral_banking,corral_banking:512,
4270,2788,,,DG,,Hard Cover.,Existing,-44017.0,Banking,1318-27-001-015,corral_banking,corral_banking:518,
4271,2788,,,DG,,Hard Cover.,Banked,44017.0,Banking,1318-27-001-015,corral_banking,corral_banking:518,
4272,2789,,,DG,,Hard Cover.,Existing,-225.0,Banking,1318-27-001-015,corral_banking,corral_banking:519,
4273,2789,,,DG,,Hard Cover.,Banked,225.0,Banking,1318-27-001-015,corral_banking,corral_banking:519,
4274,2790,,,DG,,Hard Cover.,Existing,-2557.0,Banking,1318-27-001-015,corral_banking,corral_banking:608,
4275,2790,,,DG,,Hard Cover.,Banked,2557.0,Banking,1318-27-001-015,corral_banking,corral_banking:608,
4276,2791,,,WA,,Hard Cover.,Existing,-6.0,Banking,125-561-06,corral_banking,corral_banking:520,
4277,2791,,,WA,,Hard Cover.,Banked,6.0,Banking,125-561-06,corral_banking,corral_banking:520,
4278,2792,,,PL,,Hard Cover.,Existing,-7.0,Banking,097-182-007,corral_banking,corral_banking:521,
4279,2792,,,PL,,Hard Cover.,Banked,7.0,Banking,097-182-007,corral_banking,corral_banking:521,
4280,2795,,,DG,,Soft Cover.,Existing,-101.0,Banking,1318-10-310-002,corral_banking,corral_banking:524,
4281,2795,,,DG,,Soft Cover.,Banked,101.0,Banking,1318-10-310-002,corral_banking,corral_banking:524,
4282,2796,,,WA,,Hard Cover.,Existing,-5.0,Banking,130-241-58,corral_banking,corral_banking:525,
4283,2796,,,WA,,Hard Cover.,Banked,5.0,Banking,130-241-58,corral_banking,corral_banking:525,
4284,2797,,,WA,,Hard Cover.,Existing,-187.0,Banking,130-241-58,corral_banking,corral_banking:526,
4285,2797,,,WA,,Hard Cover.,Banked,187.0,Banking,130-241-58,corral_banking,corral_banking:526,
4286,2798,,,WA,,Hard Cover.,Existing,-707.0,Banking,130-241-58,corral_banking,corral_banking:527,
4287,2798,,,WA,,Hard Cover.,Banked,707.0,Banking,130-241-58,corral_banking,corral_banking:527,
4288,2800,,,DG,,Hard Cover.,Existing,-636.0,Banking,1318-26-514-016,corral_banking,corral_banking:529,
4289,2800,,,DG,,Hard Cover.,Banked,636.0,Banking,1318-26-514-016,corral_banking,corral_banking:529,
4290,2801,,,PL,,Hard Cover.,Existing,-2426.0,Banking,094-110-019,corral_banking,corral_banking:530,
4291,2801,,,PL,,Hard Cover.,Banked,2426.0,Banking,094-110-019,corral_banking,corral_banking:530,
4292,2802,,,PL,,CFA,Existing,-90.0,Banking,094-110-019,corral_banking,corral_banking:531,
4293,2802,,,PL,,CFA,Banked,90.0,Banking,094-110-019,corral_banking,corral_banking:531,
4294,2806,,,PL,,Hard Cover.,Existing,-797.0,Banking,094-110-009,corral_banking,corral_banking:536,
4295,2806,,,PL,,Hard Cover.,Banked,797.0,Banking,094-110-009,corral_banking,corral_banking:536,
4296,2807,,,PL,,TAU,Existing,-6.0,Banking,094-110-009,corral_banking,corral_banking:537,
4297,2807,,,PL,,TAU,Banked,6.0,Banking,094-110-009,corral_banking,corral_banking:537,
4298,2811,,,DG,,Soft Cover.,Existing,-1087.0,Banking,1318-24-311-015,corral_banking,corral_banking:541,
4299,2811,,,DG,,Soft Cover.,Banked,1087.0,Banking,1318-24-311-015,corral_banking,corral_banking:541,
4300,2812,,,DG,,SFRUU,Existing,-1.0,Banking,1318-24-311-015,corral_banking,corral_banking:542,
4301,2812,,,DG,,SFRUU,Banked,1.0,Banking,1318-24-311-015,corral_banking,corral_banking:542,
4302,2814,,,DG,,Hard Cover.,Existing,-13.0,Banking,1318-23-610-039,corral_banking,corral_banking:544,
4303,2814,,,DG,,Hard Cover.,Banked,13.0,Banking,1318-23-610-039,corral_banking,corral_banking:544,
4304,2816,,,WA,,Hard Cover.,Existing,-38.0,Banking,125-143-05,corral_banking,corral_banking:547,
4305,2816,,,WA,,Hard Cover.,Banked,38.0,Banking,125-143-05,corral_banking,corral_banking:547,
4306,2817,,,DG,,Soft Cover.,Existing,-254.0,Banking,1318-10-316-012,corral_banking,corral_banking:548,
4307,2817,,,DG,,Soft Cover.,Banked,254.0,Banking,1318-10-316-012,corral_banking,corral_banking:548,
4308,2818,,,DG,,Hard Cover.,Existing,-44017.0,Banking,1318-27-001-015,corral_banking,corral_banking:550,
4309,2818,,,DG,,Hard Cover.,Banked,44017.0,Banking,1318-27-001-015,corral_banking,corral_banking:550,
4310,2819,,,DG,,Hard Cover.,Existing,-225.0,Banking,1318-27-001-015,corral_banking,corral_banking:551,
4311,2819,,,DG,,Hard Cover.,Banked,225.0,Banking,1318-27-001-015,corral_banking,corral_banking:551,
4312,2820,,,DG,,Hard Cover.,Existing,-2557.0,Banking,1318-27-001-015,corral_banking,corral_banking:609,
4313,2820,,,DG,,Hard Cover.,Banked,2557.0,Banking,1318-27-001-015,corral_banking,corral_banking:609,
4314,2822,,,PL,,Hard Cover.,Existing,-4924.0,Banking,117-240-022,corral_banking,corral_banking:555,
4315,2822,,,PL,,Hard Cover.,Banked,4924.0,Banking,117-240-022,corral_banking,corral_banking:555,
4316,2823,,,PL,,Hard Cover.,Existing,-9.0,Banking,115-070-013,corral_banking,corral_banking:556,
4317,2823,,,PL,,Hard Cover.,Banked,9.0,Banking,115-070-013,corral_banking,corral_banking:556,
4318,2824,,,WA,,Soft Cover.,Existing,-5759.0,Banking,130-302-18,corral_banking,corral_banking:557,
4319,2824,,,WA,,Soft Cover.,Banked,5759.0,Banking,130-302-18,corral_banking,corral_banking:557,
4320,2826,,,WA,,Hard Cover.,Existing,-137.0,Banking,123-032-29,corral_banking,corral_banking:563,
4321,2826,,,WA,,Hard Cover.,Banked,137.0,Banking,123-032-29,corral_banking,corral_banking:563,
4322,2827,,,WA,,Hard Cover.,Existing,-83.0,Banking,123-032-29,corral_banking,corral_banking:564,
4323,2827,,,WA,,Hard Cover.,Banked,83.0,Banking,123-032-29,corral_banking,corral_banking:564,
4324,2828,,,WA,,Hard Cover.,Existing,-1022.0,Banking,123-032-29,corral_banking,corral_banking:565,
4325,2828,,,WA,,Hard Cover.,Banked,1022.0,Banking,123-032-29,corral_banking,corral_banking:565,
4326,2829,,,WA,,SFRUU,Existing,-2.0,Banking,123-032-29,corral_banking,corral_banking:566,
4327,2829,,,WA,,SFRUU,Banked,2.0,Banking,123-032-29,corral_banking,corral_banking:566,
4328,2830,,,PL,,Hard Cover.,Existing,-473.0,Banking,090-074-027,corral_banking,corral_banking:567,
4329,2830,,,PL,,Hard Cover.,Banked,473.0,Banking,090-074-027,corral_banking,corral_banking:567,
4330,2831,,,PL,,TAU,Existing,-8.0,Banking,090-074-027,corral_banking,corral_banking:568,
4331,2831,,,PL,,TAU,Banked,8.0,Banking,090-074-027,corral_banking,corral_banking:568,
4332,2832,,,PL,,SFRUU,Existing,-1.0,Banking,090-074-027,corral_banking,corral_banking:569,
4333,2832,,,PL,,SFRUU,Banked,1.0,Banking,090-074-027,corral_banking,corral_banking:569,
4334,2833,,,EL,,Soft Cover.,Existing,-2.0,Banking,032-110-008,corral_banking,corral_banking:570,
4335,2833,,,EL,,Soft Cover.,Banked,2.0,Banking,032-110-008,corral_banking,corral_banking:570,
4336,2836,,,WA,,Hard Cover.,Existing,-21.0,Banking,122-194-13,corral_banking,corral_banking:573,
4337,2836,,,WA,,Hard Cover.,Banked,21.0,Banking,122-194-13,corral_banking,corral_banking:573,
4338,2837,,,PL,,Soft Cover.,Existing,-10.0,Banking,097-140-036,corral_banking,corral_banking:574,
4339,2837,,,PL,,Soft Cover.,Banked,10.0,Banking,097-140-036,corral_banking,corral_banking:574,
4340,2840,,,PL,,Hard Cover.,Existing,-58.0,Banking,098-330-004,corral_banking,corral_banking:577,
4341,2840,,,PL,,Hard Cover.,Banked,58.0,Banking,098-330-004,corral_banking,corral_banking:577,
4342,2849,,,DG,,Soft Cover.,Existing,-108.0,Banking,1318-16-810-035,corral_banking,corral_banking:586,
4343,2849,,,DG,,Soft Cover.,Banked,108.0,Banking,1318-16-810-035,corral_banking,corral_banking:586,
4344,2850,,,WA,,Hard Cover.,Existing,-14.0,Banking,122-115-02,corral_banking,corral_banking:587,
4345,2850,,,WA,,Hard Cover.,Banked,14.0,Banking,122-115-02,corral_banking,corral_banking:587,
4346,2851,,,DG,,Soft Cover.,Existing,-478.0,Banking,1318-09-810-034,corral_banking,corral_banking:588,
4347,2851,,,DG,,Soft Cover.,Banked,478.0,Banking,1318-09-810-034,corral_banking,corral_banking:588,
4348,2852,,,PL,,Hard Cover.,Existing,-80.0,Banking,098-191-018,corral_banking,corral_banking:589,
4349,2852,,,PL,,Hard Cover.,Banked,80.0,Banking,098-191-018,corral_banking,corral_banking:589,
4350,2853,,,PL,,Hard Cover.,Existing,-349.0,Banking,098-191-018,corral_banking,corral_banking:590,
4351,2853,,,PL,,Hard Cover.,Banked,349.0,Banking,098-191-018,corral_banking,corral_banking:590,
4352,2854,,,DG,,Hard Cover.,Existing,-360.0,Banking,1318-26-101-085,corral_banking,corral_banking:591,
4353,2854,,,DG,,Hard Cover.,Banked,360.0,Banking,1318-26-101-085,corral_banking,corral_banking:591,
4354,2856,,,DG,,Hard Cover.,Existing,-357.0,Banking,1319-18-212-018,corral_banking,corral_banking:593,
4355,2856,,,DG,,Hard Cover.,Banked,357.0,Banking,1319-18-212-018,corral_banking,corral_banking:593,
4356,2857,,,PL,,Soft Cover.,Existing,-71.0,Banking,112-210-001,corral_banking,corral_banking:594,
4357,2857,,,PL,,Soft Cover.,Banked,71.0,Banking,112-210-001,corral_banking,corral_banking:594,
4358,2858,,,WA,,Hard Cover.,Existing,-106.0,Banking,125-161-42,corral_banking,corral_banking:595,
4359,2858,,,WA,,Hard Cover.,Banked,106.0,Banking,125-161-42,corral_banking,corral_banking:595,
4360,2859,,,DG,,Hard Cover.,Existing,-6.0,Banking,1318-03-210-030,corral_banking,corral_banking:596,
4361,2859,,,DG,,Hard Cover.,Banked,6.0,Banking,1318-03-210-030,corral_banking,corral_banking:596,
4362,2860,,,WA,,Hard Cover.,Existing,-23.0,Banking,126-560-08,corral_banking,corral_banking:597,
4363,2860,,,WA,,Hard Cover.,Banked,23.0,Banking,126-560-08,corral_banking,corral_banking:597,
4364,2861,,,WA,,Hard Cover.,Existing,-481.0,Banking,126-263-04,corral_banking,corral_banking:598,
4365,2861,,,WA,,Hard Cover.,Banked,481.0,Banking,126-263-04,corral_banking,corral_banking:598,
4366,2863,,,PL,,Soft Cover.,Existing,-30.0,Banking,098-180-007,corral_banking,corral_banking:600,
4367,2863,,,PL,,Soft Cover.,Banked,30.0,Banking,098-180-007,corral_banking,corral_banking:600,
4368,2864,,,PL,,Soft Cover.,Existing,-712.0,Banking,098-180-007,corral_banking,corral_banking:601,
4369,2864,,,PL,,Soft Cover.,Banked,712.0,Banking,098-180-007,corral_banking,corral_banking:601,
4370,2865,,,WA,,Hard Cover.,Existing,-74.0,Banking,125-041-11,corral_banking,corral_banking:602,
4371,2865,,,WA,,Hard Cover.,Banked,74.0,Banking,125-041-11,corral_banking,corral_banking:602,
4372,2866,,,DG,,SFRUU,Existing,-3.0,Banking,1318-23-315-045,corral_banking,corral_banking:604,
4373,2866,,,DG,,SFRUU,Banked,3.0,Banking,1318-23-315-045,corral_banking,corral_banking:604,
4374,2867,,,SLT,,Hard Cover.,Existing,-721.0,Banking,025-010-021,corral_banking,corral_banking:605,
4375,2867,,,SLT,,Hard Cover.,Banked,721.0,Banking,025-010-021,corral_banking,corral_banking:605,
4376,2869,,,DG,,Soft Cover.,Existing,-15.0,Banking,1318-10-310-018,corral_banking,corral_banking:607,
4377,2869,,,DG,,Soft Cover.,Banked,15.0,Banking,1318-10-310-018,corral_banking,corral_banking:607,
4378,2871,,,SLT,,Hard Cover.,Existing,-677.0,Banking,026-122-036,corral_banking,corral_banking:611,
4379,2871,,,SLT,,Hard Cover.,Banked,677.0,Banking,026-122-036,corral_banking,corral_banking:611,
4380,2872,,,SLT,,Hard Cover.,Existing,-251.0,Banking,026-122-036,corral_banking,corral_banking:612,
4381,2872,,,SLT,,Hard Cover.,Banked,251.0,Banking,026-122-036,corral_banking,corral_banking:612,
4382,2873,,,DG,,Hard Cover.,Existing,-47.0,Banking,1318-23-610-019,corral_banking,corral_banking:617,
4383,2873,,,DG,,Hard Cover.,Banked,47.0,Banking,1318-23-610-019,corral_banking,corral_banking:617,
4384,2874,,,DG,,Hard Cover.,Existing,-20.0,Banking,1418-15-801-010,corral_banking,corral_banking:618,
4385,2874,,,DG,,Hard Cover.,Banked,20.0,Banking,1418-15-801-010,corral_banking,corral_banking:618,
4386,2875,,,DG,,Hard Cover.,Existing,-23.0,Banking,1418-15-801-010,corral_banking,corral_banking:619,
4387,2875,,,DG,,Hard Cover.,Banked,23.0,Banking,1418-15-801-010,corral_banking,corral_banking:619,
4388,2876,,,WA,,Hard Cover.,Existing,-750.0,Banking,131-012-14,corral_banking,corral_banking:620,
4389,2876,,,WA,,Hard Cover.,Banked,750.0,Banking,131-012-14,corral_banking,corral_banking:620,
4390,2877,,,WA,,CFA,Existing,-1000.0,Banking,132-240-20,corral_banking,corral_banking:621,
4391,2877,,,WA,,CFA,Banked,1000.0,Banking,132-240-20,corral_banking,corral_banking:621,
4392,2878,,,WA,,MFRUU,Existing,-2.0,Banking,132-240-20,corral_banking,corral_banking:622,
4393,2878,,,WA,,MFRUU,Banked,2.0,Banking,132-240-20,corral_banking,corral_banking:622,
4394,2879,,,DG,,Soft Cover.,Existing,-478.0,Banking,1318-09-810-034,corral_banking,corral_banking:623,
4395,2879,,,DG,,Soft Cover.,Banked,478.0,Banking,1318-09-810-034,corral_banking,corral_banking:623,
4396,2880,,,DG,,Hard Cover.,Existing,-157.0,Banking,1318-03-110-020,corral_banking,corral_banking:624,
4397,2880,,,DG,,Hard Cover.,Banked,157.0,Banking,1318-03-110-020,corral_banking,corral_banking:624,
4398,2882,,,DG,,Hard Cover.,Existing,-6577.0,Banking,1318-27-001-020,corral_banking,corral_banking:626,
4399,2882,,,DG,,Hard Cover.,Banked,6577.0,Banking,1318-27-001-020,corral_banking,corral_banking:626,
4400,2883,,,WA,,Rest. Cred.,Existing,-4.0,Banking,123-041-21,corral_banking,corral_banking:627,
4401,2883,,,WA,,Rest. Cred.,Banked,4.0,Banking,123-041-21,corral_banking,corral_banking:627,
4402,2887,,,WA,,Hard Cover.,Existing,-8984.0,Banking,130-311-19,corral_banking,corral_banking:632,
4403,2887,,,WA,,Hard Cover.,Banked,8984.0,Banking,130-311-19,corral_banking,corral_banking:632,
4404,2888,,,WA,,Hard Cover.,Existing,-278.0,Banking,125-353-02,corral_banking,corral_banking:635,
4405,2888,,,WA,,Hard Cover.,Banked,278.0,Banking,125-353-02,corral_banking,corral_banking:635,
