Lost_APN,Candidate_New_APN,Issue_Category,Match_Source,Match_Type,Total_Units_CSV,FC_Last_Year_Old,FC_First_Year_New,Suggested_Change_Year,Confidence,In_FC_Old,In_FC_New,Promote_Ready,old_apn,new_apn,change_year,change_type,is_primary,year_source,source,fc_last_year,fc_new_first,Old_Unit_Years,New_Unit_Years,Status
1319-30-520-007,1319-30-520-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-520-007,1319-30-520-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-520-006,1319-30-520-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-520-006,1319-30-520-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-520-002,1319-30-520-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-520-002,1319-30-520-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-520-030,1319-30-520-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-520-030,1319-30-520-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-519-013,1319-30-519-003,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-519-013,1319-30-519-003,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']","['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",OVERLAP_CHECK
1319-30-519-007,1319-30-519-003,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-519-007,1319-30-519-003,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']","['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",OVERLAP_CHECK
1319-30-519-005,1319-30-519-003,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-519-005,1319-30-519-003,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']","['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",OVERLAP_CHECK
1319-30-519-004,1319-30-519-003,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-519-004,1319-30-519-003,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']","['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",OVERLAP_CHECK
1319-30-520-026,1319-30-520-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-520-026,1319-30-520-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-611-002,1319-30-610-001,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-611-002,1319-30-610-001,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-522-001,1319-30-523-003,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-522-001,1319-30-523-003,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-522-002,1319-30-523-003,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-522-002,1319-30-523-003,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-612-010,1319-30-612-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-612-010,1319-30-612-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-612-009,1319-30-612-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-612-009,1319-30-612-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-612-008,1319-30-612-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-612-008,1319-30-612-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-612-007,1319-30-612-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-612-007,1319-30-612-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-612-005,1319-30-612-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-612-005,1319-30-612-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-612-004,1319-30-612-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-612-004,1319-30-612-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-612-003,1319-30-612-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-612-003,1319-30-612-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-612-002,1319-30-612-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-612-002,1319-30-612-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-612-001,1319-30-612-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-612-001,1319-30-612-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-611-008,1319-30-610-001,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-611-008,1319-30-610-001,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-611-007,1319-30-610-001,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-611-007,1319-30-610-001,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-611-006,1319-30-610-001,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-611-006,1319-30-610-001,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-611-005,1319-30-610-001,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-611-005,1319-30-610-001,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-611-004,1319-30-610-001,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-611-004,1319-30-610-001,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-611-003,1319-30-610-001,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-611-003,1319-30-610-001,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-514-024,1319-30-514-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-514-024,1319-30-514-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-611-001,1319-30-610-001,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-611-001,1319-30-610-001,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-522-004,1319-30-523-003,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-522-004,1319-30-523-003,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-522-003,1319-30-523-003,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-522-003,1319-30-523-003,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-515-001,1319-30-515-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-515-001,1319-30-515-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-514-015,1319-30-514-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-514-015,1319-30-514-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-514-022,1319-30-514-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-514-022,1319-30-514-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
129-292-31,129-290-01,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,129-292-31,129-290-01,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
036-543-11,036-472-009,UNKNOWN,KK,kk_rename,5,,2012.0,2012,MEDIUM_NEW_ONLY,0,1,NO,036-543-11,036-472-009,2012,rename,1,fc_first_new,KK,,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
025-551-34,025-551-02,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,025-551-34,025-551-02,2012,rename,1,fc_first_new,KK,2025.0,2012.0,[],[],TRUE_GAP
021-321-35,021-321-29,UNKNOWN,KK,kk_rename,5,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,021-321-35,021-321-29,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017']",[],TRUE_GAP
016-091-65,016-091-51,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,016-091-65,016-091-51,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
015-264-17,015-264-25,UNKNOWN,KK,kk_rename,5,,2012.0,2012,MEDIUM_NEW_ONLY,0,1,NO,015-264-17,015-264-25,2012,rename,1,fc_first_new,KK,,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
029-602-011,029-032-09,PARCEL_NEW,KK,kk_rename,5,2014.0,,2015,MEDIUM_OLD_ONLY,1,1,NO,029-602-011,029-032-09,2015,rename,1,fc_first_new,KK,2014.0,,[],[],TRUE_GAP
1319-30-514-021,1319-30-514-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-514-021,1319-30-514-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
129-292-34,129-292-13,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,129-292-34,129-292-13,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-514-020,1319-30-514-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-514-020,1319-30-514-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-514-019,1319-30-514-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-514-019,1319-30-514-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-514-018,1319-30-514-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-514-018,1319-30-514-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-514-017,1319-30-514-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-514-017,1319-30-514-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-514-014,1319-30-514-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-514-014,1319-30-514-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-514-012,1319-30-514-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-514-012,1319-30-514-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-514-011,1319-30-514-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-514-011,1319-30-514-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-514-009,1319-30-514-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-514-009,1319-30-514-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-514-008,1319-30-514-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-514-008,1319-30-514-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-514-007,1319-30-514-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-514-007,1319-30-514-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-514-005,1319-30-514-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-514-005,1319-30-514-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-612-011,1319-30-612-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-612-011,1319-30-612-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-514-003,1319-30-514-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-514-003,1319-30-514-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-514-002,1319-30-514-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-514-002,1319-30-514-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-19-213-004,1319-19-213-001,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-19-213-004,1319-19-213-001,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']","['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",OVERLAP_CHECK
1319-19-213-003,1319-19-213-002,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-19-213-003,1319-19-213-002,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']","['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",OVERLAP_CHECK
1319-30-514-004,1319-30-514-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-514-004,1319-30-514-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-614-004,1319-30-614-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-614-004,1319-30-614-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-612-012,1319-30-612-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-612-012,1319-30-612-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-614-006,1319-30-614-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-614-006,1319-30-614-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
094-140-063,094-140-067,PARCEL_SPLIT,ACCELA,accela_rename,5,2014.0,2012.0,2012,MEDIUM_GAP,1,1,NO,094-140-063,094-140-067,2012,rename,1,fc_first_new,ACCELA,2014.0,2012.0,[],"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",ALREADY_HANDLED
098-210-031,098-210-030,PARCEL_SPLIT,KK,kk_rename,5,2017.0,2012.0,2012,MEDIUM_GAP,1,1,NO,098-210-031,098-210-030,2012,rename,1,fc_first_new,KK,2017.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020']","['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020']",OVERLAP_CHECK
112-190-044,112-190-045,PARCEL_SPLIT,KK,kk_rename,5,2020.0,2012.0,2012,MEDIUM_GAP,1,1,NO,112-190-044,112-190-045,2012,rename,1,fc_first_new,KK,2020.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']","['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",OVERLAP_CHECK
115-060-010,115-060-023,PARCEL_SPLIT,KK,kk_rename,5,2016.0,2023.0,2023,MEDIUM_GAP,1,1,NO,115-060-010,115-060-023,2023,rename,1,fc_first_new,KK,2016.0,2023.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
083-151-005,083-151-031,PARCEL_SPLIT,ACCELA,accela_rename,5,2015.0,2012.0,2012,MEDIUM_GAP,1,1,NO,083-151-005,083-151-031,2012,rename,1,fc_first_new,ACCELA,2015.0,2012.0,[],[],TRUE_GAP
083-151-005,083-151-030,PARCEL_SPLIT,KK,kk_rename,5,2015.0,2012.0,2012,MEDIUM_GAP,1,1,NO,083-151-005,083-151-030,2012,rename,1,fc_first_new,KK,2015.0,2012.0,[],"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",ALREADY_HANDLED
1319-30-625-001,1319-30-625-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-625-001,1319-30-625-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-624-001,1319-30-624-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-624-001,1319-30-624-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-623-001,1319-30-623-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-623-001,1319-30-623-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-626-003,1319-30-626-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-626-003,1319-30-626-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-626-002,1319-30-626-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-626-002,1319-30-626-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-626-001,1319-30-626-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-626-001,1319-30-626-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
