Relation_ID,Residential_Unit_ID,APN,APN_canon,Transaction_ID,Sequence,Is_Latest,Transaction_Type,Development_Type,Detailed_Development_Type,Development_Right,Allocation_Number,Quantity,Transaction_Record_ID,Transaction_Created_Date,Transaction_Acknowledged_Date,Year_Built,TRPA_Project_Number,Local_Project_Number,TRPA_Status,TRPA_Status_Date,Local_Status,Local_Status_Date,Status_Jan_2026,Notes
RUT-032-291-028-058-01,RU-032-291-028-058,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-058-02,RU-032-291-028-058,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-058-03,RU-032-291-028-058,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-058-04,RU-032-291-028-058,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-059-01,RU-032-291-028-059,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-059-02,RU-032-291-028-059,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-059-03,RU-032-291-028-059,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-059-04,RU-032-291-028-059,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-060-01,RU-032-291-028-060,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-060-02,RU-032-291-028-060,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-060-03,RU-032-291-028-060,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-060-04,RU-032-291-028-060,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-061-01,RU-032-291-028-061,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-061-02,RU-032-291-028-061,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-061-03,RU-032-291-028-061,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-061-04,RU-032-291-028-061,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-062-01,RU-032-291-028-062,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-062-02,RU-032-291-028-062,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-062-03,RU-032-291-028-062,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-062-04,RU-032-291-028-062,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-063-01,RU-032-291-028-063,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-063-02,RU-032-291-028-063,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-063-03,RU-032-291-028-063,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-063-04,RU-032-291-028-063,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-064-01,RU-032-291-028-064,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-064-02,RU-032-291-028-064,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-064-03,RU-032-291-028-064,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-064-04,RU-032-291-028-064,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-065-01,RU-032-291-028-065,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-065-02,RU-032-291-028-065,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-065-03,RU-032-291-028-065,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-065-04,RU-032-291-028-065,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-066-01,RU-032-291-028-066,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-066-02,RU-032-291-028-066,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-066-03,RU-032-291-028-066,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-066-04,RU-032-291-028-066,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-067-01,RU-032-291-028-067,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-067-02,RU-032-291-028-067,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-067-03,RU-032-291-028-067,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-067-04,RU-032-291-028-067,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-068-01,RU-032-291-028-068,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-068-02,RU-032-291-028-068,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-068-03,RU-032-291-028-068,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-068-04,RU-032-291-028-068,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-069-01,RU-032-291-028-069,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-069-02,RU-032-291-028-069,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-069-03,RU-032-291-028-069,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-069-04,RU-032-291-028-069,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-070-01,RU-032-291-028-070,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-070-02,RU-032-291-028-070,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-070-03,RU-032-291-028-070,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-070-04,RU-032-291-028-070,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
