Relation_ID,Residential_Unit_ID,APN,APN_canon,Transaction_ID,Sequence,Is_Latest,Transaction_Type,Development_Type,Detailed_Development_Type,Development_Right,Allocation_Number,Quantity,Transaction_Record_ID,Transaction_Created_Date,Transaction_Acknowledged_Date,Year_Built,TRPA_Project_Number,Local_Project_Number,TRPA_Status,TRPA_Status_Date,Local_Status,Local_Status_Date,Status_Jan_2026,Notes
RUT-032-291-028-041-02,RU-032-291-028-041,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-041-03,RU-032-291-028-041,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-041-04,RU-032-291-028-041,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-042-01,RU-032-291-028-042,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-042-02,RU-032-291-028-042,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-042-03,RU-032-291-028-042,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-042-04,RU-032-291-028-042,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-043-01,RU-032-291-028-043,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-043-02,RU-032-291-028-043,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-043-03,RU-032-291-028-043,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-043-04,RU-032-291-028-043,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-044-01,RU-032-291-028-044,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-044-02,RU-032-291-028-044,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-044-03,RU-032-291-028-044,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-044-04,RU-032-291-028-044,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-045-01,RU-032-291-028-045,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-045-02,RU-032-291-028-045,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-045-03,RU-032-291-028-045,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-045-04,RU-032-291-028-045,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-046-01,RU-032-291-028-046,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-046-02,RU-032-291-028-046,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-046-03,RU-032-291-028-046,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-046-04,RU-032-291-028-046,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-047-01,RU-032-291-028-047,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-047-02,RU-032-291-028-047,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-047-03,RU-032-291-028-047,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-047-04,RU-032-291-028-047,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-048-01,RU-032-291-028-048,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-048-02,RU-032-291-028-048,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-048-03,RU-032-291-028-048,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-048-04,RU-032-291-028-048,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-049-01,RU-032-291-028-049,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-049-02,RU-032-291-028-049,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-049-03,RU-032-291-028-049,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-049-04,RU-032-291-028-049,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-050-01,RU-032-291-028-050,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-050-02,RU-032-291-028-050,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-050-03,RU-032-291-028-050,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-050-04,RU-032-291-028-050,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-051-01,RU-032-291-028-051,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-051-02,RU-032-291-028-051,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-051-03,RU-032-291-028-051,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-051-04,RU-032-291-028-051,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-052-01,RU-032-291-028-052,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-052-02,RU-032-291-028-052,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-052-03,RU-032-291-028-052,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-052-04,RU-032-291-028-052,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-053-01,RU-032-291-028-053,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-053-02,RU-032-291-028-053,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-053-03,RU-032-291-028-053,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-053-04,RU-032-291-028-053,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-054-01,RU-032-291-028-054,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-054-02,RU-032-291-028-054,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-054-03,RU-032-291-028-054,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-054-04,RU-032-291-028-054,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-055-01,RU-032-291-028-055,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-055-02,RU-032-291-028-055,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-055-03,RU-032-291-028-055,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-055-04,RU-032-291-028-055,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-056-01,RU-032-291-028-056,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-056-02,RU-032-291-028-056,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-056-03,RU-032-291-028-056,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-056-04,RU-032-291-028-056,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-057-01,RU-032-291-028-057,032-291-028,032-291-028,TRPA-ALLOC-1330,1,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Allocation of Residential Bonus Unit,Residential Bonus Unit (RBU),,59.0,Multiple,,,,ERSP2020-1999,Multiple,Under Construction,,Under Construction,,Not Completed,"Sugar Pine Village, Phase 1B (Under Construction)"
RUT-032-291-028-057-02,RU-032-291-028-057,032-291-028,032-291-028,TRPA-ALLOC-1331,2,False,Allocation,Residential Bonus Unit,Multi-Family Residential From Bonus Unit (Affordable),Residential Bonus Unit (RBU),,30.0,Multiple,,,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,"Sugar Pine Village, Phase 1A (Completed)"
RUT-032-291-028-057-03,RU-032-291-028-057,032-291-028,032-291-028,TRPA-CONVTRF-2580,3,False,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (CFA to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,TRAN2024-0760,,2024-08-12,2025.0,ERSP2020-1999,Multiple,Finaled,2025-07-01,Finaled,2025-07-01,Completed,Market Rate Manager Unit at Sugar Pine West
RUT-032-291-028-057-04,RU-032-291-028-057,032-291-028,032-291-028,TRPA-CONVTRF-2321,4,True,Conversion With Transfer,Converted and Transferred To,Multi-Family Residential From Conversion (TAU to MFRUU),Multi-Family Residential Unit of Use (MFRUU),,1.0,ERSP2023-0859,2023-08-25,2023-08-14,2024.0,ERSP2020-1999,Multiple,Finaled,2024-11-20,Finaled,2024-11-20,Completed,Market Rate Manager Unit at Sugar Pine West
