ChangeEventID,RawAPN,CanonicalAPN,CommodityShortName,Year,PreviousQuantity,NewQuantity,Quantity_Delta,ChangeSource,Rationale,EvidenceURL,RecordedBy,RecordedAt,ReportingYear,SweepCampaign,CorrectionCategory,CorrectionCategoryCanonical,SummaryReason,SourceFileSnapshot,LoadedAt,LoadedDate
5391,132-043-01,132-043-001,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5392,132-043-02,132-043-002,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5393,132-043-03,132-043-003,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5394,132-043-04,132-043-004,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5395,132-043-05,132-043-005,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5396,132-043-06,132-043-006,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5397,132-043-07,132-043-007,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5398,132-043-08,132-043-008,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5399,132-043-09,132-043-009,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5400,132-043-10,132-043-010,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5401,132-044-01,132-044-001,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5402,132-044-02,132-044-002,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5403,132-044-03,132-044-003,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5404,132-044-04,132-044-004,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5405,132-044-05,132-044-005,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5406,132-044-06,132-044-006,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5407,132-044-07,132-044-007,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5408,132-044-08,132-044-008,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5409,132-044-09,132-044-009,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5410,132-044-10,132-044-010,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5411,132-051-01,132-051-001,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5412,132-051-02,132-051-002,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5413,132-051-03,132-051-003,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5414,132-051-04,132-051-004,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5415,132-051-05,132-051-005,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5416,132-051-06,132-051-006,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5417,132-051-07,132-051-007,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5418,132-051-08,132-051-008,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5419,132-051-09,132-051-009,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5420,132-051-10,132-051-010,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5421,132-053-11,132-053-011,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5422,132-053-12,132-053-012,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5423,132-053-13,132-053-013,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5424,132-053-14,132-053-014,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5425,132-053-15,132-053-015,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5426,132-053-16,132-053-016,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5427,132-053-17,132-053-017,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5428,132-053-18,132-053-018,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5429,132-053-19,132-053-019,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5430,132-053-20,132-053-020,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5431,132-053-21,132-053-021,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5432,132-053-22,132-053-022,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5433,132-053-23,132-053-023,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5434,132-053-24,132-053-024,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5435,132-053-25,132-053-025,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5436,132-054-01,132-054-001,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5437,132-054-02,132-054-002,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5438,132-054-03,132-054-003,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5439,132-054-04,132-054-004,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5440,132-054-05,132-054-005,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5441,132-054-06,132-054-006,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5442,132-054-07,132-054-007,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5443,132-054-08,132-054-008,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5444,132-054-09,132-054-009,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5445,132-054-10,132-054-010,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5446,132-054-11,132-054-011,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5447,132-054-12,132-054-012,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5448,132-054-13,132-054-013,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5449,132-054-14,132-054-014,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5450,132-054-15,132-054-015,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5451,132-054-16,132-054-016,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5452,132-192-01,132-192-001,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5453,132-192-02,132-192-002,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5454,132-192-03,132-192-003,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5455,132-192-04,132-192-004,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5456,132-192-05,132-192-005,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5457,132-192-06,132-192-006,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5458,132-192-07,132-192-007,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5459,132-192-08,132-192-008,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5460,132-192-09,132-192-009,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5461,132-192-10,132-192-010,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5462,132-192-11,132-192-011,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5463,132-192-12,132-192-012,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5464,132-202-05,132-202-005,SFRUU_or_MFRUU_TBD,2026,,,25,qa_correction,County shows 75 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,County shows 75 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5465,132-211-01,132-211-001,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Error - Vacant - should be zero,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) Added Based on GIS (Errors),False,Error - Vacant - should be zero,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
5466,132-211-01,132-211-001,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,Error- should be zero,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Over-Correction in 2023; Unit(s) Removed in 2026,True,Error- should be zero,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
