APN,YEAR,Residential_Units,TouristAccommodation_Units,CommercialFloorArea_SqFt,COUNTY,JURISDICTION,PARCEL_ACRES,APN_canon,OriginalYrBuilt,OriginalYrBuilt_source_APN,match_method,CountyYearBuilt,COMBINED_YEAR_BUILT,combined_source
1319-30-613-002,2025,0,0,0.0,DG,DG,0.0229465572984952,1319-30-613-002,1977.0,1319-30-613-002,direct,1977.0,1977.0,original
1319-30-613-001,2025,0,0,0.0,DG,DG,0.0230088696381399,1319-30-613-001,1977.0,1319-30-613-001,direct,1977.0,1977.0,original
1319-30-640-002,2025,0,0,0.0,DG,DG,0.0192093088342223,1319-30-640-002,1978.0,1319-30-640-002,direct,1978.0,1978.0,original
1319-30-640-004,2025,0,0,0.0,DG,DG,0.0192093088342223,1319-30-640-004,1978.0,1319-30-640-004,direct,1978.0,1978.0,original
1319-30-641-002,2025,0,0,0.0,DG,DG,0.019390275640436,1319-30-641-002,1978.0,1319-30-641-002,direct,1978.0,1978.0,original
1319-30-641-001,2025,0,0,0.0,DG,DG,0.0193099190955268,1319-30-641-001,1978.0,1319-30-641-001,direct,1978.0,1978.0,original
1319-30-641-004,2025,0,0,0.0,DG,DG,0.019390275640436,1319-30-641-004,1978.0,1319-30-641-004,direct,1978.0,1978.0,original
1319-30-641-003,2025,0,0,0.0,DG,DG,0.0193099190955268,1319-30-641-003,1978.0,1319-30-641-003,direct,1978.0,1978.0,original
1319-30-642-008,2025,0,0,0.0,DG,DG,0.0165097452409549,1319-30-642-008,1980.0,1319-30-642-008,direct,1980.0,1980.0,original
1319-30-642-007,2025,0,0,0.0,DG,DG,0.0165610410881661,1319-30-642-007,1980.0,1319-30-642-007,direct,1980.0,1980.0,original
1319-30-642-006,2025,0,0,0.0,DG,DG,0.0166399779742547,1319-30-642-006,1980.0,1319-30-642-006,direct,1980.0,1980.0,original
1319-30-642-005,2025,0,0,0.0,DG,DG,0.0164648577951282,1319-30-642-005,1980.0,1319-30-642-005,direct,1980.0,1980.0,original
1319-30-642-001,2025,0,0,0.0,DG,DG,0.0165097452409549,1319-30-642-001,1980.0,1319-30-642-001,direct,1980.0,1980.0,original
1319-30-542-003,2025,0,0,0.0,DG,DG,0.0234224952353664,1319-30-542-003,1983.0,1319-30-542-003,direct,1983.0,1983.0,original
1319-30-512-015,2025,0,0,0.0,DG,DG,0.018407582396637,1319-30-512-015,1980.0,1319-30-512-015,direct,1980.0,1980.0,original
1319-30-724-028,2025,0,0,0.0,DG,DG,0.0351030123185418,1319-30-724-028,1988.0,1319-30-724-028,direct,1988.0,1988.0,original
1319-30-724-024,2025,0,0,0.0,DG,DG,0.0351030123185418,1319-30-724-024,1988.0,1319-30-724-024,direct,1988.0,1988.0,original
1319-30-724-020,2025,0,0,0.0,DG,DG,0.0351030123185418,1319-30-724-020,1988.0,1319-30-724-020,direct,1988.0,1988.0,original
1319-30-724-016,2025,0,0,0.0,DG,DG,0.0351030123185418,1319-30-724-016,1988.0,1319-30-724-016,direct,1988.0,1988.0,original
1319-30-724-012,2025,0,0,0.0,DG,DG,0.0351030123185418,1319-30-724-012,1988.0,1319-30-724-012,direct,1988.0,1988.0,original
1319-30-642-002,2025,0,0,0.0,DG,DG,0.0165610410881661,1319-30-642-002,1980.0,1319-30-642-002,direct,1980.0,1980.0,original
1319-30-642-003,2025,0,0,0.0,DG,DG,0.0166399779742547,1319-30-642-003,1980.0,1319-30-642-003,direct,1980.0,1980.0,original
1319-30-642-004,2025,0,0,0.0,DG,DG,0.0164648577951282,1319-30-642-004,1980.0,1319-30-642-004,direct,1980.0,1980.0,original
1319-30-639-005,2025,0,0,0.0,DG,DG,0.0144313306854223,1319-30-639-005,1980.0,1319-30-639-005,direct,1980.0,1980.0,original
1319-30-639-008,2025,0,0,0.0,DG,DG,0.014501538182117,1319-30-639-008,1980.0,1319-30-639-008,direct,1980.0,1980.0,original
1319-30-639-001,2025,0,0,0.0,DG,DG,0.0144313306854223,1319-30-639-001,1980.0,1319-30-639-001,direct,1980.0,1980.0,original
1319-30-639-004,2025,0,0,0.0,DG,DG,0.014501538182117,1319-30-639-004,1980.0,1319-30-639-004,direct,1980.0,1980.0,original
1319-30-542-024,2025,0,0,0.0,DG,DG,0.0232908393470158,1319-30-542-024,1983.0,1319-30-542-024,direct,1983.0,1983.0,original
1319-30-542-018,2025,0,0,0.0,DG,DG,0.0232908393470158,1319-30-542-018,1983.0,1319-30-542-018,direct,1983.0,1983.0,original
1319-30-542-012,2025,0,0,0.0,DG,DG,0.0232908393470158,1319-30-542-012,1983.0,1319-30-542-012,direct,1983.0,1983.0,original
1319-30-542-022,2025,0,0,0.0,DG,DG,0.023240570004445,1319-30-542-022,1983.0,1319-30-542-022,direct,1983.0,1983.0,original
1319-30-542-019,2025,0,0,0.0,DG,DG,0.0233126087434706,1319-30-542-019,1983.0,1319-30-542-019,direct,1983.0,1983.0,original
1319-30-542-013,2025,0,0,0.0,DG,DG,0.0233126087434706,1319-30-542-013,1983.0,1319-30-542-013,direct,1983.0,1983.0,original
1319-30-542-016,2025,0,0,0.0,DG,DG,0.023240570004445,1319-30-542-016,1983.0,1319-30-542-016,direct,1983.0,1983.0,original
1319-30-542-010,2025,0,0,0.0,DG,DG,0.023240570004445,1319-30-542-010,1983.0,1319-30-542-010,direct,1983.0,1983.0,original
1319-30-542-021,2025,0,0,0.0,DG,DG,0.0234224952353664,1319-30-542-021,1983.0,1319-30-542-021,direct,1983.0,1983.0,original
1319-30-542-015,2025,0,0,0.0,DG,DG,0.0234224952353664,1319-30-542-015,1983.0,1319-30-542-015,direct,1983.0,1983.0,original
1319-30-542-009,2025,0,0,0.0,DG,DG,0.0234224952353664,1319-30-542-009,1983.0,1319-30-542-009,direct,1983.0,1983.0,original
1319-30-541-003,2025,0,0,0.0,DG,DG,0.0137601128066358,1319-30-541-003,1980.0,1319-30-541-003,direct,1980.0,1980.0,original
1319-30-541-004,2025,0,0,0.0,DG,DG,0.0138134734539444,1319-30-541-004,1980.0,1319-30-541-004,direct,1980.0,1980.0,original
1319-30-541-001,2025,0,0,0.0,DG,DG,0.0137601128066358,1319-30-541-001,1980.0,1319-30-541-001,direct,1980.0,1980.0,original
1319-30-541-002,2025,0,0,0.0,DG,DG,0.0138134734539444,1319-30-541-002,1980.0,1319-30-541-002,direct,1980.0,1980.0,original
1319-30-540-006,2025,0,0,0.0,DG,DG,0.0145158537779515,1319-30-540-006,1980.0,1319-30-540-006,direct,1980.0,1980.0,original
1319-30-540-008,2025,0,0,0.0,DG,DG,0.0144784550786763,1319-30-540-008,1980.0,1319-30-540-008,direct,1980.0,1980.0,original
1319-30-540-002,2025,0,0,0.0,DG,DG,0.0145158537779515,1319-30-540-002,1980.0,1319-30-540-002,direct,1980.0,1980.0,original
1319-30-540-004,2025,0,0,0.0,DG,DG,0.0144784550786763,1319-30-540-004,1980.0,1319-30-540-004,direct,1980.0,1980.0,original
1319-30-538-005,2025,0,0,0.0,DG,DG,0.0144895019762355,1319-30-538-005,1993.0,1319-30-538-005,direct,1980.0,1993.0,original
1319-30-538-007,2025,0,0,0.0,DG,DG,0.0144503095085542,1319-30-538-007,1993.0,1319-30-538-007,direct,1980.0,1993.0,original
1319-30-538-006,2025,0,0,0.0,DG,DG,0.0144977876957987,1319-30-538-006,1993.0,1319-30-538-006,direct,1980.0,1993.0,original
1319-30-538-001,2025,0,0,0.0,DG,DG,0.0144895019762355,1319-30-538-001,1998.0,1319-30-538-001,direct,1980.0,1998.0,original
1319-30-538-003,2025,0,0,0.0,DG,DG,0.0144503095085542,1319-30-538-003,1998.0,1319-30-538-003,direct,1980.0,1998.0,original
1319-30-538-002,2025,0,0,0.0,DG,DG,0.0144977876957987,1319-30-538-002,1998.0,1319-30-538-002,direct,1980.0,1998.0,original
1319-30-537-006,2025,0,0,0.0,DG,DG,0.0144523852305842,1319-30-537-006,1980.0,1319-30-537-006,direct,1980.0,1980.0,original
1319-30-537-002,2025,0,0,0.0,DG,DG,0.0144523852305842,1319-30-537-002,1980.0,1319-30-537-002,direct,1980.0,1980.0,original
1319-30-536-005,2025,0,0,0.0,DG,DG,0.0144093179913826,1319-30-536-005,1980.0,1319-30-536-005,direct,1980.0,1980.0,original
1319-30-536-007,2025,0,0,0.0,DG,DG,0.0143872441290153,1319-30-536-007,1980.0,1319-30-536-007,direct,1980.0,1980.0,original
1319-30-536-008,2025,0,0,0.0,DG,DG,0.0145378681833273,1319-30-536-008,1980.0,1319-30-536-008,direct,1980.0,1980.0,original
1319-30-536-006,2025,0,0,0.0,DG,DG,0.0145803294424404,1319-30-536-006,1980.0,1319-30-536-006,direct,1980.0,1980.0,original
1319-30-536-001,2025,0,0,0.0,DG,DG,0.0144093179913826,1319-30-536-001,1980.0,1319-30-536-001,direct,1980.0,1980.0,original
1319-30-536-003,2025,0,0,0.0,DG,DG,0.0143872441290153,1319-30-536-003,1980.0,1319-30-536-003,direct,1980.0,1980.0,original
1319-30-536-004,2025,0,0,0.0,DG,DG,0.0145378681833273,1319-30-536-004,1980.0,1319-30-536-004,direct,1980.0,1980.0,original
1319-30-536-002,2025,0,0,0.0,DG,DG,0.0145803294424404,1319-30-536-002,1980.0,1319-30-536-002,direct,1980.0,1980.0,original
1319-30-535-003,2025,0,0,0.0,DG,DG,0.0138217466976034,1319-30-535-003,1980.0,1319-30-535-003,direct,1980.0,1980.0,original
1319-30-535-001,2025,0,0,0.0,DG,DG,0.0138217466976034,1319-30-535-001,1980.0,1319-30-535-001,direct,1980.0,1980.0,original
1319-30-534-005,2025,0,0,0.0,DG,DG,0.0165440256967261,1319-30-534-005,1980.0,1319-30-534-005,direct,1980.0,1980.0,original
1319-30-534-007,2025,0,0,0.0,DG,DG,0.0164292039108168,1319-30-534-007,1980.0,1319-30-534-007,direct,1980.0,1980.0,original
1319-30-534-008,2025,0,0,0.0,DG,DG,0.0165894000493149,1319-30-534-008,1980.0,1319-30-534-008,direct,1980.0,1980.0,original
1319-30-534-006,2025,0,0,0.0,DG,DG,0.0166126946564493,1319-30-534-006,1980.0,1319-30-534-006,direct,1980.0,1980.0,original
1319-30-534-001,2025,0,0,0.0,DG,DG,0.0165440256967261,1319-30-534-001,1980.0,1319-30-534-001,direct,1980.0,1980.0,original
1319-30-534-003,2025,0,0,0.0,DG,DG,0.0164292039108168,1319-30-534-003,1980.0,1319-30-534-003,direct,1980.0,1980.0,original
1319-30-534-004,2025,0,0,0.0,DG,DG,0.0165894000493149,1319-30-534-004,1980.0,1319-30-534-004,direct,1980.0,1980.0,original
1319-30-534-002,2025,0,0,0.0,DG,DG,0.0166126946564493,1319-30-534-002,1980.0,1319-30-534-002,direct,1980.0,1980.0,original
1319-30-533-003,2025,0,0,0.0,DG,DG,0.0229661437017065,1319-30-533-003,1980.0,1319-30-533-003,direct,1980.0,1980.0,original
1319-30-533-001,2025,0,0,0.0,DG,DG,0.0229661437017065,1319-30-533-001,1980.0,1319-30-533-001,direct,1980.0,1980.0,original
1319-30-513-006,2025,0,0,0.0,DG,DG,0.0229491247811568,1319-30-513-006,1980.0,1319-30-513-006,direct,1980.0,1980.0,original
1319-30-513-005,2025,0,0,0.0,DG,DG,0.0230253904862677,1319-30-513-005,1980.0,1319-30-513-005,direct,1980.0,1980.0,original
1319-30-513-004,2025,0,0,0.0,DG,DG,0.0229582604846652,1319-30-513-004,1980.0,1319-30-513-004,direct,1980.0,1980.0,original
1319-30-513-003,2025,0,0,0.0,DG,DG,0.0229491247811568,1319-30-513-003,1980.0,1319-30-513-003,direct,1980.0,1980.0,original
1319-30-513-001,2025,0,0,0.0,DG,DG,0.0229582604846652,1319-30-513-001,1980.0,1319-30-513-001,direct,1980.0,1980.0,original
1319-30-513-002,2025,0,0,0.0,DG,DG,0.0230253904862677,1319-30-513-002,1980.0,1319-30-513-002,direct,1980.0,1980.0,original
1319-30-512-002,2025,0,0,0.0,DG,DG,0.0182748799003895,1319-30-512-002,1980.0,1319-30-512-002,direct,1980.0,1980.0,original
1319-30-512-016,2025,0,0,0.0,DG,DG,0.018388189960382,1319-30-512-016,1980.0,1319-30-512-016,direct,1980.0,1980.0,original
1319-30-512-017,2025,0,0,0.0,DG,DG,0.0184707221440007,1319-30-512-017,1980.0,1319-30-512-017,direct,1980.0,1980.0,original
1319-30-512-018,2025,0,0,0.0,DG,DG,0.018327844062723,1319-30-512-018,1980.0,1319-30-512-018,direct,1980.0,1980.0,original
1319-30-512-001,2025,0,0,0.0,DG,DG,0.0184231025369233,1319-30-512-001,1980.0,1319-30-512-001,direct,1980.0,1980.0,original
1319-30-512-014,2025,0,0,0.0,DG,DG,0.0182748799003895,1319-30-512-014,1980.0,1319-30-512-014,direct,1980.0,1980.0,original
1319-30-512-012,2025,0,0,0.0,DG,DG,0.018388189960382,1319-30-512-012,1980.0,1319-30-512-012,direct,1980.0,1980.0,original
1319-30-512-011,2025,0,0,0.0,DG,DG,0.018407582396637,1319-30-512-011,1980.0,1319-30-512-011,direct,1980.0,1980.0,original
1319-30-512-010,2025,0,0,0.0,DG,DG,0.0184707221440007,1319-30-512-010,1980.0,1319-30-512-010,direct,1980.0,1980.0,original
1319-30-512-009,2025,0,0,0.0,DG,DG,0.018327844062723,1319-30-512-009,1980.0,1319-30-512-009,direct,1980.0,1980.0,original
1319-30-512-013,2025,0,0,0.0,DG,DG,0.0184231025369233,1319-30-512-013,1980.0,1319-30-512-013,direct,1980.0,1980.0,original
1319-30-512-008,2025,0,0,0.0,DG,DG,0.018327844062723,1319-30-512-008,1980.0,1319-30-512-008,direct,1980.0,1980.0,original
1319-30-512-006,2025,0,0,0.0,DG,DG,0.018407582396637,1319-30-512-006,1980.0,1319-30-512-006,direct,1980.0,1980.0,original
1319-30-512-005,2025,0,0,0.0,DG,DG,0.018388189960382,1319-30-512-005,1980.0,1319-30-512-005,direct,1980.0,1980.0,original
1319-30-512-004,2025,0,0,0.0,DG,DG,0.0184231025369233,1319-30-512-004,1980.0,1319-30-512-004,direct,1980.0,1980.0,original
1319-30-512-003,2025,0,0,0.0,DG,DG,0.0182748799003895,1319-30-512-003,1980.0,1319-30-512-003,direct,1980.0,1980.0,original
1319-30-512-007,2025,0,0,0.0,DG,DG,0.0184707221440007,1319-30-512-007,1980.0,1319-30-512-007,direct,1980.0,1980.0,original
1319-30-532-017,2025,0,0,0.0,DG,DG,0.0114886956957131,1319-30-532-017,1978.0,1319-30-532-017,direct,1978.0,1978.0,original
1319-30-532-016,2025,0,0,0.0,DG,DG,0.0114886956957131,1319-30-532-016,1978.0,1319-30-532-016,direct,1978.0,1978.0,original
1319-30-532-014,2025,0,0,0.0,DG,DG,0.0114890723241861,1319-30-532-014,1978.0,1319-30-532-014,direct,1978.0,1978.0,original
1319-30-532-015,2025,0,0,0.0,DG,DG,0.0114889801362421,1319-30-532-015,1978.0,1319-30-532-015,direct,1978.0,1978.0,original
1319-30-532-013,2025,0,0,0.0,DG,DG,0.0115588438374137,1319-30-532-013,1978.0,1319-30-532-013,direct,1978.0,1978.0,original
1319-30-532-012,2025,0,0,0.0,DG,DG,0.0115123719075433,1319-30-532-012,1978.0,1319-30-532-012,direct,1978.0,1978.0,original
1319-30-532-010,2025,0,0,0.0,DG,DG,0.0114187858946883,1319-30-532-010,1978.0,1319-30-532-010,direct,1978.0,1978.0,original
1319-30-532-011,2025,0,0,0.0,DG,DG,0.0114655592390733,1319-30-532-011,1978.0,1319-30-532-011,direct,1978.0,1978.0,original
1319-30-532-009,2025,0,0,0.0,DG,DG,0.0114888095465705,1319-30-532-009,1978.0,1319-30-532-009,direct,1978.0,1978.0,original
1319-30-532-008,2025,0,0,0.0,DG,DG,0.011488733118254,1319-30-532-008,1978.0,1319-30-532-008,direct,1978.0,1978.0,original
1319-30-532-006,2025,0,0,0.0,DG,DG,0.0114888475822718,1319-30-532-006,1978.0,1319-30-532-006,direct,1978.0,1978.0,original
1319-30-532-007,2025,0,0,0.0,DG,DG,0.0114889098192764,1319-30-532-007,1978.0,1319-30-532-007,direct,1978.0,1978.0,original
1319-30-532-004,2025,0,0,0.0,DG,DG,0.0114889277239977,1319-30-532-004,1976.0,1319-30-532-004,direct,1976.0,1976.0,original
1319-30-532-005,2025,0,0,0.0,DG,DG,0.0114889307087999,1319-30-532-005,1976.0,1319-30-532-005,direct,1976.0,1976.0,original
1319-30-532-003,2025,0,0,0.0,DG,DG,0.0114887649640509,1319-30-532-003,1976.0,1319-30-532-003,direct,1976.0,1976.0,original
1319-30-532-002,2025,0,0,0.0,DG,DG,0.0114888276641607,1319-30-532-002,1976.0,1319-30-532-002,direct,1976.0,1976.0,original
1319-30-645-003,2025,0,0,0.0,DG,DG,1.2984868038676132,1319-30-645-003,1995.0,1319-30-645-003,direct,1995.0,1995.0,original
1319-30-720-003,2025,0,0,0.0,DG,DG,0.2090974209802815,1319-30-720-003,1984.0,1319-30-720-003,direct,1984.0,1984.0,original
1319-30-720-004,2025,0,0,0.0,DG,DG,0.2090963777103638,1319-30-720-004,1984.0,1319-30-720-004,direct,1984.0,1984.0,original
1319-30-712-002,2025,0,0,0.0,DG,DG,0.0229775125850499,1319-30-712-002,1981.0,1319-30-712-002,direct,2011.0,1981.0,original
1319-30-628-003,2025,0,0,0.0,DG,DG,0.0082689057106385,1319-30-628-003,1974.0,1319-30-628-003,direct,1974.0,1974.0,original
1319-30-628-018,2025,0,0,0.0,DG,DG,0.0082689057106385,1319-30-628-018,1974.0,1319-30-628-018,direct,1974.0,1974.0,original
1319-30-628-019,2025,0,0,0.0,DG,DG,0.0082189287547335,1319-30-628-019,1974.0,1319-30-628-019,direct,1974.0,1974.0,original
1319-30-628-004,2025,0,0,0.0,DG,DG,0.0082189287547335,1319-30-628-004,1974.0,1319-30-628-004,direct,1974.0,1974.0,original
1319-30-638-003,2025,0,0,0.0,DG,DG,0.0336654065424099,1319-30-638-003,1981.0,1319-30-638-003,direct,1981.0,1981.0,original
1319-30-638-002,2025,0,0,0.0,DG,DG,0.0388763610170126,1319-30-638-002,1981.0,1319-30-638-002,direct,1981.0,1981.0,original
1319-30-637-004,2025,0,0,0.0,DG,DG,0.037848260336694,1319-30-637-004,1981.0,1319-30-637-004,direct,1981.0,1981.0,original
1319-30-634-004,2025,0,0,0.0,DG,DG,0.0374938566245664,1319-30-634-004,1979.0,1319-30-634-004,direct,1979.0,1979.0,original
1319-30-634-003,2025,0,0,0.0,DG,DG,0.0375626475482465,1319-30-634-003,1979.0,1319-30-634-003,direct,1979.0,1979.0,original
1319-30-634-001,2025,0,0,0.0,DG,DG,0.0423143451874616,1319-30-634-001,1979.0,1319-30-634-001,direct,1979.0,1979.0,original
1319-30-634-002,2025,0,0,0.0,DG,DG,0.0422080284376295,1319-30-634-002,1979.0,1319-30-634-002,direct,1979.0,1979.0,original
1319-30-638-004,2025,0,0,0.0,DG,DG,0.0340751707111981,1319-30-638-004,1981.0,1319-30-638-004,direct,1981.0,1981.0,original
1319-30-638-001,2025,0,0,0.0,DG,DG,0.0393384767539403,1319-30-638-001,1981.0,1319-30-638-001,direct,1981.0,1981.0,original
1319-30-637-003,2025,0,0,0.0,DG,DG,0.037416323573135,1319-30-637-003,1981.0,1319-30-637-003,direct,1981.0,1981.0,original
1319-30-637-002,2025,0,0,0.0,DG,DG,0.0422280103365157,1319-30-637-002,1981.0,1319-30-637-002,direct,1981.0,1981.0,original
1319-30-632-003,2025,0,0,0.0,DG,DG,0.0376935397297122,1319-30-632-003,1978.0,1319-30-632-003,direct,1978.0,1978.0,original
1319-30-632-004,2025,0,0,0.0,DG,DG,0.0392646094602371,1319-30-632-004,1978.0,1319-30-632-004,direct,1978.0,1978.0,original
1319-30-632-001,2025,0,0,0.0,DG,DG,0.0434536505214687,1319-30-632-001,1978.0,1319-30-632-001,direct,1978.0,1978.0,original
1319-30-632-002,2025,0,0,0.0,DG,DG,0.0430097430538814,1319-30-632-002,1978.0,1319-30-632-002,direct,1978.0,1978.0,original
1319-30-631-004,2025,0,0,0.0,DG,DG,0.0149769397267025,1319-30-631-004,1988.0,1319-30-631-004,direct,1988.0,1988.0,original
1319-30-631-022,2025,0,0,0.0,DG,DG,0.0149769397267025,1319-30-631-022,1988.0,1319-30-631-022,direct,1988.0,1988.0,original
1319-30-631-013,2025,0,0,0.0,DG,DG,0.0149769397267025,1319-30-631-013,1988.0,1319-30-631-013,direct,1988.0,1988.0,original
1319-30-631-025,2025,0,0,0.0,DG,DG,0.0150182761040158,1319-30-631-025,1988.0,1319-30-631-025,direct,1988.0,1988.0,original
1319-30-631-016,2025,0,0,0.0,DG,DG,0.0150182761040158,1319-30-631-016,1988.0,1319-30-631-016,direct,1988.0,1988.0,original
1319-30-631-007,2025,0,0,0.0,DG,DG,0.0150182761040158,1319-30-631-007,1988.0,1319-30-631-007,direct,1988.0,1988.0,original
1319-30-630-003,2025,0,0,0.0,DG,DG,0.0336711272574576,1319-30-630-003,1981.0,1319-30-630-003,direct,1981.0,1981.0,original
1319-30-630-001,2025,0,0,0.0,DG,DG,0.0394749184476893,1319-30-630-001,1981.0,1319-30-630-001,direct,1981.0,1981.0,original
1319-30-630-002,2025,0,0,0.0,DG,DG,0.0389811104430622,1319-30-630-002,1981.0,1319-30-630-002,direct,1981.0,1981.0,original
1319-30-629-011,2025,0,0,0.0,DG,DG,0.0286568189295926,1319-30-629-011,1980.0,1319-30-629-011,direct,1980.0,1980.0,original
1319-30-629-001,2025,0,0,0.0,DG,DG,0.0307024944731939,1319-30-629-001,1980.0,1319-30-629-001,direct,1980.0,1980.0,original
1319-30-629-002,2025,0,0,0.0,DG,DG,0.030477793662986,1319-30-629-002,1981.0,1319-30-629-002,direct,1981.0,1981.0,original
1319-30-629-013,2025,0,0,0.0,DG,DG,0.030477793662986,1319-30-629-013,1981.0,1319-30-629-013,direct,1981.0,1981.0,original
1319-30-629-008,2025,0,0,0.0,DG,DG,0.0307024944731939,1319-30-629-008,1981.0,1319-30-629-008,direct,1981.0,1981.0,original
1319-30-629-009,2025,0,0,0.0,DG,DG,0.030477793662986,1319-30-629-009,1981.0,1319-30-629-009,direct,1981.0,1981.0,original
1319-30-629-004,2025,0,0,0.0,DG,DG,0.0307024944731939,1319-30-629-004,1981.0,1319-30-629-004,direct,1981.0,1981.0,original
1319-30-629-005,2025,0,0,0.0,DG,DG,0.030477793662986,1319-30-629-005,1980.0,1319-30-629-005,direct,1980.0,1980.0,original
1319-30-629-019,2025,0,0,0.0,DG,DG,0.0286568189295926,1319-30-629-019,1981.0,1319-30-629-019,direct,1981.0,1981.0,original
1319-30-629-015,2025,0,0,0.0,DG,DG,0.0286568189295926,1319-30-629-015,1981.0,1319-30-629-015,direct,1981.0,1981.0,original
1319-30-629-020,2025,0,0,0.0,DG,DG,0.0307024944731939,1319-30-629-020,1981.0,1319-30-629-020,direct,1981.0,1981.0,original
1319-30-629-021,2025,0,0,0.0,DG,DG,0.030477793662986,1319-30-629-021,1981.0,1319-30-629-021,direct,1981.0,1981.0,original
1319-30-629-016,2025,0,0,0.0,DG,DG,0.0307024944731939,1319-30-629-016,1981.0,1319-30-629-016,direct,1981.0,1981.0,original
1319-30-629-017,2025,0,0,0.0,DG,DG,0.030477793662986,1319-30-629-017,1981.0,1319-30-629-017,direct,1981.0,1981.0,original
1319-30-629-012,2025,0,0,0.0,DG,DG,0.0307024944731939,1319-30-629-012,1981.0,1319-30-629-012,direct,1981.0,1981.0,original
1319-30-628-026,2025,0,0,0.0,DG,DG,0.0081601514271402,1319-30-628-026,1974.0,1319-30-628-026,direct,1974.0,1974.0,original
1319-30-628-027,2025,0,0,0.0,DG,DG,0.0082125526937292,1319-30-628-027,1974.0,1319-30-628-027,direct,1974.0,1974.0,original
1319-30-628-025,2025,0,0,0.0,DG,DG,0.0083172664352115,1319-30-628-025,1974.0,1319-30-628-025,direct,1974.0,1974.0,original
1319-30-628-028,2025,0,0,0.0,DG,DG,0.0081627968645814,1319-30-628-028,1974.0,1319-30-628-028,direct,1974.0,1974.0,original
1319-30-628-006,2025,0,0,0.0,DG,DG,0.0081802887891594,1319-30-628-006,1974.0,1319-30-628-006,direct,1974.0,1974.0,original
1319-30-628-021,2025,0,0,0.0,DG,DG,0.0081788790834917,1319-30-628-021,1974.0,1319-30-628-021,direct,1974.0,1974.0,original
1319-30-628-005,2025,0,0,0.0,DG,DG,0.0081788790834917,1319-30-628-005,1974.0,1319-30-628-005,direct,1974.0,1974.0,original
1319-30-628-017,2025,0,0,0.0,DG,DG,0.0082130793620999,1319-30-628-017,1974.0,1319-30-628-017,direct,1974.0,1974.0,original
1319-30-628-002,2025,0,0,0.0,DG,DG,0.0082130793620999,1319-30-628-002,1974.0,1319-30-628-002,direct,1974.0,1974.0,original
1319-30-628-020,2025,0,0,0.0,DG,DG,0.0081802887891594,1319-30-628-020,1974.0,1319-30-628-020,direct,1974.0,1974.0,original
1319-30-628-014,2025,0,0,0.0,DG,DG,0.0081627968645814,1319-30-628-014,1974.0,1319-30-628-014,direct,1974.0,1974.0,original
1319-30-628-010,2025,0,0,0.0,DG,DG,0.0083172664352115,1319-30-628-010,1974.0,1319-30-628-010,direct,1974.0,1974.0,original
1319-30-628-009,2025,0,0,0.0,DG,DG,0.0081601514271402,1319-30-628-009,1974.0,1319-30-628-009,direct,1974.0,1974.0,original
1319-30-628-008,2025,0,0,0.0,DG,DG,0.0082125526937292,1319-30-628-008,1974.0,1319-30-628-008,direct,1974.0,1974.0,original
1319-30-527-005,2025,0,0,0.0,DG,DG,0.0258680715470339,1319-30-527-005,1983.0,1319-30-527-005,direct,1983.0,1983.0,original
1319-30-527-003,2025,0,0,0.0,DG,DG,0.0258680715470339,1319-30-527-003,1983.0,1319-30-527-003,direct,1983.0,1983.0,original
1319-30-527-001,2025,0,0,0.0,DG,DG,0.0258680715470339,1319-30-527-001,1983.0,1319-30-527-001,direct,1983.0,1983.0,original
1319-30-526-001,2025,0,0,0.0,DG,DG,0.0287681975574069,1319-30-526-001,1980.0,1319-30-526-001,direct,1980.0,1980.0,original
1319-30-525-001,2025,0,0,0.0,DG,DG,0.0231167402828469,1319-30-525-001,1980.0,1319-30-525-001,direct,1980.0,1980.0,original
1319-30-525-004,2025,0,0,0.0,DG,DG,0.0227706883871136,1319-30-525-004,1980.0,1319-30-525-004,direct,1980.0,1980.0,original
1319-30-525-003,2025,0,0,0.0,DG,DG,0.0230960258397613,1319-30-525-003,1980.0,1319-30-525-003,direct,1980.0,1980.0,original
1319-30-631-024,2025,0,0,0.0,DG,DG,0.0149515771772674,1319-30-631-024,1988.0,1319-30-631-024,direct,1988.0,1988.0,original
1319-30-631-015,2025,0,0,0.0,DG,DG,0.0149515771772674,1319-30-631-015,1988.0,1319-30-631-015,direct,1988.0,1988.0,original
1319-30-631-006,2025,0,0,0.0,DG,DG,0.0149515771772674,1319-30-631-006,1988.0,1319-30-631-006,direct,1988.0,1988.0,original
1319-30-630-004,2025,0,0,0.0,DG,DG,0.0340687916260266,1319-30-630-004,1981.0,1319-30-630-004,direct,1981.0,1981.0,original
1319-30-629-018,2025,0,0,0.0,DG,DG,0.0290604380127914,1319-30-629-018,1981.0,1319-30-629-018,direct,1981.0,1981.0,original
1319-30-629-014,2025,0,0,0.0,DG,DG,0.0290604380127914,1319-30-629-014,1981.0,1319-30-629-014,direct,1981.0,1981.0,original
1319-30-629-022,2025,0,0,0.0,DG,DG,0.0290604380127914,1319-30-629-022,1981.0,1319-30-629-022,direct,1981.0,1981.0,original
1319-30-628-029,2025,0,0,0.0,DG,DG,0.0081588374823661,1319-30-628-029,1974.0,1319-30-628-029,direct,1974.0,1974.0,original
1319-30-628-016,2025,0,0,0.0,DG,DG,0.0083165933813671,1319-30-628-016,1974.0,1319-30-628-016,direct,1974.0,1974.0,original
