APN,YEAR,_merge,CommercialFloorArea_SqFt_x,Residential_Units_x,TouristAccommodation_Units_x,CommercialFloorArea_SqFt_y,Residential_Units_y,TouristAccommodation_Units_y
023-361-003,,right_only,,,,0,0,0
023-241-042,,right_only,,,,0,0,0
023-241-048,,right_only,,,,0,0,0
021-231-005,,right_only,,,,0,0,0
023-501-022,,right_only,,,,0,0,0
023-593-002,,right_only,,,,0,0,0
023-201-072,,right_only,,,,0,0,0
023-341-007,,right_only,,,,0,1,0
023-361-004,,right_only,,,,0,0,0
023-191-002,,right_only,,,,0,0,0
023-182-026,,right_only,,,,0,0,0
023-692-003,,right_only,,,,0,0,0
023-462-028,,right_only,,,,0,0,0
023-182-013,,right_only,,,,0,0,0
025-313-007,,right_only,,,,0,0,0
023-191-016,,right_only,,,,0,0,0
023-201-056,,right_only,,,,0,0,0
025-312-006,,right_only,,,,0,1,0
023-502-018,,right_only,,,,0,0,0
023-201-065,,right_only,,,,0,0,0
032-040-001,,right_only,,,,0,0,0
023-241-028,,right_only,,,,0,0,0
023-191-025,,right_only,,,,0,0,0
023-201-064,,right_only,,,,0,0,0
031-020-033,,right_only,,,,0,0,0
023-372-017,,right_only,,,,0,0,0
031-300-004,,right_only,,,,0,0,0
023-201-066,,right_only,,,,0,0,0
023-472-001,,right_only,,,,0,0,0
032-040-005,,right_only,,,,0,0,0
023-693-017,,right_only,,,,0,0,0
023-191-017,,right_only,,,,0,0,0
023-201-046,,right_only,,,,0,0,0
023-201-012,,right_only,,,,0,0,0
025-313-006,,right_only,,,,0,0,0
023-472-002,,right_only,,,,0,0,0
023-201-040,,right_only,,,,0,0,0
023-182-028,,right_only,,,,0,0,0
031-020-034,,right_only,,,,0,0,0
023-241-026,,right_only,,,,0,0,0
023-693-025,,right_only,,,,0,0,0
023-201-020,,right_only,,,,0,0,0
023-191-007,,right_only,,,,0,0,0
025-271-010,,right_only,,,,0,0,0
023-693-015,,right_only,,,,0,0,0
023-372-007,,right_only,,,,0,0,0
023-691-007,,right_only,,,,0,0,0
023-693-014,,right_only,,,,0,0,0
023-472-007,,right_only,,,,0,0,0
023-182-021,,right_only,,,,0,0,0
025-272-007,,right_only,,,,0,0,0
023-693-005,,right_only,,,,0,0,0
023-601-016,,right_only,,,,0,0,0
023-693-002,,right_only,,,,0,0,0
031-300-002,,right_only,,,,0,0,0
023-693-013,,right_only,,,,0,0,0
023-192-002,,right_only,,,,0,0,0
023-621-016,,right_only,,,,0,0,0
023-621-015,,right_only,,,,0,0,0
023-693-012,,right_only,,,,0,0,0
023-231-010,,right_only,,,,0,0,0
023-522-013,,right_only,,,,0,0,0
023-182-022,,right_only,,,,0,1,0
025-313-003,,right_only,,,,0,1,0
023-231-012,,right_only,,,,0,0,0
025-271-045,,right_only,,,,0,0,0
023-231-016,,right_only,,,,0,0,0
023-623-005,,right_only,,,,0,0,0
023-623-008,,right_only,,,,0,0,0
023-602-006,,right_only,,,,0,0,0
023-694-014,,right_only,,,,0,0,0
023-694-015,,right_only,,,,0,0,0
023-694-016,,right_only,,,,0,0,0
023-694-017,,right_only,,,,0,0,0
031-300-006,,right_only,,,,0,0,0
023-522-009,,right_only,,,,0,0,0
023-694-013,,right_only,,,,0,0,0
023-481-001,,right_only,,,,0,1,0
023-623-017,,right_only,,,,0,0,0
023-623-019,,right_only,,,,0,0,0
023-231-003,,right_only,,,,0,0,0
023-511-011,,right_only,,,,0,0,0
023-472-017,,right_only,,,,0,0,0
023-694-004,,right_only,,,,0,0,0
023-694-007,,right_only,,,,0,1,0
023-694-006,,right_only,,,,0,0,0
023-694-008,,right_only,,,,0,0,0
023-481-002,,right_only,,,,0,1,0
023-511-012,,right_only,,,,0,0,0
023-694-010,,right_only,,,,0,0,0
023-392-030,,right_only,,,,0,0,0
023-512-006,,right_only,,,,0,0,0
023-522-007,,right_only,,,,0,0,0
025-271-037,,right_only,,,,0,0,0
023-472-025,,right_only,,,,0,0,0
023-694-011,,right_only,,,,0,0,0
023-391-008,,right_only,,,,0,0,0
023-421-002,,right_only,,,,0,0,0
031-300-007,,right_only,,,,0,0,0
023-512-009,,right_only,,,,0,0,0
023-381-001,,right_only,,,,0,0,0
023-351-013,,right_only,,,,0,0,0
023-624-003,,right_only,,,,0,0,0
023-351-015,,right_only,,,,0,0,0
023-522-011,,right_only,,,,0,0,0
023-631-008,,right_only,,,,0,0,0
023-512-010,,right_only,,,,0,0,0
023-522-003,,right_only,,,,0,0,0
023-611-004,,right_only,,,,0,0,0
023-695-021,,right_only,,,,0,1,0
023-695-019,,right_only,,,,0,0,0
023-695-016,,right_only,,,,0,0,0
023-612-011,,right_only,,,,0,0,0
023-381-010,,right_only,,,,0,0,0
023-351-014,,right_only,,,,0,0,0
023-624-001,,right_only,,,,0,0,0
023-351-016,,right_only,,,,0,0,0
023-512-012,,right_only,,,,0,1,0
031-020-042,,right_only,,,,0,0,0
023-612-012,,right_only,,,,0,0,0
023-393-025,,right_only,,,,0,0,0
023-695-023,,right_only,,,,0,0,0
023-381-003,,right_only,,,,0,0,0
023-633-001,,right_only,,,,0,0,0
023-522-005,,right_only,,,,0,0,0
023-512-014,,right_only,,,,0,0,0
023-695-005,,right_only,,,,0,0,0
023-695-012,,right_only,,,,0,0,0
023-523-002,,right_only,,,,0,0,0
023-611-008,,right_only,,,,0,0,0
023-801-018,,right_only,,,,0,0,0
023-481-009,,right_only,,,,0,0,0
023-393-024,,right_only,,,,0,0,0
025-520-002,,right_only,,,,0,0,0
025-692-002,,right_only,,,,0,0,0
023-633-003,,right_only,,,,0,0,0
025-691-005,,right_only,,,,0,0,0
025-451-023,,right_only,,,,0,0,0
025-451-009,,right_only,,,,0,0,0
025-451-001,,right_only,,,,0,0,0
025-091-011,,right_only,,,,0,0,0
025-451-021,,right_only,,,,0,0,0
023-801-008,,right_only,,,,0,0,0
025-520-022,,right_only,,,,0,0,0
023-523-009,,right_only,,,,0,0,0
023-801-009,,right_only,,,,0,0,0
023-411-017,,right_only,,,,0,0,0
023-612-005,,right_only,,,,0,0,0
025-692-003,,right_only,,,,0,0,0
023-632-002,,right_only,,,,0,0,0
023-696-015,,right_only,,,,0,0,0
023-801-010,,right_only,,,,0,0,0
023-696-021,,right_only,,,,0,0,0
023-611-012,,right_only,,,,0,0,0
023-381-002,,right_only,,,,0,0,0
023-381-015,,right_only,,,,0,0,0
023-411-015,,right_only,,,,0,0,0
023-801-011,,right_only,,,,0,0,0
023-633-007,,right_only,,,,0,0,0
023-632-006,,right_only,,,,0,0,0
023-411-025,,right_only,,,,0,0,0
025-271-027,,right_only,,,,0,0,0
025-693-002,,right_only,,,,0,0,0
023-633-008,,right_only,,,,0,0,0
023-392-028,,right_only,,,,0,0,0
023-411-019,,right_only,,,,0,0,0
023-802-015,,right_only,,,,0,0,0
025-693-003,,right_only,,,,0,0,0
023-625-013,,right_only,,,,0,0,0
023-625-015,,right_only,,,,0,0,0
025-693-004,,right_only,,,,0,0,0
023-632-011,,right_only,,,,0,0,0
023-696-003,,right_only,,,,0,0,0
025-452-005,,right_only,,,,0,0,0
025-451-013,,right_only,,,,0,0,0
025-452-006,,right_only,,,,0,0,0
025-642-008,,right_only,,,,0,0,0
025-520-021,,right_only,,,,0,0,0
025-641-004,,right_only,,,,0,0,0
025-271-030,,right_only,,,,0,1,0
023-392-022,,right_only,,,,0,0,0
023-482-011,,right_only,,,,0,1,0
025-091-012,,right_only,,,,0,0,0
025-642-006,,right_only,,,,0,0,0
025-421-016,,right_only,,,,0,0,0
023-801-014,,right_only,,,,0,0,0
025-452-002,,right_only,,,,0,0,0
023-482-012,,right_only,,,,0,0,0
025-643-005,,right_only,,,,0,0,0
023-481-017,,right_only,,,,0,0,0
025-421-017,,right_only,,,,0,0,0
025-432-016,,right_only,,,,0,0,0
032-040-004,,right_only,,,,0,0,0
023-802-012,,right_only,,,,0,0,0
023-691-028,,right_only,,,,0,0,0
023-691-027,,right_only,,,,0,0,0
025-520-016,,right_only,,,,0,0,0
023-626-008,,right_only,,,,0,0,0
023-626-007,,right_only,,,,0,0,0
023-691-023,,right_only,,,,0,0,0
023-351-020,,right_only,,,,0,0,0
025-451-022,,right_only,,,,0,0,0
023-801-015,,right_only,,,,0,0,0
080-121-014,,right_only,,,,0,0,0
025-641-005,,right_only,,,,0,0,0
023-392-024,,right_only,,,,0,0,0
023-351-029,,right_only,,,,0,0,0
025-432-011,,right_only,,,,0,0,0
023-430-023,,right_only,,,,0,0,0
025-421-009,,right_only,,,,0,0,0
025-432-018,,right_only,,,,0,0,0
080-121-019,,right_only,,,,0,0,0
032-291-009,,right_only,,,,0,0,0
025-644-014,,right_only,,,,0,0,0
025-644-013,,right_only,,,,0,0,0
032-291-035,,right_only,,,,0,0,0
025-644-015,,right_only,,,,0,0,0
032-291-001,,right_only,,,,0,0,0
023-081-005,,right_only,,,,0,0,0
023-081-008,,right_only,,,,0,0,0
023-081-003,,right_only,,,,0,0,0
023-081-009,,right_only,,,,0,0,0
080-121-020,,right_only,,,,0,0,0
025-443-006,,right_only,,,,0,0,0
025-433-014,,right_only,,,,0,0,0
025-520-014,,right_only,,,,0,0,0
080-122-010,,right_only,,,,0,1,0
023-430-021,,right_only,,,,0,0,0
025-520-015,,right_only,,,,0,0,0
023-430-040,,right_only,,,,0,0,0
025-644-002,,right_only,,,,0,0,0
025-432-021,,right_only,,,,0,0,0
080-121-022,,right_only,,,,0,0,0
025-431-007,,right_only,,,,0,0,0
025-433-012,,right_only,,,,0,0,0
025-520-018,,right_only,,,,0,0,0
032-291-021,,right_only,,,,0,0,0
025-645-001,,right_only,,,,0,0,0
025-432-023,,right_only,,,,0,0,0
025-644-005,,right_only,,,,0,0,0
080-121-024,,right_only,,,,0,0,0
031-020-038,,right_only,,,,0,0,0
025-442-021,,right_only,,,,0,0,0
025-644-004,,right_only,,,,0,0,0
025-443-009,,right_only,,,,0,0,0
080-121-008,,right_only,,,,0,0,0
032-291-028,,right_only,,,,0,0,0
023-081-007,,right_only,,,,0,0,0
080-122-005,,right_only,,,,0,0,0
025-432-024,,right_only,,,,0,0,0
080-121-025,,right_only,,,,0,0,0
080-121-007,,right_only,,,,0,0,0
025-652-001,,right_only,,,,0,1,0
025-654-010,,right_only,,,,0,0,0
025-442-017,,right_only,,,,0,0,0
080-121-026,,right_only,,,,0,0,0
021-031-022,,right_only,,,,0,0,0
080-121-006,,right_only,,,,0,0,0
025-653-003,,right_only,,,,0,0,0
025-442-011,,right_only,,,,0,0,0
023-081-010,,right_only,,,,0,0,0
080-131-001,,right_only,,,,0,0,0
025-651-003,,right_only,,,,0,0,0
025-433-008,,right_only,,,,0,0,0
025-432-026,,right_only,,,,0,0,0
080-121-005,,right_only,,,,0,0,0
025-442-010,,right_only,,,,0,0,0
025-431-001,,right_only,,,,0,0,0
080-122-001,,right_only,,,,0,0,0
025-652-004,,right_only,,,,0,0,0
032-291-029,,right_only,,,,0,0,0
080-010-012,,right_only,,,,0,0,0
080-010-018,,right_only,,,,0,0,0
025-651-004,,right_only,,,,0,0,0
025-442-009,,right_only,,,,0,0,0
025-442-004,,right_only,,,,0,0,0
080-131-004,,right_only,,,,0,0,0
025-654-003,,right_only,,,,0,0,0
025-442-002,,right_only,,,,0,0,0
032-301-010,,right_only,,,,0,0,0
025-442-005,,right_only,,,,0,0,0
080-132-017,,right_only,,,,0,0,0
032-191-004,,right_only,,,,0,0,0
080-113-025,,right_only,,,,0,0,0
032-141-001,,right_only,,,,0,0,0
080-113-022,,right_only,,,,0,0,0
025-592-001,,right_only,,,,0,0,0
025-591-007,,right_only,,,,0,0,0
025-442-006,,right_only,,,,0,0,0
080-121-002,,right_only,,,,0,0,0
021-031-020,,right_only,,,,0,0,0
080-010-013,,right_only,,,,0,0,0
025-592-002,,right_only,,,,0,0,0
080-131-011,,right_only,,,,0,0,0
080-020-009,,right_only,,,,0,0,0
080-131-008,,right_only,,,,0,0,0
080-121-001,,right_only,,,,0,0,0
080-010-016,,right_only,,,,0,0,0
030-131-003,,right_only,,,,0,0,0
025-592-003,,right_only,,,,0,0,0
032-090-011,,right_only,,,,0,0,0
032-090-010,,right_only,,,,0,0,0
030-151-002,,right_only,,,,0,0,0
030-141-002,,right_only,,,,0,0,0
080-131-010,,right_only,,,,0,0,0
032-090-009,,right_only,,,,0,0,0
025-595-013,,right_only,,,,0,0,0
032-191-006,,right_only,,,,0,0,0
025-595-011,,right_only,,,,0,0,0
080-133-002,,right_only,,,,0,0,0
080-132-002,,right_only,,,,0,0,0
080-111-008,,right_only,,,,0,0,0
032-271-004,,right_only,,,,0,0,0
032-141-018,,right_only,,,,0,0,0
032-241-023,,right_only,,,,0,0,0
032-141-004,,right_only,,,,0,0,0
032-271-003,,right_only,,,,0,0,0
080-113-045,,right_only,,,,0,0,0
032-241-025,,right_only,,,,0,0,0
080-132-027,,right_only,,,,0,0,0
025-721-001,,right_only,,,,0,0,0
080-111-007,,right_only,,,,0,0,0
025-594-005,,right_only,,,,0,0,0
025-597-003,,right_only,,,,0,0,0
025-595-004,,right_only,,,,0,0,0
080-133-005,,right_only,,,,0,1,0
032-275-008,,right_only,,,,0,0,0
080-113-043,,right_only,,,,0,0,0
025-594-001,,right_only,,,,0,0,0
032-274-003,,right_only,,,,0,0,0
032-050-079,,right_only,,,,0,0,0
032-070-001,,right_only,,,,0,0,0
025-721-003,,right_only,,,,0,0,0
025-596-002,,right_only,,,,0,0,0
025-595-009,,right_only,,,,0,0,0
032-275-005,,right_only,,,,0,0,0
025-721-004,,right_only,,,,0,0,0
032-050-056,,right_only,,,,0,0,0
032-050-017,,right_only,,,,0,0,0
032-050-022,,right_only,,,,0,0,0
032-050-060,,right_only,,,,0,0,0
032-050-006,,right_only,,,,0,0,0
032-050-062,,right_only,,,,0,0,0
032-050-036,,right_only,,,,0,0,0
025-595-005,,right_only,,,,0,0,0
025-594-004,,right_only,,,,0,1,0
080-114-020,,right_only,,,,0,0,0
025-596-001,,right_only,,,,0,0,0
025-603-001,,right_only,,,,0,0,0
025-781-001,,right_only,,,,0,0,0
025-593-001,,right_only,,,,0,0,0
032-242-005,,right_only,,,,0,0,0
025-721-007,,right_only,,,,0,0,0
025-595-008,,right_only,,,,0,0,0
032-279-003,,right_only,,,,0,0,0
032-090-005,,right_only,,,,0,0,0
080-111-005,,right_only,,,,0,0,0
025-723-002,,right_only,,,,0,0,0
032-291-019,,right_only,,,,0,0,0
032-241-015,,right_only,,,,0,0,0
080-114-018,,right_only,,,,0,1,0
025-595-006,,right_only,,,,0,0,0
032-277-044,,right_only,,,,0,0,0
032-050-034,,right_only,,,,0,0,0
032-192-005,,right_only,,,,0,0,0
025-723-001,,right_only,,,,0,0,0
032-141-011,,right_only,,,,0,0,0
025-596-004,,right_only,,,,0,0,0
032-277-001,,right_only,,,,0,0,0
025-721-008,,right_only,,,,0,0,0
032-242-008,,right_only,,,,0,0,0
032-192-006,,right_only,,,,0,0,0
025-603-003,,right_only,,,,0,0,0
032-277-042,,right_only,,,,0,0,0
025-601-006,,right_only,,,,0,0,0
032-142-008,,right_only,,,,0,0,0
025-602-002,,right_only,,,,0,0,0
080-114-007,,right_only,,,,0,0,0
080-111-002,,right_only,,,,0,0,0
032-277-003,,right_only,,,,0,0,0
032-050-035,,right_only,,,,0,0,0
025-601-004,,right_only,,,,0,0,0
032-242-010,,right_only,,,,0,0,0
025-721-009,,right_only,,,,0,0,0
032-279-008,,right_only,,,,0,0,0
080-114-012,,right_only,,,,0,0,0
032-277-004,,right_only,,,,0,0,0
025-721-013,,right_only,,,,0,0,0
032-141-010,,right_only,,,,0,0,0
080-111-001,,right_only,,,,0,0,0
032-242-011,,right_only,,,,0,0,0
080-114-010,,right_only,,,,0,0,0
032-279-009,,right_only,,,,0,0,0
080-115-006,,right_only,,,,0,0,0
025-602-003,,right_only,,,,0,0,0
032-277-005,,right_only,,,,0,0,0
025-603-005,,right_only,,,,0,0,0
025-721-011,,right_only,,,,0,0,0
032-242-012,,right_only,,,,0,0,0
025-721-010,,right_only,,,,0,0,0
025-721-015,,right_only,,,,0,0,0
080-115-007,,right_only,,,,0,0,0
032-278-036,,right_only,,,,0,0,0
032-277-006,,right_only,,,,0,0,0
032-050-058,,right_only,,,,0,0,0
032-050-069,,right_only,,,,0,0,0
032-050-009,,right_only,,,,0,0,0
032-050-063,,right_only,,,,0,0,0
032-242-013,,right_only,,,,0,0,0
032-050-033,,right_only,,,,0,0,0
080-112-005,,right_only,,,,0,0,0
025-602-011,,right_only,,,,0,1,0
025-601-002,,right_only,,,,0,0,0
025-724-001,,right_only,,,,0,0,0
032-279-012,,right_only,,,,0,0,0
032-302-002,,right_only,,,,0,0,0
021-031-026,,right_only,,,,0,0,0
032-278-010,,right_only,,,,0,0,0
032-278-034,,right_only,,,,0,0,0
080-112-002,,right_only,,,,0,0,0
025-721-016,,right_only,,,,0,0,0
032-242-015,,right_only,,,,0,0,0
025-603-007,,right_only,,,,0,0,0
025-726-011,,right_only,,,,0,0,0
032-278-011,,right_only,,,,0,0,0
025-726-010,,right_only,,,,0,0,0
032-277-035,,right_only,,,,0,0,0
032-151-001,,right_only,,,,0,0,0
032-050-031,,right_only,,,,0,0,0
025-792-004,,right_only,,,,0,0,0
032-312-001,,right_only,,,,0,0,0
032-050-076,,right_only,,,,0,0,0
025-792-005,,right_only,,,,0,0,0
025-726-008,,right_only,,,,0,0,0
025-792-003,,right_only,,,,0,0,0
032-277-011,,right_only,,,,0,0,0
025-602-006,,right_only,,,,0,0,0
025-793-008,,right_only,,,,0,0,0
032-242-018,,right_only,,,,0,0,0
032-278-014,,right_only,,,,0,0,0
025-792-002,,right_only,,,,0,0,0
032-278-030,,right_only,,,,0,0,0
032-277-032,,right_only,,,,0,0,0
025-792-001,,right_only,,,,0,0,0
080-192-029,,right_only,,,,0,0,0
025-792-006,,right_only,,,,0,0,0
032-050-077,,right_only,,,,0,0,0
032-050-032,,right_only,,,,0,0,0
032-277-013,,right_only,,,,0,0,0
025-726-007,,right_only,,,,0,0,0
080-192-028,,right_only,,,,0,0,0
025-726-003,,right_only,,,,0,0,0
032-278-016,,right_only,,,,0,0,0
032-278-028,,right_only,,,,0,0,0
032-201-008,,right_only,,,,0,0,0
025-611-008,,right_only,,,,0,0,0
025-792-007,,right_only,,,,0,0,0
032-313-042,,right_only,,,,0,0,0
025-792-017,,right_only,,,,0,0,0
025-725-001,,right_only,,,,0,0,0
032-278-027,,right_only,,,,0,0,0
032-277-015,,right_only,,,,0,0,0
025-792-008,,right_only,,,,0,0,0
032-151-015,,right_only,,,,0,0,0
080-010-019,,right_only,,,,0,0,0
025-726-006,,right_only,,,,0,0,0
025-735-001,,right_only,,,,0,0,0
032-050-059,,right_only,,,,0,0,0
032-050-013,,right_only,,,,0,0,0
032-090-013,,right_only,,,,0,0,0
032-251-028,,right_only,,,,0,0,0
080-161-007,,right_only,,,,0,0,0
080-192-003,,right_only,,,,0,0,0
032-050-052,,right_only,,,,0,0,0
032-050-020,,right_only,,,,0,0,0
021-031-012,,right_only,,,,0,0,0
032-050-053,,right_only,,,,0,0,0
080-151-015,,right_only,,,,0,0,0
032-050-067,,right_only,,,,0,0,0
032-050-070,,right_only,,,,0,0,0
032-050-066,,right_only,,,,0,0,0
080-142-003,,right_only,,,,0,0,0
032-279-021,,right_only,,,,0,0,0
025-613-005,,right_only,,,,0,0,0
025-734-001,,right_only,,,,0,0,0
021-031-006,,right_only,,,,0,0,0
025-792-033,,right_only,,,,0,0,0
025-726-005,,right_only,,,,0,0,0
030-151-003,,right_only,,,,0,0,0
025-732-001,,right_only,,,,0,0,0
080-182-002,,right_only,,,,0,0,0
025-793-006,,right_only,,,,0,0,0
025-792-018,,right_only,,,,0,0,0
080-191-001,,right_only,,,,0,0,0
032-090-006,,right_only,,,,0,0,0
032-279-022,,right_only,,,,0,0,0
025-733-016,,right_only,,,,0,0,0
025-735-002,,right_only,,,,0,0,0
032-278-024,,right_only,,,,0,0,0
032-201-013,,right_only,,,,6473,0,0
080-192-007,,right_only,,,,0,0,0
032-090-008,,right_only,,,,0,0,0
025-792-032,,right_only,,,,0,0,0
032-278-023,,right_only,,,,0,0,0
025-792-012,,right_only,,,,0,0,0
025-792-019,,right_only,,,,0,0,0
032-278-022,,right_only,,,,0,0,0
080-193-002,,right_only,,,,0,0,0
080-193-003,,right_only,,,,0,0,0
080-182-003,,right_only,,,,0,0,0
025-613-006,,right_only,,,,0,0,0
025-793-005,,right_only,,,,0,0,0
080-192-008,,right_only,,,,0,0,0
025-734-002,,right_only,,,,0,0,0
025-792-011,,right_only,,,,0,0,0
080-183-007,,right_only,,,,0,0,0
032-278-021,,right_only,,,,0,0,0
021-031-005,,right_only,,,,0,0,0
025-793-009,,right_only,,,,0,0,0
032-050-054,,right_only,,,,0,0,0
080-172-017,,right_only,,,,0,0,0
080-152-018,,right_only,,,,0,0,0
080-152-017,,right_only,,,,0,0,0
025-733-001,,right_only,,,,0,0,0
025-793-011,,right_only,,,,0,0,0
080-144-042,,right_only,,,,0,0,0
025-735-003,,right_only,,,,0,0,0
025-792-020,,right_only,,,,0,0,0
080-182-004,,right_only,,,,0,0,0
080-193-001,,right_only,,,,0,0,0
021-241-003,,right_only,,,,0,0,0
025-793-012,,right_only,,,,0,0,0
025-791-005,,right_only,,,,0,0,0
032-277-022,,right_only,,,,0,0,0
025-734-003,,right_only,,,,0,0,0
032-050-016,,right_only,,,,0,0,0
025-792-021,,right_only,,,,0,0,0
032-277-021,,right_only,,,,0,0,0
080-183-002,,right_only,,,,0,0,0
032-151-004,,right_only,,,,0,0,0
080-172-011,,right_only,,,,0,0,0
032-152-006,,right_only,,,,0,0,0
080-172-006,,right_only,,,,0,0,0
080-172-004,,right_only,,,,0,0,0
080-182-005,,right_only,,,,0,0,0
080-152-003,,right_only,,,,0,0,0
080-152-002,,right_only,,,,0,0,0
080-152-005,,right_only,,,,0,0,0
080-152-004,,right_only,,,,0,0,0
025-733-002,,right_only,,,,0,0,0
025-792-022,,right_only,,,,0,0,0
080-152-010,,right_only,,,,0,0,0
080-193-007,,right_only,,,,0,0,0
032-283-004,,right_only,,,,0,0,0
032-050-055,,right_only,,,,0,0,0
032-282-054,,right_only,,,,0,0,0
080-192-021,,right_only,,,,0,0,0
025-734-004,,right_only,,,,0,0,0
025-733-013,,right_only,,,,0,0,0
025-793-015,,right_only,,,,0,0,0
025-793-013,,right_only,,,,0,0,0
025-734-016,,right_only,,,,0,0,0
032-282-003,,right_only,,,,0,0,0
032-282-053,,right_only,,,,0,0,0
025-793-002,,right_only,,,,0,0,0
025-792-025,,right_only,,,,0,0,0
021-050-006,,right_only,,,,0,0,0
025-792-028,,right_only,,,,0,0,0
080-192-033,,right_only,,,,0,1,0
025-733-003,,right_only,,,,0,0,0
025-612-005,,right_only,,,,0,0,0
032-203-001,,right_only,,,,0,0,0
032-282-004,,right_only,,,,0,0,0
080-020-003,,right_only,,,,0,0,0
025-792-024,,right_only,,,,0,0,0
025-734-005,,right_only,,,,0,0,0
080-192-014,,right_only,,,,0,0,0
025-792-026,,right_only,,,,0,0,0
032-311-008,,right_only,,,,0,0,0
080-177-001,,right_only,,,,0,0,0
080-184-001,,right_only,,,,0,0,0
080-192-015,,right_only,,,,0,0,0
080-010-015,,right_only,,,,0,0,0
032-050-057,,right_only,,,,0,0,0
080-145-002,,right_only,,,,0,0,0
080-192-016,,right_only,,,,0,0,0
080-145-003,,right_only,,,,0,0,0
080-192-017,,right_only,,,,0,0,0
032-050-014,,right_only,,,,0,0,0
080-155-018,,right_only,,,,0,0,0
080-155-017,,right_only,,,,0,0,0
032-151-005,,right_only,,,,0,0,0
080-154-022,,right_only,,,,0,0,0
080-154-001,,right_only,,,,0,0,0
025-793-001,,right_only,,,,0,0,0
032-152-020,,right_only,,,,0,0,0
032-050-019,,right_only,,,,0,0,0
032-050-028,,right_only,,,,0,0,0
032-050-011,,right_only,,,,0,0,0
080-185-003,,right_only,,,,0,0,0
025-791-008,,right_only,,,,0,0,0
025-732-006,,right_only,,,,0,0,0
080-192-018,,right_only,,,,0,0,0
032-314-012,,right_only,,,,0,0,0
032-283-008,,right_only,,,,0,0,0
080-144-010,,right_only,,,,0,0,0
025-733-011,,right_only,,,,0,0,0
032-281-004,,right_only,,,,0,0,0
032-090-004,,right_only,,,,0,0,0
025-803-019,,right_only,,,,0,0,0
025-734-006,,right_only,,,,0,0,0
080-155-016,,right_only,,,,0,0,0
025-732-014,,right_only,,,,0,0,0
025-732-015,,right_only,,,,0,0,0
025-732-007,,right_only,,,,0,0,0
032-251-015,,right_only,,,,0,0,0
032-050-008,,right_only,,,,0,0,0
080-153-007,,right_only,,,,0,0,0
032-283-010,,right_only,,,,0,0,0
080-185-002,,right_only,,,,0,0,0
025-735-007,,right_only,,,,0,0,0
025-733-010,,right_only,,,,0,0,0
080-163-005,,right_only,,,,0,0,0
025-734-013,,right_only,,,,0,0,0
080-155-015,,right_only,,,,0,0,0
080-154-020,,right_only,,,,0,0,0
025-734-007,,right_only,,,,0,0,0
032-314-026,,right_only,,,,0,0,0
025-733-005,,right_only,,,,0,0,0
032-050-071,,right_only,,,,0,0,0
025-801-001,,right_only,,,,0,0,0
080-010-020,,right_only,,,,0,0,0
080-153-002,,right_only,,,,0,0,0
025-732-008,,right_only,,,,0,0,0
032-313-039,,right_only,,,,0,0,0
025-735-008,,right_only,,,,0,0,0
080-155-022,,right_only,,,,0,0,0
025-621-002,,right_only,,,,0,0,0
032-312-013,,right_only,,,,0,0,0
025-803-009,,right_only,,,,0,1,0
032-281-043,,right_only,,,,0,0,0
025-804-007,,right_only,,,,0,1,0
025-733-009,,right_only,,,,0,0,0
025-731-004,,right_only,,,,0,1,0
080-163-006,,right_only,,,,0,0,0
032-314-027,,right_only,,,,0,0,0
080-163-007,,right_only,,,,0,0,0
080-154-018,,right_only,,,,0,0,0
080-145-011,,right_only,,,,0,0,0
032-251-011,,right_only,,,,0,0,0
032-151-007,,right_only,,,,0,0,0
025-732-009,,right_only,,,,0,0,0
032-090-002,,right_only,,,,0,0,0
032-050-074,,right_only,,,,0,0,0
025-732-012,,right_only,,,,0,0,0
025-803-006,,right_only,,,,0,0,0
080-155-012,,right_only,,,,0,0,0
032-314-034,,right_only,,,,0,0,0
032-312-012,,right_only,,,,0,0,0
032-313-044,,right_only,,,,0,0,0
032-252-016,,right_only,,,,0,0,0
080-163-018,,right_only,,,,0,0,0
032-211-018,,right_only,,,,0,0,0
025-621-003,,right_only,,,,0,0,0
032-282-043,,right_only,,,,0,0,0
080-163-010,,right_only,,,,0,0,0
032-381-009,,right_only,,,,0,0,0
025-745-001,,right_only,,,,0,0,0
025-803-005,,right_only,,,,0,0,0
025-732-010,,right_only,,,,0,0,0
025-744-001,,right_only,,,,0,0,0
080-154-007,,right_only,,,,0,0,0
025-803-007,,right_only,,,,0,0,0
032-313-037,,right_only,,,,0,0,0
080-163-017,,right_only,,,,0,0,0
080-175-004,,right_only,,,,0,0,0
032-314-033,,right_only,,,,0,0,0
025-801-004,,right_only,,,,0,0,0
025-731-007,,right_only,,,,0,0,0
032-312-011,,right_only,,,,0,0,0
032-321-012,,right_only,,,,0,0,0
032-321-011,,right_only,,,,0,0,0
025-804-005,,right_only,,,,0,0,0
032-311-005,,right_only,,,,0,0,0
080-163-011,,right_only,,,,0,0,0
032-321-006,,right_only,,,,0,0,0
032-321-002,,right_only,,,,0,0,0
032-282-015,,right_only,,,,0,0,0
032-050-047,,right_only,,,,0,0,0
032-050-048,,right_only,,,,0,0,0
032-321-001,,right_only,,,,0,0,0
080-146-010,,right_only,,,,0,0,0
025-744-002,,right_only,,,,0,0,0
025-805-001,,right_only,,,,0,0,0
080-155-027,,right_only,,,,0,0,0
