Transaction Number,Parcel Type,APN,Current Parcel Status 2/1/2024,Parcel Address,Current Active Parcel
PCCA-ALLOC-2385,Receiving,092-200-023,Active,,
PCCA-ALLOC-2384,Receiving,090-272-017,Active,,
PCCA-ALLOC-2383,Receiving,083-350-036,Active,,
PCCA-ALLOC-2382,Receiving,092-010-051,Active,,
PCCA-ALLOC-2381,Receiving,098-252-001,Active,,
PCCA-ALLOC-2380,Receiving,112-280-009,Active,,
PCCA-ALLOC-2379,Receiving,111-150-009,Active,,
PCCA-ALLOC-2378,Receiving,094-175-007,Active,,
PCCA-ALLOC-2377,Receiving,094-102-010,Active,,
TRPA-ALLOC-2372,Receiving,092-170-033,Active,,
DCNV-ALLOC-2371,Receiving,1318-15-611-059,Active,,
DCNV-ALLOC-2370,Receiving,1418-34-110-047,Active,,
CSLT-ALLOC-2369,Receiving,031-256-002,Active,,
CSLT-ALLOC-2368,Receiving,032-313-035,Active,,
CSLT-ALLOC-2367,Receiving,022-192-013,Active,,
CSLT-ALLOC-2366,Receiving,031-215-002,Active,,
CSLT-ALLOC-2364,Receiving,025-282-018,Active,,
CSLT-ALLOC-2363,Receiving,023-633-008,Active,,
CSLT-ALLOC-2362,Receiving,023-162-002,Active,,
TRPA-ALLOC-2357,Receiving,090-115-037,Active,,
TRPA-ALLOC-2356,Receiving,132-231-09,Active,,
EDCCA-ALLOC-2355,Receiving,033-441-003,Active,,
EDCCA-ALLOC-2354,Receiving,015-313-017,Active,,
EDCCA-ALLOC-2353,Receiving,036-423-001,Active,,
TRPA-ALLOC-2348,Receiving,098-191-018,Active,,
TRPA-ALLOC-2347,Receiving,094-122-023,Active,,
TRPA-ALLOC-2346,Receiving,093-130-026,Active,,
TRPA-ALLOC-2345,Receiving,026-152-002,Active,,
TRPA-ALLOC-2344,Receiving,090-142-001,Active,,
TRPA-ALLOC-2329,Receiving,023-151-030,Active,,
TRPA-ALLOC-2328,Receiving,094-052-011,Active,,
TRPA-ALLOC-2326,Receiving,093-160-079,Active,,
EDCCA-ALLOC-2325,Receiving,034-382-005,Active,,
EDCCA-ALLOC-2324,Receiving,080-114-010,Active,,
EDCCA-ALLOC-2317,Receiving,080-176-001,Active,,
EDCCA-ALLOC-2316,Receiving,014-242-008,Active,,
EDCCA-ALLOC-2315,Receiving,016-483-005,Active,,
EDCCA-ALLOC-2312,Receiving,016-382-016,Active,,
CSLT-ALLOC-2286,Receiving,029-190-032,Active,,
DCNV-ALLOC-2285,Receiving,1418-34-111-040,Active,,
CSLT-ALLOC-2284,Receiving,031-252-004,Active,,
DCNV-ALLOC-2281,Receiving,1318-23-810-061,Active,,
TRPA-ALLOC-2280,Receiving,093-160-079,Active,,
TRPA-ALLOC-2279,Receiving,090-133-021,Active,,
CSLT-ALLOC-2277,Receiving,031-094-017,Active,,
TRPA-ALLOC-2274,Receiving,025-041-023,Active,,
EDCCA-ALLOC-2272,Receiving,036-433-002,Active,,
CSLT-ALLOC-2271,Receiving,026-037-001,Active,,
CSLT-ALLOC-2270,Receiving,027-222-018,Active,,
CSLT-ALLOC-2269,Receiving,026-067-015,Active,,
CSLT-ALLOC-2268,Receiving,023-686-017,Active,,
CSLT-ALLOC-2267,Receiving,025-682-004,Active,,
CSLT-ALLOC-2266,Receiving,028-061-034,Active,,
CSLT-ALLOC-2265,Receiving,029-421-003,Active,,
CSLT-ALLOC-2264,Receiving,025-670-034,Active,,
CSLT-ALLOC-2263,Receiving,026-064-006,Active,,
CSLT-ALLOC-2262,Receiving,027-342-009,Active,,
CSLT-ALLOC-2261,Receiving,023-101-002,Active,,
CSLT-ALLOC-2260,Receiving,023-743-011,Active,,
CSLT-ALLOC-2259,Receiving,025-231-014,Active,,
CSLT-ALLOC-2258,Receiving,023-691-021,Active,,
CSLT-ALLOC-2257,Receiving,027-241-030,Active,,
CSLT-ALLOC-2256,Receiving,027-342-004,Active,,
CSLT-ALLOC-2255,Receiving,032-162-002,Active,,
CSLT-ALLOC-2254,Receiving,025-021-078,Active,,
CSLT-ALLOC-2253,Receiving,025-264-009,Active,,
CSLT-ALLOC-2252,Receiving,026-097-012,Active,,
CSLT-ALLOC-2251,Receiving,030-401-001,Active,,
CSLT-ALLOC-2250,Receiving,027-241-008,Active,,
CSLT-ALLOC-2249,Receiving,026-134-017,Active,,
CSLT-ALLOC-2248,Receiving,031-216-009,Active,,
CSLT-ALLOC-2247,Receiving,023-654-018,Active,,
CSLT-ALLOC-2246,Receiving,023-441-010,Active,,
CSLT-ALLOC-2245,Receiving,025-373-001,Active,,
CSLT-ALLOC-2244,Receiving,027-351-009,Active,,
CSLT-ALLOC-2243,Receiving,027-351-008,Active,,
CSLT-ALLOC-2242,Receiving,027-351-007,Active,,
CSLT-ALLOC-2241,Receiving,026-074-024,Active,,
CSLT-ALLOC-2240,Receiving,032-261-006,Active,,
CSLT-ALLOC-2238,Receiving,025-580-002,Active,,
CSLT-ALLOC-2237,Receiving,032-279-009,Active,,
CSLT-ALLOC-2236,Receiving,027-144-016,Active,,
CSLT-ALLOC-2235,Receiving,025-282-018,Active,,
CSLT-ALLOC-2234,Receiving,023-182-026,Active,,
CSLT-ALLOC-2233,Receiving,025-211-003,Active,,
CSLT-ALLOC-2232,Receiving,026-122-031,Inactive,"680 EL DORADO AVE, SOUTH LAKE TAHOE, CA 96150",026-122-036
CSLT-ALLOC-2231,Receiving,026-124-018,Active,,
CSLT-ALLOC-2230,Receiving,023-161-032,Active,,
CSLT-ALLOC-2229,Receiving,029-381-020,Active,,
CSLT-ALLOC-2228,Receiving,029-381-019,Active,,
PCCA-ALLOC-2225,Receiving,112-060-018,Active,,
EDCCA-ALLOC-2214,Receiving,014-291-006,Active,,
CSLT-ALLOC-2213,Receiving,031-123-020,Active,,
CSLT-ALLOC-2212,Receiving,028-221-030,Active,,
CSLT-ALLOC-2209,Receiving,023-904-008,Active,,
CSLT-ALLOC-2208,Receiving,028-052-004,Active,,
CSLT-ALLOC-2149,Receiving,025-262-006,Active,,
EDCCA-ALLOC-2145,Receiving,014-321-002,Active,,
TRPA-ALLOC-2144,Receiving,117-100-088,Active,,
EDCCA-ALLOC-2125,Receiving,015-315-015,Active,,
TRPA-ALLOC-2119,Receiving,023-655-012,Active,,
EDCCA-ALLOC-2117,Receiving,016-313-010,Active,,
EDCCA-ALLOC-2116,Receiving,033-292-011,Active,,
EDCCA-ALLOC-2115,Receiving,016-181-006,Active,,
WCNV-ALLOC-2113,Receiving,125-541-13,Active,,
PCCA-ALLOC-2110,Receiving,111-280-017,Active,,
PCCA-ALLOC-2109,Receiving,097-140-003,Inactive,"5245 SANS SOUCI TER, Homewood, CA 96141",097-140-046
PCCA-ALLOC-2108,Receiving,097-060-038,Inactive,"5145 W LAKE BLVD, HOMEWOOD, CA 96141",097-060-044
PCCA-ALLOC-2107,Receiving,097-140-003,Inactive,"5245 SANS SOUCI TER, Homewood, CA 96141",097-140-046
PCCA-ALLOC-2106,Receiving,097-140-003,Inactive,"5245 SANS SOUCI TER, Homewood, CA 96141",097-140-046
PCCA-ALLOC-2105,Receiving,097-060-038,Inactive,"5145 W LAKE BLVD, HOMEWOOD, CA 96141",097-060-044
PCCA-ALLOC-2104,Receiving,097-140-003,Inactive,"5245 SANS SOUCI TER, Homewood, CA 96141",097-140-046
PCCA-ALLOC-2103,Receiving,097-140-003,Inactive,"5245 SANS SOUCI TER, Homewood, CA 96141",097-140-046
PCCA-ALLOC-2102,Receiving,111-110-019,Active,,
PCCA-ALLOC-2101,Receiving,085-250-008,Active,,
PCCA-ALLOC-2100,Receiving,115-040-082,Active,,
PCCA-ALLOC-2099,Receiving,085-201-020,Active,,
PCCA-ALLOC-2098,Receiving,094-211-018,Active,,
PCCA-ALLOC-2097,Receiving,092-010-052,Active,,
PCCA-ALLOC-2096,Receiving,092-110-053,Active,,
PCCA-ALLOC-2095,Receiving,115-010-019,Active,,
PCCA-ALLOC-2094,Receiving,098-111-001,Active,,
PCCA-ALLOC-2093,Receiving,115-040-004,Active,,
PCCA-ALLOC-2092,Receiving,115-030-101,Active,,
PCCA-ALLOC-2091,Receiving,115-050-058,Active,,
EDCCA-ALLOC-2090,Receiving,015-252-010,Active,,
CSLT-ALLOC-2089,Receiving,031-093-026,Active,,
CSLT-ALLOC-2078,Receiving,031-153-006,Active,,
EDCCA-ALLOC-2077,Receiving,015-032-013,Active,,
TRPA-ALLOC-2076,Receiving,095-110-022,Active,,
DCNV-ALLOC-2075,Receiving,1418-15-511-006,Active,,
EDCCA-ALLOC-2074,Receiving,081-141-005,Active,,
EDCCA-ALLOC-2073,Receiving,034-171-003,Active,,
EDCCA-ALLOC-2042,Receiving,033-452-011,Active,,
CSLT-ALLOC-2038,Receiving,026-061-006,Active,,
CSLT-ALLOC-2037,Receiving,029-095-029,Active,,
EDCCA-ALLOC-2033,Receiving,033-642-011,Active,,
CSLT-ALLOC-2031,Receiving,032-192-009,Active,,
DCNV-ALLOC-2028,Receiving,1418-15-511-002,Active,,
TRPA-ALLOC-2026,Receiving,031-172-011,Active,,
EDCCA-ALLOC-2025,Receiving,016-091-008,Active,,
EDCCA-ALLOC-2019,Receiving,033-441-028,Active,,
EDCCA-ALLOC-2017,Receiving,035-231-018,Active,,
EDCCA-ALLOC-2013,Receiving,034-171-002,Active,,
EDCCA-ALLOC-2012,Receiving,033-801-007,Active,,
DCNV-ALLOC-2011,Receiving,1318-23-814-009,Active,,
TRPA-ALLOC-2010,Receiving,025-041-023,Active,,
EDCCA-ALLOC-2006,Receiving,034-572-010,Active,,
EDCCA-ALLOC-2005,Receiving,034-092-010,Active,,
EDCCA-ALLOC-2004,Receiving,081-142-013,Active,,
EDCCA-ALLOC-2003,Receiving,015-101-014,Active,,
EDCCA-ALLOC-1992,Receiving,034-722-031,Active,,
EDCCA-ALLOC-1991,Receiving,034-443-001,Active,,
EDCCA-ALLOC-1986,Receiving,033-273-009,Active,,
CSLT-ALLOC-1985,Receiving,031-124-003,Active,,
CSLT-ALLOC-1983,Receiving,023-684-005,Active,,
TRPA-ALLOC-1977,Receiving,130-152-08,Active,,
EDCCA-ALLOC-1974,Receiving,016-432-016,Active,,
EDCCA-ALLOC-1973,Receiving,025-354-015,Active,,
EDCCA-ALLOC-1972,Receiving,015-262-007,Active,,
CSLT-ALLOC-1889,Receiving,031-161-009,Active,,
TRPA-ALLOC-1888,Receiving,111-100-028,Active,,
TRPA-ALLOC-1887,Receiving,026-094-026,Active,,
CSLT-ALLOC-1886,Receiving,023-182-026,Active,,
TRPA-ALLOC-1885,Receiving,026-050-005,Inactive,,026-050-015
TRPA-ALLOC-1884,Receiving,094-213-003,Active,,
TRPA-ALLOC-1883,Receiving,032-291-028,Active,,
TRPA-ALLOC-1882,Receiving,032-291-031,Active,,
DCNV-ALLOC-1873,Receiving,1318-10-310-066,Active,,
TRPA-ALLOC-1872,Receiving,025-041-023,Active,,
TRPA-ALLOC-1871,Receiving,025-041-023,Active,,
DCNV-ALLOC-1870,Receiving,1418-27-210-035,Active,,
PCCA-ALLOC-1869,Receiving,098-167-019,Active,,
PCCA-ALLOC-1868,Receiving,085-072-018,Active,,
PCCA-ALLOC-1867,Receiving,112-260-011,Active,,
PCCA-ALLOC-1866,Receiving,112-300-007,Active,,
PCCA-ALLOC-1865,Receiving,090-125-005,Active,,
PCCA-ALLOC-1864,Receiving,112-060-001,Active,,
PCCA-ALLOC-1863,Receiving,098-291-007,Active,,
PCCA-ALLOC-1862,Receiving,083-092-013,Active,,
EDCCA-ALLOC-1861,Receiving,033-465-015,Active,,
TRPA-ALLOC-1860,Receiving,116-050-020,Active,,
WCNV-ALLOC-1859,Receiving,123-131-11,Active,,
DCNV-ALLOC-1858,Receiving,1418-34-401-014,Active,,
DCNV-ALLOC-1857,Receiving,1418-27-210-037,Active,,
WCNV-ALLOC-1856,Receiving,123-041-18,Inactive,"28 CALANEVA DR, CRYSTAL BAY, NV 89402",123-041-25
CSLT-ALLOC-1849,Receiving,032-252-029,Active,,
CSLT-ALLOC-1847,Receiving,026-031-012,Inactive,,026-031-018
CSLT-ALLOC-1845,Receiving,023-511-011,Active,,
CSLT-ALLOC-1844,Receiving,032-282-017,Active,,
CSLT-ALLOC-1843,Receiving,023-571-005,Active,,
WCNV-ALLOC-1841,Receiving,130-241-45,Inactive,"1061 LAKESHORE BLVD, INCLINE VILLAGE, NV 89451",130-241-65
DCNV-ALLOC-1828,Receiving,1418-34-401-004,Active,,
EDCCA-ALLOC-1825,Receiving,014-234-002,Active,,
EDCCA-ALLOC-1824,Receiving,033-781-001,Active,,
CSLT-ALLOC-1805,Receiving,023-241-042,Active,,
CSLT-ALLOC-1804,Receiving,023-241-042,Active,,
EDCCA-ALLOC-1803,Receiving,080-155-022,Active,,
EDCCA-ALLOC-1802,Receiving,014-301-007,Active,,
EDCCA-ALLOC-1801,Receiving,034-082-006,Active,,
EDCCA-ALLOC-1796,Receiving,025-757-010,Active,,
EDCCA-ALLOC-1795,Receiving,033-333-002,Active,,
EDCCA-ALLOC-1794,Receiving,080-162-018,Active,,
EDCCA-ALLOC-1793,Receiving,033-581-017,Active,,
EDCCA-ALLOC-1792,Receiving,081-151-003,Active,,
EDCCA-ALLOC-1791,Receiving,025-331-013,Active,,
WCNV-ALLOC-1790,Receiving,130-162-03,Active,,
DCNV-ALLOC-1789,Receiving,1418-10-502-004,Active,,
CSLT-ALLOC-1783,Receiving,031-233-014,Active,,
EDCCA-ALLOC-1781,Receiving,033-343-014,Active,,
CSLT-ALLOC-1780,Receiving,022-200-014,Active,,
EDCCA-ALLOC-1779,Receiving,033-292-012,Active,,
EDCCA-ALLOC-1778,Receiving,034-331-010,Active,,
TRPA-ALLOC-1777,Receiving,132-232-08,Active,,
CSLT-ALLOC-1775,Receiving,026-104-005,Active,,
CSLT-ALLOC-1773,Receiving,031-092-004,Active,,
CSLT-ALLOC-1772,Receiving,031-092-004,Active,,
CSLT-ALLOC-1767,Receiving,031-284-004,Active,,
CSLT-ALLOC-1766,Receiving,031-284-004,Active,,
CSLT-ALLOC-1764,Receiving,025-201-008,Active,,
CSLT-ALLOC-1762,Receiving,025-201-008,Active,,
CSLT-ALLOC-1761,Receiving,026-074-003,Active,,
CSLT-ALLOC-1760,Receiving,023-141-029,Active,,
CSLT-ALLOC-1757,Receiving,031-341-012,Active,,
CSLT-ALLOC-1753,Receiving,027-241-030,Active,,
CSLT-ALLOC-1752,Receiving,023-683-001,Active,,
CSLT-ALLOC-1748,Receiving,028-161-014,Active,,
CSLT-ALLOC-1747,Receiving,023-744-028,Active,,
CSLT-ALLOC-1746,Receiving,031-162-019,Active,,
CSLT-ALLOC-1745,Receiving,022-171-042,Active,,
CSLT-ALLOC-1744,Receiving,032-252-030,Active,,
CSLT-ALLOC-1743,Receiving,023-753-004,Active,,
CSLT-ALLOC-1742,Receiving,026-081-004,Active,,
CSLT-ALLOC-1740,Receiving,031-166-015,Active,,
CSLT-ALLOC-1739,Receiving,025-261-009,Active,,
CSLT-ALLOC-1737,Receiving,025-226-003,Active,,
CSLT-ALLOC-1736,Receiving,031-084-006,Active,,
CSLT-ALLOC-1734,Receiving,031-153-001,Active,,
CSLT-ALLOC-1733,Receiving,027-141-010,Active,,
CSLT-ALLOC-1729,Receiving,027-311-032,Active,,
CSLT-ALLOC-1728,Receiving,031-314-010,Active,,
CSLT-ALLOC-1726,Receiving,029-091-014,Active,,
CSLT-ALLOC-1725,Receiving,032-282-015,Active,,
CSLT-ALLOC-1724,Receiving,022-023-003,Active,,
CSLT-ALLOC-1723,Receiving,023-542-001,Active,,
TRPA-ALLOC-1722,Receiving,092-190-034,Active,,
TRPA-ALLOC-1721,Receiving,097-161-004,Active,,
EDCCA-ALLOC-1720,Receiving,025-303-002,Active,,
CSLT-ALLOC-1718,Receiving,031-182-010,Active,,
EDCCA-ALLOC-1717,Receiving,034-682-003,Active,,
EDCCA-ALLOC-1716,Receiving,033-864-010,Active,,
EDCCA-ALLOC-1715,Receiving,025-755-018,Active,,
EDCCA-ALLOC-1713,Receiving,034-692-010,Active,,
EDCCA-ALLOC-1712,Receiving,034-531-006,Active,,
TRPA-ALLOC-1696,Receiving,023-182-028,Inactive,"906 EMERALD BAY RD, SOUTH LAKE TAHOE, CA 96150",023-960-008
EDCCA-ALLOC-1691,Receiving,015-311-011,Active,,
EDCCA-ALLOC-1690,Receiving,033-837-001,Active,,
EDCCA-ALLOC-1689,Receiving,033-492-007,Active,,
CSLT-ALLOC-1688,Receiving,032-261-005,Active,,
EDCCA-ALLOC-1687,Receiving,081-151-009,Active,,
EDCCA-ALLOC-1686,Receiving,080-113-025,Active,,
EDCCA-ALLOC-1482,Receiving,080-144-010,Active,,
EDCCA-ALLOC-1479,Receiving,081-065-003,Active,,
EDCCA-ALLOC-1478,Receiving,033-673-003,Active,,
EDCCA-ALLOC-1477,Receiving,014-352-005,Active,,
EDCCA-ALLOC-1476,Receiving,033-273-001,Active,,
EDCCA-ALLOC-1475,Receiving,015-304-033,Active,,
EDCCA-ALLOC-1474,Receiving,034-172-012,Active,,
WCNV-ALLOC-1473,Receiving,123-133-25,Active,,
WCNV-ALLOC-1472,Receiving,124-921-17,Active,,
CSLT-ALLOC-1464,Receiving,023-182-028,Inactive,"906 EMERALD BAY RD, SOUTH LAKE TAHOE, CA 96150",023-960-008
CSLT-ALLOC-1463,Receiving,023-182-028,Inactive,"906 EMERALD BAY RD, SOUTH LAKE TAHOE, CA 96150",023-960-008
CSLT-ALLOC-1459,Receiving,023-182-028,Inactive,"906 EMERALD BAY RD, SOUTH LAKE TAHOE, CA 96150",023-960-008
EDCCA-ALLOC-1458,Receiving,033-715-003,Active,,
DCNV-ALLOC-1449,Receiving,1318-16-810-022,Active,,
EDCCA-ALLOC-1437,Receiving,015-253-026,Active,,
EDCCA-ALLOC-1434,Receiving,033-435-005,Active,,
EDCCA-ALLOC-1433,Receiving,025-651-001,Active,,
EDCCA-ALLOC-1432,Receiving,033-413-004,Active,,
EDCCA-ALLOC-1431,Receiving,081-103-008,Active,,
EDCCA-ALLOC-1430,Receiving,016-382-014,Active,,
EDCCA-ALLOC-1429,Receiving,034-713-014,Active,,
EDCCA-ALLOC-1428,Receiving,033-735-008,Active,,
EDCCA-ALLOC-1427,Receiving,034-201-005,Active,,
EDCCA-ALLOC-1426,Receiving,034-266-002,Active,,
EDCCA-ALLOC-1425,Receiving,034-294-018,Active,,
EDCCA-ALLOC-1424,Receiving,033-492-001,Active,,
EDCCA-ALLOC-1423,Receiving,034-521-011,Active,,
EDCCA-ALLOC-1422,Receiving,025-801-005,Active,,
EDCCA-ALLOC-1421,Receiving,034-754-003,Active,,
EDCCA-ALLOC-1420,Receiving,025-742-011,Active,,
EDCCA-ALLOC-1419,Receiving,034-095-004,Active,,
EDCCA-ALLOC-1418,Receiving,025-654-001,Active,,
EDCCA-ALLOC-1417,Receiving,034-551-008,Active,,
EDCCA-ALLOC-1416,Receiving,081-102-010,Active,,
EDCCA-ALLOC-1415,Receiving,081-082-004,Active,,
EDCCA-ALLOC-1414,Receiving,033-674-005,Active,,
EDCCA-ALLOC-1413,Receiving,036-473-004,Active,,
EDCCA-ALLOC-1412,Receiving,015-104-020,Active,,
EDCCA-ALLOC-1411,Receiving,021-281-019,Active,,
EDCCA-ALLOC-1410,Receiving,016-143-011,Active,,
EDCCA-ALLOC-1409,Receiving,081-141-028,Active,,
EDCCA-ALLOC-1408,Receiving,025-271-030,Active,,
EDCCA-ALLOC-1407,Receiving,034-653-006,Active,,
EDCCA-ALLOC-1406,Receiving,081-085-008,Active,,
EDCCA-ALLOC-1405,Receiving,033-821-015,Active,,
EDCCA-ALLOC-1404,Receiving,034-683-002,Active,,
EDCCA-ALLOC-1403,Receiving,033-864-021,Active,,
EDCCA-ALLOC-1402,Receiving,080-155-023,Active,,
EDCCA-ALLOC-1401,Receiving,025-354-008,Active,,
EDCCA-ALLOC-1400,Receiving,034-283-024,Active,,
EDCCA-ALLOC-1399,Receiving,015-201-025,Active,,
EDCCA-ALLOC-1398,Receiving,034-592-003,Active,,
EDCCA-ALLOC-1397,Receiving,035-241-001,Active,,
EDCCA-ALLOC-1396,Receiving,033-372-003,Active,,
EDCCA-ALLOC-1395,Receiving,015-314-022,Active,,
EDCCA-ALLOC-1394,Receiving,035-132-017,Active,,
EDCCA-ALLOC-1393,Receiving,081-043-003,Active,,
EDCCA-ALLOC-1392,Receiving,021-321-023,Active,,
EDCCA-ALLOC-1391,Receiving,015-315-007,Active,,
EDCCA-ALLOC-1390,Receiving,034-753-012,Active,,
EDCCA-ALLOC-1389,Receiving,015-263-012,Active,,
EDCCA-ALLOC-1388,Receiving,035-274-003,Active,,
EDCCA-ALLOC-1386,Receiving,033-352-011,Active,,
EDCCA-ALLOC-1385,Receiving,025-833-003,Active,,
EDCCA-ALLOC-1384,Receiving,080-146-009,Active,,
EDCCA-ALLOC-1383,Receiving,034-098-003,Active,,
EDCCA-ALLOC-1382,Receiving,081-152-005,Active,,
EDCCA-ALLOC-1381,Receiving,015-104-017,Active,,
EDCCA-ALLOC-1380,Receiving,081-087-005,Active,,
EDCCA-ALLOC-1379,Receiving,015-213-016,Active,,
EDCCA-ALLOC-1378,Receiving,033-678-011,Active,,
EDCCA-ALLOC-1377,Receiving,015-154-004,Active,,
EDCCA-ALLOC-1376,Receiving,033-492-019,Active,,
EDCCA-ALLOC-1375,Receiving,014-274-007,Active,,
EDCCA-ALLOC-1374,Receiving,034-704-026,Active,,
EDCCA-ALLOC-1373,Receiving,033-837-002,Active,,
EDCCA-ALLOC-1372,Receiving,033-413-002,Active,,
EDCCA-ALLOC-1371,Receiving,035-233-026,Active,,
EDCCA-ALLOC-1370,Receiving,033-744-003,Active,,
EDCCA-ALLOC-1369,Receiving,033-472-010,Active,,
EDCCA-ALLOC-1368,Receiving,015-101-017,Active,,
EDCCA-ALLOC-1367,Receiving,036-591-003,Active,,
EDCCA-ALLOC-1366,Receiving,080-114-009,Active,,
EDCCA-ALLOC-1365,Receiving,025-742-017,Active,,
CSLT-ALLOC-1364,Receiving,031-051-002,Active,,
CSLT-ALLOC-1362,Receiving,023-741-001,Active,,
CSLT-ALLOC-1360,Receiving,023-554-007,Active,,
CSLT-ALLOC-1359,Receiving,022-141-003,Active,,
CSLT-ALLOC-1358,Receiving,023-694-007,Active,,
CSLT-ALLOC-1357,Receiving,023-782-016,Active,,
CSLT-ALLOC-1356,Receiving,025-375-032,Active,,
CSLT-ALLOC-1353,Receiving,023-152-006,Active,,
CSLT-ALLOC-1351,Receiving,025-263-008,Active,,
CSLT-ALLOC-1345,Receiving,023-695-012,Active,,
CSLT-ALLOC-1344,Receiving,031-122-010,Active,,
PCCA-ALLOC-1343,Receiving,085-141-012,Active,,
PCCA-ALLOC-1342,Receiving,093-103-006,Active,,
PCCA-ALLOC-1341,Receiving,090-124-016,Active,,
PCCA-ALLOC-1340,Receiving,094-221-001,Active,,
PCCA-ALLOC-1339,Receiving,083-360-009,Active,,
PCCA-ALLOC-1338,Receiving,111-270-017,Active,,
PCCA-ALLOC-1337,Receiving,090-124-033,Active,,
PCCA-ALLOC-1336,Receiving,092-100-004,Active,,
TRPA-ALLOC-1335,Receiving,032-291-031,Active,,
TRPA-ALLOC-1334,Receiving,031-290-012,Active,,
TRPA-ALLOC-1333,Receiving,023-231-003,Active,,
TRPA-ALLOC-1331,Receiving,032-291-028,Active,,
TRPA-ALLOC-1330,Receiving,032-291-028,Active,,
TRPA-ALLOC-1329,Receiving,094-070-006,Active,,
TRPA-ALLOC-1328,Receiving,032-221-002,Active,,
CSLT-ALLOC-1327,Receiving,031-051-001,Active,,
CSLT-ALLOC-1326,Receiving,026-139-008,Active,,
CSLT-ALLOC-1325,Receiving,023-646-002,Active,,
CSLT-ALLOC-1324,Receiving,031-332-008,Active,,
EDCCA-ALLOC-1322,Receiving,015-033-017,Active,,
EDCCA-ALLOC-1321,Receiving,081-062-002,Active,,
EDCCA-ALLOC-1320,Receiving,035-131-002,Active,,
EDCCA-ALLOC-1319,Receiving,033-882-001,Active,,
EDCCA-ALLOC-1318,Receiving,033-213-008,Active,,
EDCCA-ALLOC-1317,Receiving,033-472-005,Active,,
EDCCA-ALLOC-1316,Receiving,034-171-016,Active,,
EDCCA-ALLOC-1315,Receiving,034-092-011,Active,,
EDCCA-ALLOC-1314,Receiving,035-131-004,Active,,
EDCCA-ALLOC-1313,Receiving,080-155-016,Active,,
EDCCA-ALLOC-1309,Receiving,015-252-005,Active,,
EDCCA-ALLOC-1308,Receiving,036-413-006,Active,,
EDCCA-ALLOC-1307,Receiving,033-813-005,Active,,
EDCCA-ALLOC-1306,Receiving,025-743-005,Active,,
EDCCA-ALLOC-1305,Receiving,033-283-004,Active,,
EDCCA-ALLOC-1300,Receiving,014-231-005,Active,,
EDCCA-ALLOC-1299,Receiving,034-132-001,Active,,
EDCCA-ALLOC-1298,Receiving,080-081-010,Active,,
EDCCA-ALLOC-1297,Receiving,033-643-011,Active,,
EDCCA-ALLOC-1296,Receiving,025-591-007,Active,,
EDCCA-ALLOC-1295,Receiving,015-202-001,Active,,
EDCCA-ALLOC-1294,Receiving,032-351-004,Active,,
EDCCA-ALLOC-1293,Receiving,014-232-001,Active,,
EDCCA-ALLOC-1292,Receiving,033-863-009,Active,,
EDCCA-ALLOC-1291,Receiving,036-546-006,Active,,
TRPA-ALLOC-1270,Receiving,097-130-044,Inactive,"5120 SACRAMENTO AVE, HOMEWOOD, CA 96141",097-060-043
TRPA-ALLOC-1269,Receiving,123-052-02,Active,,
DCNV-ALLOC-1268,Receiving,1318-26-102-001,Active,,
TRPA-ALLOC-1261,Receiving,026-082-015,Active,,
TRPA-ALLOC-1260,Receiving,026-082-014,Active,,
TRPA-ALLOC-1259,Receiving,026-082-013,Active,,
PCCA-ALLOC-1258,Receiving,085-280-044,Active,,
DCNV-ALLOC-1256,Receiving,1418-34-112-006,Active,,
WCNV-ALLOC-1255,Receiving,125-451-09,Active,,
DCNV-ALLOC-1254,Receiving,1418-11-110-004,Active,,
CSLT-ALLOC-1249,Receiving,023-741-013,Active,,
CSLT-ALLOC-1248,Receiving,023-745-011,Active,,
PCCA-ALLOC-1247,Receiving,117-072-005,Active,,
DCNV-ALLOC-1241,Receiving,1318-23-810-017,Active,,
DCNV-ALLOC-1152,Receiving,1318-23-610-037,Active,,
CSLT-ALLOC-1118,Receiving,026-094-026,Active,,
CSLT-ALLOC-1115,Receiving,025-374-003,Active,,
DCNV-ALLOC-1114,Receiving,1418-27-210-037,Active,,
WCNV-ALLOC-1102,Receiving,123-031-06,Inactive,,123-031-07
WCNV-ALLOC-1101,Receiving,125-161-13,Active,,
WCNV-ALLOC-1100,Receiving,124-921-17,Active,,
WCNV-ALLOC-1099,Receiving,123-250-09,Active,,
WCNV-ALLOC-1098,Receiving,123-250-09,Active,,
EDCCA-ALLOC-1097,Receiving,025-734-007,Active,,
EDCCA-ALLOC-1096,Receiving,033-371-025,Active,,
EDCCA-ALLOC-1095,Receiving,025-743-015,Active,,
CSLT-ALLOC-1093,Receiving,028-141-037,Active,,
CSLT-ALLOC-1092,Receiving,028-141-035,Active,,
CSLT-ALLOC-1089,Receiving,025-670-021,Active,,
CSLT-ALLOC-1086,Receiving,032-141-011,Active,,
CSLT-ALLOC-1085,Receiving,032-141-011,Active,,
CSLT-ALLOC-1084,Receiving,026-061-013,Active,,
CSLT-ALLOC-1083,Receiving,029-402-035,Active,,
CSLT-ALLOC-1081,Receiving,031-281-022,Active,,
CSLT-ALLOC-1076,Receiving,023-502-018,Active,,
CSLT-ALLOC-1075,Receiving,026-077-001,Active,,
CSLT-ALLOC-1074,Receiving,029-181-020,Active,,
CSLT-ALLOC-1073,Receiving,029-181-020,Active,,
