CSV_APN,FC_APN,Year,match,APN_changed
1318-26-101-029,1318-26-101-090,2016,within,True
1318-26-601-006,1318-26-601-008,2016,within,True
1318-27-001-002,1318-27-001-015,2016,within,True
1318-27-001-003,1318-27-001-015,2016,within,True
1319-19-710-001,1319-19-702-001,2016,within,True
1319-30-514-002,1319-30-514-000,2016,within,True
1319-30-514-003,1319-30-514-000,2016,within,True
1319-30-514-004,1319-30-514-000,2016,within,True
1319-30-514-005,1319-30-514-000,2016,within,True
1319-30-514-007,1319-30-514-000,2016,within,True
1319-30-514-008,1319-30-514-000,2016,closest_3.8m,True
1319-30-514-009,1319-30-514-000,2016,within,True
1319-30-514-011,1319-30-514-000,2016,within,True
1319-30-514-012,1319-30-514-000,2016,within,True
1319-30-514-014,1319-30-514-000,2016,within,True
1319-30-514-015,1319-30-514-000,2016,within,True
1319-30-514-017,1319-30-514-000,2016,within,True
1319-30-514-018,1319-30-514-000,2016,within,True
1319-30-514-019,1319-30-514-000,2016,within,True
1319-30-514-020,1319-30-514-000,2016,within,True
1319-30-514-021,1319-30-514-000,2016,within,True
1319-30-514-022,1319-30-514-000,2016,within,True
1319-30-514-024,1319-30-514-000,2016,closest_3.6m,True
1319-30-515-001,1319-30-515-003,2016,within,True
1319-30-519-004,1319-30-519-003,2016,within,True
1319-30-519-005,1319-30-519-001,2016,within,True
1319-30-519-007,1319-30-519-012,2016,within,True
1319-30-519-013,1319-30-519-012,2016,within,True
1319-30-520-001,1319-30-520-000,2016,within,True
1319-30-520-002,1319-30-520-024,2016,within,True
1319-30-520-006,1319-30-520-027,2016,within,True
1319-30-520-007,1319-30-520-011,2016,within,True
1319-30-520-008,1319-30-520-031,2016,within,True
1319-30-520-009,1319-30-520-032,2016,within,True
1319-30-520-010,1319-30-520-011,2016,within,True
1319-30-520-013,1319-30-520-024,2016,within,True
1319-30-520-014,1319-30-520-003,2016,within,True
1319-30-520-015,1319-30-520-000,2016,within,True
1319-30-520-019,1319-30-520-031,2016,within,True
1319-30-520-020,1319-30-520-032,2016,within,True
1319-30-520-021,1319-30-520-011,2016,within,True
1319-30-520-023,1319-30-520-000,2016,within,True
1319-30-520-025,1319-30-520-003,2016,within,True
1319-30-520-026,1319-30-520-000,2016,within,True
1319-30-520-030,1319-30-520-031,2016,within,True
1319-30-611-001,1319-30-610-001,2016,within,True
1319-30-611-002,1319-30-610-001,2016,within,True
1319-30-611-003,1319-30-610-001,2016,within,True
1319-30-611-004,1319-30-610-001,2016,within,True
1319-30-611-005,1319-30-610-001,2016,within,True
1319-30-611-006,1319-30-610-001,2016,within,True
1319-30-611-007,1319-30-610-001,2016,within,True
1319-30-611-008,1319-30-610-001,2016,within,True
1319-30-612-001,1319-30-612-000,2016,closest_0.1m,True
1319-30-612-002,1319-30-612-000,2016,closest_0.3m,True
1319-30-612-003,1319-30-610-001,2016,closest_0.3m,True
1319-30-612-004,1319-30-610-001,2016,closest_0.5m,True
1319-30-612-005,1319-30-612-000,2016,closest_0.1m,True
1319-30-612-007,1319-30-610-001,2016,closest_0.3m,True
1319-30-612-008,1319-30-610-001,2016,closest_0.5m,True
1319-30-612-009,1319-30-612-000,2016,closest_0.1m,True
1319-30-612-010,1319-30-612-000,2016,closest_0.3m,True
1319-30-612-011,1319-30-610-001,2016,closest_0.3m,True
1319-30-612-012,1319-30-610-001,2016,closest_0.5m,True
1319-30-614-004,1319-30-614-000,2016,within,True
1319-30-614-006,1319-30-614-000,2016,within,True
1319-30-614-007,1319-30-614-000,2016,within,True
1319-30-614-008,1319-30-614-000,2016,within,True
1319-30-615-001,1319-30-615-000,2016,within,True
1319-30-615-002,1319-30-615-000,2016,within,True
1319-30-615-003,1319-30-615-000,2016,within,True
1319-30-615-004,1319-30-615-000,2016,within,True
1319-30-615-005,1319-30-615-000,2016,within,True
1319-30-615-006,1319-30-615-000,2016,within,True
1319-30-617-001,1319-30-617-000,2016,within,True
1319-30-617-002,1319-30-617-008,2016,within,True
1319-30-617-003,1319-30-617-004,2016,within,True
1319-30-617-007,1319-30-617-000,2016,within,True
1319-30-617-009,1319-30-617-004,2016,within,True
1319-30-621-006,1319-30-621-003,2016,within,True
1319-30-622-006,1319-30-622-000,2016,within,True
1319-30-622-009,1319-30-622-000,2016,within,True
1319-30-622-010,1319-30-610-001,2016,within,True
1319-30-623-001,1319-30-623-000,2016,within,True
1319-30-624-001,1319-30-624-000,2016,within,True
1319-30-624-002,1319-30-624-000,2016,within,True
1319-30-624-003,1319-30-624-000,2016,within,True
1319-30-624-004,1319-30-624-000,2016,within,True
1319-30-625-001,1319-30-625-000,2016,within,True
1319-30-625-002,1319-30-625-000,2016,within,True
1319-30-625-003,1319-30-625-000,2016,within,True
1319-30-625-004,1319-30-625-000,2016,within,True
1319-30-626-001,1319-30-626-000,2016,within,True
1319-30-626-002,1319-30-626-000,2016,within,True
1319-30-626-003,1319-30-626-000,2016,within,True
1319-30-626-004,1319-30-626-000,2016,within,True
1319-30-710-001,1319-30-710-017,2016,within,True
1418-03-301-002,1418-03-301-013,2016,within,True
1418-10-501-001,1418-10-501-013,2016,within,True
1418-15-201-001,1418-15-201-005,2016,within,True
1418-27-210-015,1418-27-210-034,2016,within,True
1418-34-101-001,1418-34-113-002,2016,within,True
1418-34-110-020,1418-34-110-062,2016,within,True
1418-34-110-024,1418-34-110-065,2016,within,True
1418-34-110-039,1418-34-110-060,2016,within,True
1418-34-201-004,1418-34-201-007,2016,within,True
1418-34-211-026,1418-34-211-047,2016,within,True
1418-34-211-046,1418-34-211-048,2016,within,True
015-264-17,015-264-25,2017,within,True
015-304-31,015-304-33,2017,within,True
016-081-42,016-081-46,2017,within,True
016-081-43,016-081-45,2017,within,True
016-091-42,016-091-65,2017,within,True
016-300-57,016-300-59,2017,within,True
017-021-18,017-021-33,2017,within,True
017-021-20,017-021-33,2017,within,True
018-090-79,018-090-84,2017,within,True
021-321-09,021-321-36,2017,within,True
025-225-14,025-225-31,2017,within,True
025-451-17,025-451-28,2017,within,True
026-034-08,026-034-19,2017,within,True
027-112-20,027-112-18,2017,within,True
027-313-02,027-313-16,2017,within,True
027-323-10,027-323-19,2017,within,True
027-621-15,027-131-03,2017,within,True
029-010-02,029-010-24,2017,within,True
029-381-50,029-620-16,2017,within,True
033-255-06,033-245-11,2017,within,True
033-255-08,033-246-08,2017,within,True
034-284-28,034-284-30,2017,within,True
034-691-20,034-691-21,2017,within,True
034-734-26,034-734-28,2017,within,True
035-293-17,035-293-31,2017,within,True
035-301-01,035-301-09,2017,within,True
036-350-08,036-530-28,2017,within,True
036-543-11,036-472-09,2017,within,True
083-032-031,083-032-040,2017,within,True
083-032-032,083-032-039,2017,within,True
083-033-014,083-033-016,2017,within,True
083-061-026,083-061-082,2017,within,True
083-390-023,083-390-050,2017,within,True
084-092-009,084-092-042,2017,within,True
084-092-016,084-092-043,2017,within,True
084-110-011,084-110-026,2017,within,True
084-110-014,084-110-020,2017,within,True
084-110-017,084-110-027,2017,within,True
084-172-005,084-172-007,2017,within,True
090-071-034,090-071-038,2017,within,True
092-142-010,092-142-028,2017,within,True
092-142-020,092-142-029,2017,within,True
092-190-053,092-190-065,2017,within,True
093-194-007,093-194-017,2017,within,True
093-194-012,093-194-018,2017,within,True
094-110-007,094-110-026,2017,within,True
094-122-019,094-122-059,2017,within,True
094-300-011,094-300-014,2017,within,True
094-350-021,094-350-037,2017,within,True
097-092-003,097-092-012,2017,within,True
097-122-002,097-122-028,2017,within,True
097-122-015,097-122-028,2017,within,True
097-130-029,097-130-042,2017,within,True
097-164-006,097-164-013,2017,within,True
112-060-017,112-060-034,2017,within,True
112-180-009,112-180-077,2017,within,True
112-190-040,112-190-063,2017,within,True
115-060-010,115-060-020,2017,within,True
117-020-009,117-020-025,2017,within,True
117-071-025,117-071-044,2017,within,True
117-110-008,117-110-072,2017,within,True
117-120-031,117-120-041,2017,within,True
122-100-04,122-100-29,2017,within,True
122-100-23,122-100-27,2017,within,True
122-100-24,122-100-27,2017,within,True
122-181-37,122-251-19,2017,within,True
123-021-04,123-201-02,2017,within,True
123-032-01,123-032-20,2017,within,True
123-032-11,123-032-26,2017,within,True
123-032-12,123-032-26,2017,within,True
123-032-13,123-032-27,2017,within,True
123-032-29,123-032-27,2017,within,True
125-382-19,125-382-21,2017,within,True
126-080-25,126-080-26,2017,within,True
126-560-37,126-560-41,2017,within,True
129-280-12,129-301-01,2017,within,True
129-280-13,129-301-02,2017,within,True
129-280-14,129-301-03,2017,within,True
129-280-15,129-301-04,2017,within,True
129-280-16,129-301-05,2017,within,True
129-280-17,129-301-06,2017,within,True
129-280-18,129-301-07,2017,within,True
129-280-19,129-301-08,2017,within,True
129-291-03,129-291-33,2017,within,True
129-291-13,129-291-34,2017,within,True
129-291-17,129-291-35,2017,within,True
129-291-20,129-291-36,2017,within,True
129-292-01,129-292-27,2017,within,True
129-292-02,129-292-28,2017,within,True
129-292-03,129-292-29,2017,within,True
129-292-06,129-292-30,2017,within,True
129-292-07,129-292-31,2017,within,True
129-292-10,129-292-32,2017,within,True
129-292-12,129-292-33,2017,within,True
129-292-14,129-290-03,2017,within,True
129-292-17,129-292-35,2017,within,True
129-292-18,129-292-40,2017,within,True
129-292-19,129-292-39,2017,within,True
129-292-20,129-292-38,2017,within,True
129-292-22,129-292-36,2017,within,True
129-292-26,129-292-37,2017,within,True
130-312-04,130-312-30,2017,within,True
130-312-27,130-312-30,2017,within,True
1318-09-810-035,1318-09-810-115,2017,within,True
1318-10-310-015,1318-10-310-076,2017,within,True
1318-10-310-033,1318-10-310-078,2017,within,True
1318-10-310-036,1318-10-310-078,2017,within,True
1318-15-601-003,1318-15-601-005,2017,within,True
1318-23-212-005,1318-23-212-077,2017,within,True
1318-23-212-006,1318-23-212-078,2017,within,True
1318-23-710-003,1318-23-710-094,2017,within,True
1318-24-701-008,1318-24-701-010,2017,within,True
1318-26-101-029,1318-26-101-090,2017,within,True
1318-26-601-006,1318-26-601-008,2017,within,True
1318-27-001-002,1318-27-001-015,2017,within,True
1318-27-001-003,1318-27-001-015,2017,within,True
1319-19-212-078,1319-19-212-096,2017,within,True
1319-30-617-001,1319-30-617-000,2017,within,True
1319-30-617-002,1319-30-617-008,2017,within,True
1319-30-617-003,1319-30-617-004,2017,within,True
1319-30-617-007,1319-30-617-000,2017,within,True
1319-30-617-009,1319-30-617-004,2017,within,True
1319-30-621-006,1319-30-621-003,2017,within,True
1319-30-710-001,1319-30-710-017,2017,within,True
1418-03-301-002,1418-03-301-013,2017,within,True
1418-10-501-001,1418-10-501-013,2017,within,True
1418-10-702-006,1418-10-702-009,2017,within,True
1418-10-802-008,1418-10-802-009,2017,within,True
1418-15-201-001,1418-15-201-005,2017,within,True
1418-15-201-003,1418-15-201-006,2017,within,True
1418-15-601-001,1418-15-601-003,2017,within,True
1418-15-801-005,1418-15-801-010,2017,within,True
1418-27-210-015,1418-27-210-014,2017,within,True
1418-27-210-029,1418-27-210-036,2017,within,True
1418-34-101-001,1418-34-113-002,2017,within,True
1418-34-110-003,1418-34-110-068,2017,within,True
1418-34-110-010,1418-34-110-067,2017,within,True
1418-34-110-020,1418-34-110-062,2017,within,True
1418-34-110-024,1418-34-110-065,2017,within,True
1418-34-110-039,1418-34-110-060,2017,within,True
1418-34-201-004,1418-34-201-007,2017,within,True
1418-34-211-026,1418-34-211-047,2017,within,True
1418-34-211-046,1418-34-211-048,2017,within,True
1418-34-401-009,1418-34-401-029,2017,within,True
1418-34-401-010,1418-34-401-029,2017,within,True
1418-34-401-011,1418-34-401-028,2017,within,True
027-621-015,027-131-003,2018,within,True
033-661-026,033-661-014,2018,within,True
083-032-031,083-032-040,2018,within,True
083-032-032,083-032-039,2018,within,True
083-033-014,083-033-016,2018,within,True
083-061-026,083-061-082,2018,within,True
083-390-023,083-390-050,2018,within,True
084-092-009,084-092-042,2018,within,True
084-092-016,084-092-043,2018,within,True
084-110-011,084-110-026,2018,within,True
084-110-014,084-110-020,2018,within,True
084-110-017,084-110-027,2018,within,True
084-172-005,084-172-007,2018,within,True
090-071-034,090-071-038,2018,within,True
090-124-018,090-124-046,2018,within,True
090-134-046,090-134-058,2018,within,True
090-231-036,090-231-052,2018,within,True
090-292-003,090-292-013,2018,within,True
092-142-010,092-142-028,2018,within,True
092-142-020,092-142-029,2018,within,True
092-190-052,092-190-067,2018,within,True
092-190-053,092-190-068,2018,within,True
093-042-021,093-042-043,2018,within,True
093-042-022,093-042-044,2018,within,True
093-160-016,093-160-082,2018,within,True
093-194-007,093-194-017,2018,within,True
093-194-012,093-194-018,2018,within,True
094-110-007,094-110-026,2018,within,True
094-122-019,094-122-059,2018,within,True
094-300-011,094-300-014,2018,within,True
094-350-021,094-350-037,2018,within,True
095-130-007,095-130-014,2018,within,True
097-092-003,097-092-012,2018,within,True
097-122-002,097-122-028,2018,within,True
097-122-015,097-122-028,2018,within,True
097-130-029,097-130-042,2018,within,True
097-164-006,097-164-013,2018,within,True
097-192-001,097-192-010,2018,within,True
098-210-030,098-360-001,2018,within,True
098-210-031,098-360-007,2018,within,True
112-060-017,112-060-034,2018,within,True
112-180-009,112-180-077,2018,within,True
112-190-040,112-190-063,2018,within,True
112-190-042,112-190-068,2018,within,True
115-030-035,115-030-100,2018,within,True
115-050-039,115-050-052,2018,within,True
115-060-010,115-060-020,2018,within,True
115-060-018,115-060-022,2018,within,True
117-020-009,117-020-025,2018,within,True
117-071-025,117-071-044,2018,within,True
117-110-008,117-110-072,2018,within,True
117-120-031,117-120-041,2018,within,True
117-180-037,117-180-065,2018,within,True
117-180-038,117-180-065,2018,within,True
122-100-04,122-100-29,2018,within,True
122-100-23,122-100-27,2018,within,True
122-100-24,122-100-27,2018,within,True
122-181-37,122-251-19,2018,within,True
123-021-04,123-201-02,2018,within,True
123-032-01,123-032-20,2018,within,True
123-032-11,123-032-26,2018,within,True
123-032-12,123-032-26,2018,within,True
123-032-13,123-032-27,2018,within,True
123-032-29,123-032-27,2018,within,True
123-131-02,123-131-08,2018,within,True
124-860-01,124-860-07,2018,within,True
124-860-02,124-860-06,2018,within,True
124-860-03,124-860-05,2018,within,True
125-382-19,125-382-21,2018,within,True
125-462-08,125-462-10,2018,within,True
126-080-25,126-080-26,2018,within,True
126-560-28,126-560-42,2018,within,True
126-560-37,126-560-41,2018,within,True
129-022-07,129-091-03,2018,within,True
129-280-12,129-301-01,2018,within,True
129-280-13,129-301-02,2018,within,True
129-280-14,129-301-03,2018,within,True
129-280-15,129-301-04,2018,within,True
129-280-16,129-301-05,2018,within,True
129-280-17,129-301-06,2018,within,True
129-280-18,129-301-07,2018,within,True
129-280-19,129-301-08,2018,within,True
129-291-03,129-291-33,2018,within,True
129-291-13,129-291-34,2018,within,True
129-291-17,129-291-35,2018,within,True
129-291-20,129-291-36,2018,within,True
129-292-01,129-292-27,2018,within,True
129-292-02,129-292-28,2018,within,True
129-292-03,129-292-29,2018,within,True
129-292-06,129-292-30,2018,within,True
129-292-07,129-292-31,2018,within,True
129-292-10,129-292-32,2018,within,True
129-292-12,129-292-33,2018,within,True
129-292-14,129-290-03,2018,within,True
129-292-17,129-292-35,2018,within,True
129-292-18,129-292-40,2018,within,True
129-292-19,129-292-39,2018,within,True
129-292-20,129-292-38,2018,within,True
129-292-22,129-292-36,2018,within,True
129-292-26,129-292-37,2018,within,True
130-312-04,130-312-30,2018,within,True
130-312-27,130-312-30,2018,within,True
1318-09-810-035,1318-09-810-115,2018,within,True
1318-10-310-010,1318-10-310-082,2018,within,True
1318-10-310-012,1318-10-310-079,2018,within,True
1318-10-310-015,1318-10-310-076,2018,within,True
1318-10-310-033,1318-10-310-078,2018,within,True
1318-10-310-036,1318-10-310-078,2018,within,True
1318-10-415-062,1318-10-415-072,2018,within,True
1318-10-416-039,1318-10-416-063,2018,within,True
1318-15-601-003,1318-15-601-005,2018,within,True
1318-22-002-002,1318-22-310-006,2018,within,True
1318-23-212-005,1318-23-212-077,2018,within,True
1318-23-212-006,1318-23-212-078,2018,within,True
1318-23-710-003,1318-23-710-094,2018,within,True
1318-23-710-038,1318-23-710-096,2018,within,True
1318-23-710-039,1318-23-710-097,2018,within,True
1318-24-701-008,1318-24-701-010,2018,within,True
1318-25-110-010,1318-25-110-013,2018,within,True
1318-26-101-029,1318-26-101-090,2018,within,True
1318-26-601-006,1318-26-601-008,2018,within,True
1318-27-001-002,1318-27-001-015,2018,within,True
1318-27-001-003,1318-27-001-015,2018,within,True
1319-19-212-078,1319-19-212-095,2018,within,True
1319-19-710-031,1319-19-710-048,2018,within,True
1319-19-710-032,1319-19-710-049,2018,within,True
1418-03-301-002,1418-03-301-013,2018,within,True
1418-10-501-001,1418-10-501-013,2018,within,True
1418-10-702-006,1418-10-702-009,2018,within,True
1418-10-702-007,1418-10-702-010,2018,within,True
1418-10-802-008,1418-10-802-010,2018,within,True
1418-11-311-004,1418-11-311-015,2018,within,True
1418-15-201-001,1418-15-201-005,2018,within,True
1418-15-201-003,1418-15-201-006,2018,within,True
1418-15-601-001,1418-15-601-003,2018,within,True
1418-15-801-005,1418-15-801-010,2018,within,True
1418-22-611-027,1418-22-611-028,2018,within,True
1418-27-210-015,1418-27-210-034,2018,within,True
1418-27-210-029,1418-27-210-036,2018,within,True
1418-34-101-001,1418-34-113-002,2018,within,True
1418-34-110-003,1418-34-110-002,2018,within,True
1418-34-110-010,1418-34-110-009,2018,within,True
1418-34-110-020,1418-34-110-062,2018,within,True
1418-34-110-024,1418-34-110-065,2018,within,True
1418-34-110-039,1418-34-110-060,2018,within,True
1418-34-201-001,1418-34-201-010,2018,within,True
1418-34-201-004,1418-34-201-007,2018,within,True
1418-34-201-005,1418-34-201-008,2018,within,True
1418-34-201-006,1418-34-201-009,2018,within,True
1418-34-210-007,1418-34-210-032,2018,within,True
1418-34-211-026,1418-34-211-047,2018,within,True
1418-34-211-046,1418-34-211-048,2018,within,True
1418-34-401-009,1418-34-401-029,2018,within,True
1418-34-401-010,1418-34-401-029,2018,within,True
1418-34-401-011,1418-34-401-028,2018,within,True
015-370-023,015-370-028,2019,within,True
016-101-014,016-101-095,2019,within,True
025-735-006,025-735-012,2019,within,True
027-313-013,027-313-017,2019,within,True
027-621-015,027-641-012,2019,within,True
035-283-018,035-283-038,2019,within,True
035-283-022,035-283-037,2019,within,True
080-162-017,080-162-018,2019,within,True
083-032-031,083-032-040,2019,within,True
083-032-032,083-032-039,2019,within,True
083-033-014,083-033-016,2019,within,True
083-061-026,083-061-082,2019,within,True
083-074-003,083-074-019,2019,within,True
083-390-023,083-390-050,2019,within,True
084-052-010,084-052-013,2019,within,True
084-092-009,084-092-042,2019,within,True
084-092-016,084-092-043,2019,within,True
084-110-011,084-110-026,2019,within,True
084-110-014,084-110-020,2019,within,True
084-110-017,084-110-027,2019,within,True
084-172-005,084-172-007,2019,within,True
090-030-044,090-030-046,2019,within,True
090-071-034,090-071-038,2019,within,True
090-124-018,090-124-046,2019,within,True
090-134-046,090-134-058,2019,within,True
090-231-036,090-231-052,2019,within,True
090-232-026,090-232-034,2019,within,True
090-262-013,090-262-015,2019,within,True
090-271-015,090-262-016,2019,within,True
090-292-003,090-292-013,2019,within,True
092-142-010,092-142-028,2019,within,True
092-142-020,092-142-029,2019,within,True
092-152-015,092-152-038,2019,within,True
092-190-052,092-190-067,2019,within,True
092-190-053,092-190-068,2019,within,True
092-234-012,092-234-024,2019,within,True
093-042-021,093-042-043,2019,within,True
093-042-022,093-042-044,2019,within,True
093-160-016,093-160-082,2019,within,True
093-194-007,093-194-017,2019,within,True
093-194-012,093-194-018,2019,within,True
094-110-007,094-110-026,2019,within,True
094-122-019,094-122-059,2019,within,True
094-300-011,094-300-014,2019,within,True
094-350-021,094-350-037,2019,within,True
095-130-007,095-130-014,2019,within,True
097-092-003,097-092-012,2019,within,True
097-122-002,097-122-028,2019,within,True
097-122-015,097-122-028,2019,within,True
097-130-029,097-130-042,2019,within,True
097-164-006,097-164-013,2019,within,True
097-192-001,097-192-010,2019,within,True
098-164-009,098-164-016,2019,within,True
098-210-030,098-360-001,2019,within,True
098-210-031,098-360-007,2019,within,True
112-060-017,112-060-034,2019,within,True
112-180-009,112-180-077,2019,within,True
112-190-040,112-190-063,2019,within,True
112-190-042,112-190-068,2019,within,True
115-030-035,115-030-100,2019,within,True
115-050-039,115-050-052,2019,within,True
115-060-010,115-060-020,2019,within,True
115-060-018,115-060-022,2019,within,True
117-020-009,117-020-025,2019,within,True
117-071-025,117-071-044,2019,within,True
117-100-004,117-100-088,2019,within,True
117-110-008,117-110-072,2019,within,True
117-120-031,117-120-041,2019,within,True
117-150-040,117-150-048,2019,within,True
117-180-037,117-180-065,2019,within,True
117-180-038,117-180-065,2019,within,True
122-100-04,122-100-29,2019,within,True
122-100-23,122-100-27,2019,within,True
122-100-24,122-100-27,2019,within,True
122-181-37,122-251-19,2019,within,True
123-021-04,123-201-02,2019,within,True
123-032-01,123-032-20,2019,within,True
123-032-11,123-032-28,2019,within,True
123-032-12,123-032-28,2019,within,True
123-032-13,123-032-29,2019,within,True
123-131-02,123-131-08,2019,within,True
124-860-01,124-860-07,2019,within,True
124-860-02,124-860-06,2019,within,True
124-860-03,124-860-05,2019,within,True
125-382-19,125-382-21,2019,within,True
125-462-08,125-462-10,2019,within,True
126-080-25,126-080-27,2019,within,True
126-082-49,126-082-67,2019,within,True
126-560-28,126-560-42,2019,within,True
126-560-37,126-560-41,2019,within,True
126-570-16,126-570-37,2019,within,True
129-022-07,129-091-03,2019,within,True
129-280-12,129-301-01,2019,within,True
129-280-13,129-301-02,2019,within,True
129-280-14,129-301-03,2019,within,True
129-280-15,129-301-04,2019,within,True
129-280-16,129-301-05,2019,within,True
129-280-17,129-301-06,2019,within,True
129-280-18,129-301-07,2019,within,True
129-280-19,129-301-08,2019,within,True
129-291-03,129-291-33,2019,within,True
129-291-13,129-291-34,2019,within,True
129-291-17,129-291-35,2019,within,True
129-291-20,129-291-36,2019,within,True
129-292-01,129-292-27,2019,within,True
129-292-02,129-292-28,2019,within,True
129-292-03,129-292-29,2019,within,True
129-292-06,129-292-30,2019,within,True
129-292-07,129-292-31,2019,within,True
129-292-10,129-292-32,2019,within,True
129-292-12,129-292-33,2019,within,True
129-292-14,129-290-03,2019,within,True
129-292-17,129-292-35,2019,within,True
129-292-18,129-292-40,2019,within,True
129-292-19,129-292-39,2019,within,True
129-292-20,129-292-38,2019,within,True
129-292-22,129-292-36,2019,within,True
129-292-26,129-292-37,2019,within,True
130-312-04,130-312-30,2019,within,True
130-312-27,130-312-30,2019,within,True
1318-03-110-005,1318-03-110-035,2019,within,True
1318-09-810-035,1318-09-810-115,2019,within,True
1318-09-810-103,1318-09-810-117,2019,within,True
1318-10-310-010,1318-10-310-091,2019,within,True
1318-10-310-012,1318-10-310-079,2019,within,True
1318-10-310-015,1318-10-310-076,2019,within,True
1318-10-310-033,1318-10-310-078,2019,within,True
1318-10-310-036,1318-10-310-078,2019,within,True
1318-10-415-062,1318-10-415-072,2019,within,True
1318-10-416-039,1318-10-416-063,2019,within,True
1318-15-601-003,1318-15-601-005,2019,within,True
1318-22-002-002,1318-22-310-006,2019,within,True
1318-23-212-005,1318-23-212-077,2019,within,True
1318-23-212-006,1318-23-212-078,2019,within,True
1318-23-710-003,1318-23-710-094,2019,within,True
1318-23-710-038,1318-23-710-096,2019,within,True
1318-23-710-039,1318-23-710-097,2019,within,True
1318-24-701-008,1318-24-701-010,2019,within,True
1318-25-110-010,1318-25-110-013,2019,within,True
1318-26-101-029,1318-26-101-090,2019,within,True
1318-26-601-006,1318-26-601-008,2019,within,True
1318-27-001-002,1318-27-001-015,2019,within,True
1318-27-001-003,1318-27-001-015,2019,within,True
1319-19-212-078,1319-19-212-095,2019,within,True
1319-19-710-031,1319-19-710-048,2019,within,True
1319-19-710-032,1319-19-710-049,2019,within,True
1418-03-301-002,1418-03-301-013,2019,within,True
1418-10-501-001,1418-10-501-013,2019,within,True
1418-10-702-006,1418-10-702-009,2019,within,True
1418-10-702-007,1418-10-702-010,2019,within,True
1418-10-802-008,1418-10-802-010,2019,within,True
1418-11-311-004,1418-11-311-015,2019,within,True
1418-15-201-001,1418-15-201-005,2019,within,True
1418-15-201-003,1418-15-201-006,2019,within,True
1418-15-601-001,1418-15-601-003,2019,within,True
1418-15-801-005,1418-15-801-010,2019,within,True
1418-22-611-027,1418-22-611-028,2019,within,True
1418-27-210-015,1418-27-210-034,2019,within,True
1418-27-210-029,1418-27-210-036,2019,within,True
1418-34-101-001,1418-34-113-002,2019,within,True
1418-34-110-003,1418-34-110-002,2019,within,True
1418-34-110-010,1418-34-110-009,2019,within,True
1418-34-110-020,1418-34-110-062,2019,within,True
1418-34-110-024,1418-34-110-065,2019,within,True
1418-34-110-039,1418-34-110-060,2019,within,True
1418-34-201-001,1418-34-201-010,2019,within,True
1418-34-201-004,1418-34-201-007,2019,within,True
1418-34-201-005,1418-34-201-008,2019,within,True
1418-34-201-006,1418-34-201-009,2019,within,True
1418-34-210-007,1418-34-210-032,2019,within,True
1418-34-211-026,1418-34-211-047,2019,within,True
1418-34-211-046,1418-34-211-048,2019,within,True
1418-34-401-009,1418-34-401-029,2019,within,True
1418-34-401-010,1418-34-401-029,2019,within,True
1418-34-401-011,1418-34-401-028,2019,within,True
015-370-023,015-370-028,2020,within,True
016-101-014,016-101-095,2020,within,True
025-735-006,025-735-012,2020,within,True
027-313-013,027-313-017,2020,within,True
027-621-015,027-631-012,2020,within,True
035-283-018,035-283-038,2020,within,True
035-283-022,035-283-037,2020,within,True
080-162-017,080-162-018,2020,within,True
080-192-033,080-192-034,2020,within,True
083-032-031,083-032-040,2020,within,True
083-032-032,083-032-039,2020,within,True
083-033-014,083-033-016,2020,within,True
083-061-026,083-061-082,2020,within,True
083-074-003,083-074-019,2020,within,True
083-390-023,083-390-050,2020,within,True
084-052-010,084-052-013,2020,within,True
084-092-009,084-092-042,2020,within,True
084-092-016,084-092-043,2020,within,True
084-110-011,084-110-026,2020,within,True
084-110-014,084-110-020,2020,within,True
084-110-017,084-110-027,2020,within,True
084-172-005,084-172-007,2020,within,True
084-191-001,084-191-003,2020,within,True
090-030-044,090-030-046,2020,within,True
090-071-034,090-071-038,2020,within,True
090-124-018,090-124-046,2020,within,True
090-134-046,090-134-058,2020,within,True
090-231-036,090-231-052,2020,within,True
090-232-026,090-232-034,2020,within,True
090-262-013,090-262-015,2020,within,True
090-271-015,090-262-016,2020,within,True
090-292-003,090-292-013,2020,within,True
092-142-010,092-142-028,2020,within,True
092-142-020,092-142-029,2020,within,True
092-152-015,092-152-038,2020,within,True
092-190-052,092-190-067,2020,within,True
092-190-053,092-190-068,2020,within,True
092-234-012,092-234-024,2020,within,True
093-042-021,093-042-043,2020,within,True
093-042-022,093-042-044,2020,within,True
093-160-016,093-160-082,2020,within,True
093-194-007,093-194-017,2020,within,True
093-194-012,093-194-018,2020,within,True
094-110-007,094-110-026,2020,within,True
094-122-019,094-122-059,2020,within,True
094-300-011,094-300-014,2020,within,True
094-350-021,094-350-037,2020,within,True
095-130-007,095-130-014,2020,within,True
097-092-003,097-092-012,2020,within,True
097-122-002,097-122-028,2020,within,True
097-122-015,097-122-028,2020,within,True
097-130-029,097-130-042,2020,within,True
097-164-006,097-164-013,2020,within,True
097-192-001,097-192-010,2020,within,True
098-164-009,098-164-016,2020,within,True
098-210-030,098-360-001,2020,within,True
098-210-031,098-360-007,2020,within,True
112-060-017,112-060-034,2020,within,True
112-180-009,112-180-077,2020,within,True
112-190-040,112-190-063,2020,within,True
112-190-042,112-190-068,2020,within,True
115-030-035,115-030-100,2020,within,True
115-040-075,115-040-081,2020,within,True
115-050-039,115-050-052,2020,within,True
115-060-010,115-060-020,2020,within,True
