APN,Year,Tourist_Units,CommercialFloorArea_SqFt
031-030-032,2019,0,4894.0
031-030-032,2020,0,4894.0
031-030-032,2021,0,4894.0
031-030-032,2022,0,4894.0
031-030-032,2023,0,4894.0
031-030-032,2024,0,4894.0
031-030-037,2018,0,2986.0
031-030-037,2019,0,2986.0
031-030-037,2020,0,2986.0
031-030-037,2021,0,2986.0
031-030-037,2022,0,2986.0
031-030-037,2023,0,2986.0
031-030-037,2024,0,2986.0
031-030-038,2018,0,3159.0
031-030-038,2019,0,3159.0
031-030-038,2020,0,3159.0
031-030-038,2021,0,3159.0
031-030-038,2022,0,3159.0
031-030-038,2023,0,3159.0
031-030-038,2024,0,3159.0
031-030-07,2012,0,4180.0
031-030-08,2012,0,3188.0
031-030-12,2012,0,1494.0
031-030-19,2012,0,6527.0
031-030-25,2012,0,447.0
031-030-32,2012,0,4894.0
031-030-37,2012,0,2986.0
031-030-38,2012,0,3159.0
031-041-002,2018,0,2134.0
031-041-002,2019,0,2134.0
031-041-002,2020,0,2134.0
031-041-002,2021,0,2134.0
031-041-002,2022,0,2134.0
031-041-002,2023,0,2134.0
031-041-002,2024,0,2134.0
031-041-009,2018,0,241.0
031-041-009,2019,0,241.0
031-041-009,2020,0,241.0
031-041-009,2021,0,241.0
031-041-009,2022,0,241.0
031-041-009,2023,0,241.0
031-041-009,2024,0,241.0
031-041-010,2018,0,7521.0
031-041-010,2019,0,7521.0
031-041-010,2020,0,7521.0
031-041-010,2021,0,7521.0
031-041-010,2022,0,7521.0
031-041-010,2023,0,7521.0
031-041-010,2024,0,7521.0
031-041-02,2012,0,2134.0
031-041-09,2012,0,241.0
031-041-10,2012,0,7521.0
031-062-001,2018,15,0.0
031-062-001,2019,15,0.0
031-062-001,2020,15,0.0
031-062-001,2021,15,0.0
031-062-001,2022,15,0.0
031-062-001,2023,15,0.0
031-062-001,2024,15,0.0
031-062-002,2018,15,0.0
031-062-002,2019,15,0.0
031-062-002,2020,15,0.0
031-062-002,2021,15,0.0
031-062-002,2022,15,0.0
031-062-002,2023,15,0.0
031-062-002,2024,15,0.0
031-062-003,2018,0,1803.0
031-062-003,2019,0,1803.0
031-062-003,2020,0,1803.0
031-062-003,2021,0,1803.0
031-062-003,2022,0,1803.0
031-062-003,2023,0,1803.0
031-062-003,2024,0,1803.0
031-062-01,2012,15,0.0
031-062-02,2012,15,0.0
031-062-03,2012,0,1803.0
031-071-001,2018,0,1943.0
031-071-001,2019,0,1943.0
031-071-001,2020,0,1943.0
031-071-001,2021,0,1943.0
031-071-001,2022,0,1943.0
031-071-001,2023,0,1943.0
031-071-001,2024,0,1943.0
031-071-003,2018,0,2557.0
031-071-003,2019,0,2557.0
031-071-003,2020,0,2557.0
031-071-003,2021,0,2557.0
031-071-003,2022,0,2557.0
031-071-003,2023,0,2557.0
031-071-003,2024,0,2557.0
031-071-006,2018,0,9981.0
031-071-006,2019,0,9981.0
031-071-006,2020,0,9981.0
031-071-006,2021,0,9981.0
031-071-006,2022,0,9981.0
031-071-006,2023,0,9981.0
031-071-006,2024,0,9981.0
031-071-01,2012,0,1943.0
031-071-03,2012,0,2557.0
031-071-06,2012,0,9981.0
031-072-001,2018,8,1053.0
031-072-001,2019,8,1053.0
031-072-001,2020,8,1053.0
031-072-001,2021,8,1053.0
031-072-001,2022,8,1053.0
031-072-001,2023,8,1053.0
031-072-001,2024,8,1053.0
031-072-002,2018,0,2043.0
031-072-002,2019,0,2043.0
031-072-002,2020,0,2043.0
031-072-002,2021,0,2043.0
031-072-002,2022,0,2043.0
031-072-002,2023,0,2043.0
031-072-002,2024,0,2043.0
031-072-007,2018,0,9828.0
031-072-007,2019,0,9828.0
031-072-007,2020,0,9828.0
031-072-007,2021,0,9828.0
031-072-007,2022,0,9828.0
031-072-007,2023,0,9828.0
031-072-007,2024,0,9828.0
031-072-01,2012,8,1053.0
031-072-02,2012,0,2043.0
031-072-07,2012,0,9828.0
031-073-003,2018,0,1520.0
031-073-003,2019,0,1520.0
031-073-003,2020,0,1520.0
031-073-003,2021,0,1520.0
031-073-003,2022,0,1520.0
031-073-003,2023,0,1520.0
031-073-003,2024,0,1520.0
031-073-005,2018,0,3561.0
031-073-005,2019,0,3561.0
031-073-005,2020,0,3561.0
031-073-005,2021,0,3561.0
031-073-005,2022,0,3561.0
031-073-005,2023,0,3561.0
031-073-005,2024,0,3561.0
031-073-009,2018,0,3583.0
031-073-009,2019,0,3583.0
031-073-009,2020,0,3583.0
031-073-009,2021,0,3583.0
031-073-009,2022,0,3583.0
031-073-009,2023,0,3583.0
031-073-009,2024,0,3583.0
031-073-012,2018,0,4753.0
031-073-012,2019,0,4753.0
031-073-012,2020,0,4753.0
031-073-012,2021,0,4753.0
031-073-012,2022,0,4753.0
031-073-012,2023,0,4753.0
031-073-012,2024,0,4753.0
031-073-014,2018,0,1640.0
031-073-014,2019,0,1640.0
031-073-014,2020,0,1640.0
031-073-014,2021,0,1640.0
031-073-014,2022,0,1640.0
031-073-014,2023,0,1640.0
031-073-014,2024,0,1640.0
031-073-03,2012,0,1520.0
031-073-05,2012,0,3561.0
031-073-09,2012,0,3583.0
031-073-12,2012,0,4753.0
031-073-14,2012,0,1640.0
031-081-008,2018,0,3376.0
031-081-008,2019,0,3376.0
031-081-008,2020,0,3376.0
031-081-008,2021,0,3376.0
031-081-008,2022,0,3376.0
031-081-008,2023,0,3376.0
031-081-008,2024,0,3376.0
031-081-009,2018,0,1759.0
031-081-009,2019,0,1759.0
031-081-009,2020,0,1759.0
031-081-009,2021,0,1759.0
031-081-009,2022,0,1759.0
031-081-009,2023,0,1759.0
031-081-009,2024,0,1759.0
031-081-08,2012,0,3376.0
031-081-09,2012,0,1759.0
031-083-010,2018,0,2184.0
031-083-010,2019,0,2184.0
031-083-010,2020,0,2184.0
031-083-010,2021,0,1884.0
031-083-010,2022,0,1884.0
031-083-010,2023,0,1884.0
031-083-010,2024,0,1884.0
031-083-10,2012,0,2184.0
031-085-021,2018,28,0.0
031-085-021,2019,28,0.0
031-085-021,2020,28,0.0
031-085-021,2021,28,0.0
031-085-021,2022,28,0.0
031-085-021,2023,28,0.0
031-085-021,2024,28,0.0
031-085-21,2012,28,0.0
031-091-005,2018,0,2597.0
031-091-005,2019,0,2597.0
031-091-005,2020,0,2597.0
031-091-005,2021,0,2597.0
031-091-005,2022,0,2597.0
031-091-005,2023,0,2597.0
031-091-005,2024,0,2597.0
031-091-05,2012,0,2597.0
031-093-001,2018,0,1200.0
031-093-001,2019,0,1200.0
031-093-001,2020,0,1200.0
031-093-001,2021,0,1200.0
031-093-001,2022,0,1200.0
031-093-001,2023,0,1200.0
031-093-001,2024,0,1200.0
031-093-01,2012,0,1200.0
031-101-003,2018,0,3967.0
031-101-003,2019,0,3967.0
031-101-003,2020,0,3967.0
031-101-003,2021,0,3967.0
031-101-003,2022,0,3967.0
031-101-003,2023,0,3967.0
031-101-003,2024,0,3967.0
031-101-011,2018,0,1568.0
031-101-011,2019,0,1568.0
031-101-011,2020,0,1568.0
031-101-011,2021,0,1568.0
031-101-011,2022,0,1568.0
031-101-011,2023,0,1568.0
031-101-011,2024,0,1568.0
031-101-016,2018,0,1528.0
031-101-016,2019,0,1528.0
031-101-016,2020,0,1528.0
031-101-016,2021,0,1528.0
031-101-016,2022,0,1528.0
031-101-016,2023,0,1528.0
031-101-016,2024,0,1528.0
031-101-03,2012,0,3967.0
031-101-11,2012,0,1568.0
031-101-16,2012,0,1528.0
031-103-013,2018,0,1881.0
031-103-013,2019,0,1881.0
031-103-013,2020,0,1881.0
031-103-013,2021,0,1881.0
031-103-013,2022,0,1881.0
031-103-013,2023,0,1881.0
031-103-013,2024,0,1881.0
031-103-13,2012,0,1881.0
031-241-016,2018,18,0.0
031-241-016,2019,18,0.0
031-241-016,2020,18,0.0
031-241-016,2021,18,0.0
031-241-016,2022,18,0.0
031-241-016,2023,18,0.0
031-241-016,2024,18,0.0
031-241-017,2018,10,0.0
031-241-017,2019,10,0.0
031-241-017,2020,10,0.0
031-241-017,2021,10,0.0
031-241-017,2022,10,0.0
031-241-017,2023,10,0.0
031-241-017,2024,10,0.0
031-241-023,2018,0,12002.0
031-241-023,2019,0,12002.0
031-241-023,2020,0,12002.0
031-241-023,2021,0,12002.0
031-241-023,2022,0,12002.0
031-241-023,2023,0,12002.0
031-241-023,2024,0,12002.0
031-241-026,2018,0,6816.0
031-241-026,2019,0,6816.0
031-241-026,2020,0,6816.0
031-241-026,2021,0,6816.0
031-241-026,2022,0,6816.0
031-241-026,2023,0,6816.0
031-241-026,2024,0,6816.0
031-241-16,2012,18,0.0
031-241-17,2012,10,0.0
031-241-23,2012,0,12002.0
031-254-031,2018,14,0.0
031-254-031,2019,14,0.0
031-254-031,2020,14,0.0
031-254-031,2021,14,0.0
031-254-031,2022,14,0.0
031-254-031,2023,14,0.0
031-254-031,2024,14,0.0
031-254-31,2012,14,0.0
031-256-003,2018,0,1568.0
031-256-003,2019,0,1568.0
031-256-003,2020,0,1568.0
031-256-003,2021,0,1568.0
031-256-003,2022,0,1568.0
031-256-03,2012,0,1568.0
031-257-001,2018,0,2020.0
031-257-001,2019,0,2020.0
031-257-001,2020,0,2020.0
031-257-001,2021,0,2020.0
031-257-001,2022,0,2020.0
031-257-001,2023,0,2020.0
031-257-001,2024,0,2020.0
031-257-007,2018,64,3797.0
031-257-007,2019,64,3797.0
031-257-007,2020,64,3797.0
031-257-007,2021,64,3797.0
031-257-007,2022,64,3797.0
031-257-007,2023,64,3797.0
031-257-007,2024,64,3797.0
031-257-01,2012,0,2020.0
031-257-07,2012,64,3797.0
031-258-002,2018,0,2919.0
031-258-002,2019,0,2919.0
031-258-002,2020,0,2919.0
031-258-002,2021,0,2919.0
031-258-002,2022,0,2919.0
031-258-002,2023,0,2919.0
031-258-002,2024,0,2919.0
031-258-006,2018,0,4472.0
031-258-006,2019,0,4472.0
031-258-006,2020,0,4472.0
031-258-006,2021,0,4472.0
031-258-006,2022,0,4472.0
031-258-006,2023,0,4472.0
031-258-006,2024,0,4472.0
031-258-007,2018,0,1805.0
031-258-007,2019,0,1805.0
031-258-007,2020,0,1805.0
031-258-007,2021,0,1805.0
031-258-007,2022,0,1805.0
031-258-007,2023,0,1805.0
031-258-007,2024,0,1805.0
031-258-018,2018,0,1685.0
031-258-018,2019,0,1685.0
031-258-018,2020,0,1685.0
031-258-018,2021,0,1685.0
031-258-018,2022,0,1685.0
031-258-018,2023,0,1685.0
031-258-018,2024,0,1685.0
031-258-019,2018,0,6446.0
031-258-019,2019,0,6446.0
031-258-019,2020,0,6446.0
031-258-019,2021,0,6446.0
031-258-019,2022,0,6446.0
031-258-019,2023,0,6446.0
031-258-019,2024,0,6446.0
031-258-02,2012,0,2919.0
031-258-06,2012,0,4472.0
031-258-07,2012,0,1805.0
031-258-18,2012,0,1685.0
031-258-19,2012,0,6446.0
031-290-002,2018,0,17801.0
031-290-002,2019,0,17801.0
031-290-002,2020,0,17801.0
031-290-002,2021,0,17801.0
031-290-002,2022,0,17801.0
031-290-002,2023,0,17801.0
031-290-002,2024,0,17801.0
031-290-02,2012,0,17801.0
031-290-024,2018,0,4514.0
031-290-024,2019,0,4514.0
031-290-024,2020,0,4514.0
031-290-024,2021,0,4514.0
031-290-024,2022,0,4514.0
031-290-024,2023,0,4514.0
031-290-024,2024,0,4514.0
031-290-025,2018,0,9552.0
031-290-025,2019,0,9552.0
031-290-025,2020,0,9552.0
031-290-025,2021,0,9552.0
031-290-025,2022,0,9552.0
031-290-025,2023,0,9552.0
031-290-025,2024,0,9552.0
031-290-028,2018,0,2201.0
031-290-028,2019,0,2201.0
031-290-028,2020,0,2201.0
031-290-028,2021,0,2201.0
031-290-028,2022,0,2201.0
031-290-028,2023,0,2201.0
031-290-028,2024,0,2201.0
031-290-030,2018,0,4456.0
031-290-030,2019,0,4456.0
031-290-030,2020,0,4456.0
031-290-030,2021,0,4456.0
031-290-030,2022,0,4456.0
031-290-030,2023,0,4456.0
031-290-030,2024,0,4456.0
031-290-034,2018,0,1307.0
031-290-034,2019,0,1307.0
031-290-034,2020,0,1307.0
031-290-034,2021,0,1307.0
031-290-034,2022,0,1307.0
031-290-034,2023,0,1307.0
031-290-034,2024,0,1307.0
031-290-035,2018,0,5608.0
031-290-035,2019,0,5608.0
031-290-035,2020,0,5608.0
031-290-035,2021,0,5608.0
031-290-035,2022,0,5608.0
031-290-035,2023,0,5608.0
031-290-035,2024,0,5608.0
031-290-036,2018,0,8836.0
031-290-036,2019,0,8836.0
031-290-036,2020,0,8836.0
031-290-036,2021,0,8836.0
031-290-036,2022,0,8836.0
031-290-036,2023,0,8836.0
031-290-036,2024,0,8836.0
031-290-039,2018,143,0.0
031-290-039,2019,143,0.0
031-290-039,2020,143,0.0
031-290-039,2021,143,0.0
031-290-039,2022,143,0.0
031-290-039,2023,143,0.0
031-290-039,2024,143,0.0
031-290-041,2018,0,1091.0
031-290-041,2019,0,1091.0
031-290-041,2020,0,1091.0
031-290-041,2021,0,1091.0
031-290-041,2022,0,1091.0
031-290-041,2023,0,1091.0
031-290-041,2024,0,1091.0
031-290-047,2018,0,2028.0
031-290-047,2019,0,2028.0
031-290-047,2020,0,2028.0
031-290-047,2021,0,2028.0
031-290-047,2022,0,2028.0
031-290-047,2023,0,2028.0
031-290-047,2024,0,2028.0
031-290-24,2012,0,4514.0
031-290-25,2012,0,9552.0
031-290-28,2012,0,2201.0
031-290-30,2012,0,4456.0
031-290-34,2012,0,1307.0
031-290-35,2012,0,5608.0
031-290-36,2012,0,8836.0
031-290-39,2012,143,0.0
031-290-41,2012,0,1091.0
031-290-47,2012,0,2028.0
032-100-010,2018,0,1649.0
032-100-010,2019,0,1649.0
032-100-010,2020,0,1649.0
032-100-010,2021,0,1649.0
032-100-010,2022,0,1649.0
032-100-010,2023,0,1649.0
032-100-010,2024,0,1649.0
032-100-10,2012,0,1649.0
032-130-008,2018,71,0.0
032-130-008,2019,71,0.0
032-130-008,2020,71,0.0
032-130-008,2021,71,0.0
032-130-008,2022,71,0.0
032-130-008,2023,71,0.0
032-130-008,2024,71,0.0
032-130-08,2012,71,0.0
032-141-027,2018,10,0.0
032-141-027,2019,10,0.0
032-141-027,2020,10,0.0
032-141-027,2021,10,0.0
032-141-027,2022,10,0.0
032-141-027,2023,10,0.0
032-141-027,2024,10,0.0
032-141-03,2012,9,932.0
032-141-033,2018,0,3605.0
032-141-033,2019,0,3605.0
032-141-033,2020,0,3605.0
032-141-033,2021,0,3605.0
032-141-033,2022,0,3605.0
032-141-033,2023,0,3605.0
032-141-033,2024,0,3605.0
032-141-035,2018,0,6795.0
032-141-035,2019,0,6795.0
032-141-035,2020,0,6795.0
032-141-035,2021,0,6795.0
032-141-035,2022,0,6795.0
032-141-035,2023,0,6795.0
032-141-035,2024,0,6795.0
032-141-27,2012,10,0.0
032-141-33,2012,0,3605.0
032-141-35,2012,0,6795.0
032-151-002,2018,14,0.0
032-151-002,2019,14,0.0
032-151-002,2020,14,0.0
032-151-002,2021,14,0.0
032-151-002,2022,14,0.0
032-151-002,2023,14,0.0
032-151-002,2024,14,0.0
032-151-02,2012,14,0.0
032-181-002,2018,0,3583.0
032-181-002,2019,0,3583.0
032-181-002,2020,0,3583.0
032-181-002,2021,0,3583.0
032-181-002,2022,0,3583.0
032-181-002,2023,0,3583.0
032-181-002,2024,0,3583.0
032-181-003,2018,0,2221.0
032-181-003,2019,0,2221.0
032-181-003,2020,0,2221.0
032-181-003,2021,0,2221.0
032-181-003,2022,0,2221.0
032-181-003,2023,0,2221.0
032-181-003,2024,0,2221.0
032-181-02,2012,0,3583.0
032-181-03,2012,0,2221.0
032-191-002,2018,0,7937.0
032-191-002,2019,0,7937.0
032-191-002,2020,0,7937.0
032-191-002,2021,0,7937.0
032-191-002,2022,0,7937.0
032-191-002,2023,0,7937.0
032-191-002,2024,0,7937.0
032-191-005,2018,12,0.0
032-191-005,2019,12,0.0
032-191-005,2020,12,0.0
032-191-005,2021,12,0.0
032-191-005,2022,12,0.0
032-191-005,2023,12,0.0
032-191-005,2024,12,0.0
032-191-010,2018,0,2326.0
032-191-010,2019,0,2326.0
032-191-010,2020,0,2326.0
032-191-010,2021,0,2326.0
032-191-010,2022,0,2326.0
032-191-010,2023,0,2326.0
032-191-010,2024,0,2326.0
032-191-011,2018,0,1033.0
032-191-011,2019,0,1033.0
032-191-011,2020,0,1033.0
032-191-011,2021,0,1033.0
032-191-011,2022,0,1033.0
032-191-011,2023,0,1033.0
032-191-011,2024,0,1033.0
032-191-012,2018,0,5000.0
032-191-012,2019,0,5000.0
032-191-012,2020,0,5000.0
032-191-012,2021,0,5000.0
032-191-012,2022,0,5000.0
032-191-012,2023,0,5000.0
032-191-012,2024,0,5000.0
032-191-014,2018,0,2102.0
032-191-014,2019,0,2102.0
032-191-014,2020,0,2102.0
032-191-014,2021,0,2102.0
032-191-014,2022,0,2102.0
032-191-014,2023,0,2102.0
032-191-014,2024,0,2102.0
032-191-015,2018,15,4637.0
032-191-015,2019,15,4637.0
032-191-015,2020,15,4637.0
032-191-015,2021,15,4637.0
032-191-015,2022,15,4637.0
032-191-015,2023,15,4637.0
032-191-015,2024,15,4637.0
032-191-02,2012,0,7937.0
032-191-020,2018,0,5071.0
032-191-020,2019,0,5071.0
032-191-020,2020,0,5071.0
032-191-020,2021,0,5071.0
032-191-020,2022,0,5071.0
032-191-020,2023,0,5071.0
032-191-020,2024,0,5071.0
032-191-021,2018,0,18324.0
032-191-021,2019,0,18324.0
032-191-021,2020,0,18324.0
032-191-021,2021,0,18324.0
032-191-021,2022,0,18324.0
032-191-021,2023,0,18324.0
032-191-021,2024,0,18324.0
032-191-023,2018,0,749.0
032-191-023,2019,0,749.0
032-191-023,2020,0,749.0
032-191-023,2021,0,749.0
032-191-023,2022,0,749.0
032-191-023,2023,0,749.0
032-191-023,2024,0,749.0
032-191-05,2012,12,0.0
032-191-10,2012,0,2326.0
032-191-11,2012,0,1033.0
032-191-12,2012,0,5000.0
032-191-14,2012,0,2102.0
032-191-15,2012,15,4637.0
032-191-20,2012,0,5071.0
032-191-21,2012,0,3064.0
032-191-23,2012,0,749.0
032-192-009,2018,0,3753.0
032-192-009,2019,0,3753.0
032-192-009,2020,0,3753.0
032-192-009,2021,0,3753.0
032-192-009,2022,0,3753.0
032-192-009,2023,0,3753.0
032-192-009,2024,0,3753.0
032-192-09,2012,0,3753.0
032-201-003,2018,0,3748.0
032-201-003,2019,0,3748.0
032-201-003,2020,0,3748.0
032-201-003,2021,0,3748.0
032-201-003,2022,0,3748.0
032-201-003,2023,0,3748.0
032-201-003,2024,0,3748.0
032-201-005,2018,0,3301.0
032-201-005,2019,0,3301.0
032-201-005,2020,0,3301.0
032-201-005,2021,0,3301.0
032-201-005,2022,0,3301.0
032-201-005,2023,0,3301.0
032-201-005,2024,0,3301.0
032-201-007,2018,19,0.0
032-201-007,2019,19,0.0
032-201-007,2020,19,0.0
032-201-007,2021,19,0.0
032-201-007,2022,19,0.0
032-201-007,2023,19,0.0
032-201-007,2024,19,0.0
032-201-012,2018,0,908.0
032-201-012,2019,0,908.0
032-201-012,2020,0,908.0
032-201-012,2021,0,908.0
032-201-012,2022,0,908.0
032-201-012,2023,0,908.0
032-201-012,2024,0,908.0
032-201-013,2018,0,6473.0
032-201-013,2019,0,6473.0
032-201-013,2020,0,6473.0
032-201-013,2021,0,6473.0
032-201-013,2022,0,6473.0
032-201-013,2023,0,6473.0
032-201-013,2024,0,6473.0
032-201-014,2018,0,1701.0
032-201-014,2019,0,1701.0
032-201-014,2020,0,1701.0
032-201-014,2021,0,1701.0
032-201-014,2022,0,1701.0
032-201-014,2023,0,1701.0
032-201-014,2024,0,1701.0
032-201-018,2018,15,7989.0
032-201-018,2019,15,7989.0
032-201-018,2020,15,7989.0
032-201-018,2021,15,7989.0
032-201-018,2022,15,7989.0
032-201-018,2023,15,7989.0
032-201-018,2024,15,7989.0
032-201-023,2018,16,336.0
032-201-023,2019,16,336.0
032-201-023,2020,16,336.0
032-201-023,2021,16,336.0
032-201-023,2022,16,336.0
032-201-023,2023,16,336.0
032-201-023,2024,16,336.0
032-201-03,2012,0,3748.0
032-201-05,2012,0,3301.0
032-201-07,2012,19,0.0
032-201-12,2012,0,908.0
032-201-14,2012,0,1701.0
032-201-18,2012,15,7989.0
032-201-23,2012,16,336.0
032-221-001,2018,13,0.0
032-221-001,2019,13,0.0
032-221-001,2020,13,0.0
032-221-001,2021,13,0.0
032-221-001,2022,13,0.0
032-221-001,2023,13,0.0
032-221-001,2024,13,0.0
032-221-003,2018,12,0.0
032-221-003,2019,12,0.0
032-221-003,2020,12,0.0
032-221-003,2021,12,0.0
032-221-003,2022,12,0.0
032-221-003,2023,12,0.0
032-221-003,2024,12,0.0
032-221-01,2012,13,0.0
032-221-03,2012,12,0.0
032-291-015,2018,0,9961.0
032-291-015,2019,0,12803.0
032-291-015,2020,0,12803.0
032-291-015,2021,0,12803.0
032-291-015,2022,0,12803.0
032-291-015,2023,0,12803.0
032-291-015,2024,0,12803.0
032-291-016,2018,0,5072.0
032-291-016,2019,0,5072.0
032-291-016,2020,0,5072.0
032-291-016,2021,0,5072.0
032-291-016,2022,0,5072.0
032-291-016,2023,0,5072.0
032-291-016,2024,0,5072.0
032-291-017,2018,0,5724.0
032-291-017,2019,0,5724.0
032-291-017,2020,0,5724.0
032-291-017,2021,0,5724.0
032-291-017,2022,0,5724.0
032-291-017,2023,0,5724.0
032-291-017,2024,0,5724.0
032-291-023,2018,0,13583.0
032-291-023,2019,0,13583.0
032-291-023,2020,0,13583.0
032-291-023,2021,0,13583.0
032-291-023,2022,0,13583.0
032-291-023,2023,0,13583.0
032-291-023,2024,0,13583.0
032-291-025,2018,0,12284.0
032-291-025,2019,0,12284.0
032-291-025,2020,0,12284.0
032-291-025,2021,0,12284.0
032-291-025,2022,0,12284.0
032-291-025,2023,0,12284.0
032-291-025,2024,0,12284.0
032-291-027,2018,0,23573.0
032-291-027,2019,0,23573.0
032-291-027,2020,0,23573.0
032-291-027,2021,0,23573.0
032-291-027,2022,0,23573.0
032-291-027,2023,0,23573.0
032-291-027,2024,0,23573.0
032-291-030,2018,0,5595.0
032-291-030,2019,0,5595.0
032-291-030,2020,0,5595.0
032-291-030,2021,0,5595.0
032-291-030,2022,0,5595.0
032-291-030,2023,0,5595.0
032-291-030,2024,0,5595.0
032-291-036,2018,0,2543.0
032-291-036,2019,0,2543.0
032-291-036,2020,0,2543.0
032-291-036,2021,0,2543.0
032-291-036,2022,0,2543.0
032-291-036,2023,0,2543.0
032-291-036,2024,0,2543.0
032-291-15,2012,0,9961.0
032-291-16,2012,0,5072.0
032-291-17,2012,0,5724.0
032-291-23,2012,0,13583.0
032-291-25,2012,0,12284.0
032-291-27,2012,0,23573.0
032-291-30,2012,0,5595.0
032-291-36,2012,0,2543.0
032-312-002,2018,0,5490.0
032-312-002,2019,0,5490.0
032-312-002,2020,0,5490.0
032-312-002,2021,0,5490.0
032-312-002,2022,0,5490.0
032-312-002,2023,0,5490.0
032-312-002,2024,0,5490.0
032-312-008,2018,0,4498.0
032-312-008,2019,0,4498.0
032-312-008,2020,0,4498.0
032-312-008,2021,0,4498.0
032-312-008,2022,0,4498.0
032-312-008,2023,0,4498.0
032-312-008,2024,0,4498.0
032-312-009,2018,0,4906.0
032-312-009,2019,0,4906.0
032-312-009,2020,0,4906.0
032-312-009,2021,0,4906.0
032-312-009,2022,0,4906.0
032-312-009,2023,0,4906.0
032-312-009,2024,0,4906.0
032-312-014,2018,0,5557.0
032-312-014,2019,0,5557.0
032-312-014,2020,0,5557.0
032-312-014,2021,0,5557.0
032-312-014,2022,0,5557.0
032-312-014,2023,0,5557.0
032-312-014,2024,0,5557.0
032-312-015,2018,0,5391.0
032-312-015,2019,0,5391.0
032-312-015,2020,0,5391.0
032-312-015,2021,0,5391.0
032-312-015,2022,0,5391.0
032-312-015,2023,0,5391.0
032-312-015,2024,0,5391.0
032-312-02,2012,0,5490.0
032-312-08,2012,0,4498.0
032-312-09,2012,0,4906.0
032-312-14,2012,0,5557.0
032-312-15,2012,0,5391.0
032-313-003,2018,0,1144.0
032-313-003,2019,0,1144.0
032-313-003,2020,0,1144.0
032-313-003,2021,0,1144.0
032-313-003,2022,0,1144.0
032-313-003,2023,0,1144.0
032-313-003,2024,0,1144.0
032-313-014,2018,0,3275.0
032-313-014,2019,0,3275.0
032-313-014,2020,0,3275.0
032-313-014,2021,0,3275.0
032-313-014,2022,0,3275.0
032-313-014,2023,0,3275.0
032-313-014,2024,0,3275.0
032-313-015,2018,0,1629.0
032-313-015,2019,0,1629.0
032-313-015,2020,0,1629.0
032-313-015,2021,0,1629.0
032-313-015,2022,0,1629.0
032-313-015,2023,0,1629.0
032-313-015,2024,0,1629.0
032-313-019,2018,0,10232.0
032-313-019,2019,0,10232.0
032-313-019,2020,0,10232.0
032-313-019,2021,0,10232.0
032-313-019,2022,0,10232.0
032-313-019,2023,0,10232.0
032-313-019,2024,0,10232.0
032-313-020,2018,0,22355.0
032-313-020,2019,0,22355.0
032-313-020,2020,0,22355.0
032-313-020,2021,0,22355.0
032-313-020,2022,0,22355.0
032-313-020,2023,0,22355.0
032-313-020,2024,0,22355.0
032-313-022,2018,0,310.0
032-313-022,2019,0,310.0
032-313-022,2020,0,310.0
032-313-022,2021,0,310.0
032-313-022,2022,0,310.0
032-313-022,2023,0,310.0
032-313-022,2024,0,310.0
032-313-023,2018,0,3334.0
032-313-023,2019,0,3334.0
032-313-023,2020,0,3334.0
032-313-023,2021,0,3334.0
032-313-023,2022,0,3334.0
032-313-023,2023,0,3334.0
032-313-023,2024,0,3334.0
032-313-03,2012,0,1144.0
032-313-030,2018,0,10422.0
032-313-030,2019,0,10422.0
032-313-030,2020,0,10422.0
032-313-030,2021,0,10422.0
032-313-030,2022,0,10422.0
032-313-030,2023,0,10422.0
032-313-030,2024,0,10422.0
032-313-032,2018,0,21913.0
032-313-032,2019,0,21913.0
032-313-032,2020,0,21913.0
032-313-032,2021,0,21913.0
032-313-032,2022,0,21913.0
032-313-032,2023,0,21913.0
032-313-032,2024,0,21913.0
032-313-038,2018,0,7044.0
032-313-038,2019,0,7044.0
032-313-038,2020,0,7044.0
032-313-038,2021,0,7044.0
032-313-038,2022,0,7044.0
032-313-038,2023,0,7044.0
032-313-038,2024,0,7044.0
032-313-043,2018,0,4756.0
032-313-043,2019,0,4756.0
032-313-043,2020,0,4756.0
032-313-043,2021,0,4756.0
032-313-043,2022,0,4756.0
032-313-043,2023,0,4756.0
032-313-043,2024,0,4756.0
032-313-14,2012,0,3275.0
032-313-15,2012,0,1629.0
032-313-19,2012,0,10232.0
032-313-20,2012,0,22355.0
032-313-22,2012,0,310.0
032-313-23,2012,0,3334.0
032-313-30,2012,0,10422.0
032-313-32,2012,0,21913.0
032-313-35,2012,0,12246.0
032-313-38,2012,0,7044.0
032-313-43,2012,0,4756.0
032-314-002,2018,0,18443.0
032-314-002,2019,0,18443.0
032-314-002,2020,0,18443.0
032-314-002,2021,0,18443.0
032-314-002,2022,0,18443.0
032-314-002,2023,0,18443.0
032-314-002,2024,0,18443.0
032-314-003,2018,0,18526.0
032-314-003,2019,0,18526.0
032-314-003,2020,0,18526.0
032-314-003,2021,0,18526.0
032-314-003,2022,0,18526.0
